TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,sw_in,ws,precip,swc_shallow,ppfd_in,ext_rad
2009-11-19T03:00:00Z,2009-11-18T22:24:18Z,4.99,55.6,0.38703580131523224,0,12.9,0,0.35929,0,0
2009-11-19T04:00:00Z,2009-11-18T23:24:18Z,4.57,60,0.3385886569163029,0,9.7,0,0.35857,0,0
2009-11-19T05:00:00Z,2009-11-19T00:24:02Z,4.99,60.4,0.3451940930649369,0,11.3,0,0.35786,0,0
2009-11-19T06:00:00Z,2009-11-19T01:24:02Z,3.31,66,0.2633642791396457,0,9.7,0.2,0.35714,0,0
2009-11-19T07:00:00Z,2009-11-19T02:24:02Z,2.03,68.7,0.22134041290123596,0,12.9,0,0.35714,0,0
2009-11-19T08:00:00Z,2009-11-19T03:24:02Z,2.46,58.8,0.30043527795278835,0,17.7,0,0.35643,0,0
2009-11-19T09:00:00Z,2009-11-19T04:24:02Z,2.46,55.2,0.32668690418167273,0,17.7,0,0.35643,0,82.26259093811473
2009-11-19T10:00:00Z,2009-11-19T05:24:02Z,2.89,53.7,0.3481162377260784,3,14.5,0,0.35643,6.342,290.97924717133554
2009-11-19T11:00:00Z,2009-11-19T06:24:02Z,4.15,52.8,0.3879308149208232,78,9.7,0,0.35571,164.892,504.88863233533493
2009-11-19T12:00:00Z,2009-11-19T07:24:02Z,5.4,43.2,0.509478625819711,275,11.3,0,0.355,581.35,709.4177007355684
2009-11-19T13:00:00Z,2009-11-19T08:24:02Z,6.62,39.8,0.5875611714593525,454,17.7,0,0.355,959.756,890.6324891079497
2009-11-19T14:00:00Z,2009-11-19T09:24:02Z,7.83,35.5,0.683965200456093,375,11.3,0,0.35286,792.75,1036.1873947424665
2009-11-19T15:00:00Z,2009-11-19T10:24:02Z,9.03,31.3,0.7903174739888396,611,11.3,0,0.35357,1291.654,1136.166240013942
2009-11-19T16:00:00Z,2009-11-19T11:24:02Z,9.82,28.7,0.8650326095776555,971,17.7,0,0.35214,2052.694,1183.7578246296955
2009-11-19T17:00:00Z,2009-11-19T12:24:02Z,8.23,29.7,0.7660519404297149,638,11.3,0,0.35071,1348.732,1175.7199430341004
2009-11-19T18:00:00Z,2009-11-19T13:24:02Z,9.42,29.3,0.8349983338809935,605,6.4,0,0.34944,1278.97,1112.6002558439814
2009-11-19T19:00:00Z,2009-11-19T14:24:02Z,9.42,27.3,0.8586192202708376,788,9.7,0,0.34944,1665.8319999999999,998.6989691028978
2009-11-19T20:00:00Z,2009-11-19T15:24:02Z,8.63,32.7,0.7535430681213051,679,9.7,0,0.34833,1435.406,841.7758650077952
2009-11-19T21:00:00Z,2009-11-19T16:24:02Z,7.83,33,0.7104754795435384,696,11.3,0,0.34833,1471.3439999999998,652.5216442330541
2009-11-19T22:00:00Z,2009-11-19T17:24:02Z,7.43,40.7,0.6118736022183542,625,1.6,0,0.34754,1321.25,443.8295965300359
2009-11-19T23:00:00Z,2009-11-19T18:24:02Z,6.22,41.7,0.5535282063958694,316,6.4,0,0.34667,668.024,229.9172190464373
2009-11-20T00:00:00Z,2009-11-19T19:24:02Z,4.99,49,0.44456815015938844,91,16.1,0,0.34667,192.374,25.35762409645351
2009-11-20T01:00:00Z,2009-11-19T20:24:02Z,3.74,51.9,0.3840775844707048,0,14.5,0,0.34556,0,0
2009-11-20T02:00:00Z,2009-11-19T21:24:02Z,2.89,54.1,0.34510875403082075,0,11.3,0,0.345,0,0
2009-11-20T03:00:00Z,2009-11-19T22:24:02Z,2.46,55.3,0.3259576923419816,0,11.3,0,0.345,0,0
2009-11-20T04:00:00Z,2009-11-19T23:24:02Z,1.17,57.4,0.28320897670875317,0,14.5,0,0.345,0,0
2009-11-20T05:00:00Z,2009-11-20T00:23:45Z,0.29,64.9,0.21895803929158877,0,11.3,0,0.345,0,0
2009-11-20T06:00:00Z,2009-11-20T01:23:45Z,0.29,65.9,0.21271991851405062,0,11.3,0,0.34389,0,0
2009-11-20T07:00:00Z,2009-11-20T02:23:45Z,0.73,66,0.21896770376349645,0,3.2,0,0.34389,0,0
2009-11-20T08:00:00Z,2009-11-20T03:23:45Z,0.73,64.3,0.2299160889516713,0,11.3,0,0.34389,0,0
2009-11-20T09:00:00Z,2009-11-20T04:23:45Z,0.29,72.1,0.17404356969331417,0,12.9,0,0.34333,0,85.0789407934949
2009-11-20T10:00:00Z,2009-11-20T05:23:45Z,1.17,72.8,0.18082826681873443,4,11.3,0,0.34389,8.456,293.47938624379617
2009-11-20T11:00:00Z,2009-11-20T06:23:45Z,2.89,61.1,0.2924777893638111,70,9.7,0,0.34389,147.98,507.1920607060116
2009-11-20T12:00:00Z,2009-11-20T07:23:45Z,2.89,61.9,0.2864628219732957,261,11.3,0,0.34333,551.754,711.657593204359
2009-11-20T13:00:00Z,2009-11-20T08:23:45Z,3.31,56.2,0.3392751595975436,216,16.1,0,0.34278,456.62399999999997,892.9466102275414
2009-11-20T14:00:00Z,2009-11-20T09:23:45Z,3.31,61.6,0.2974467152635999,135,16.1,0,0.34222,285.39,1038.7086833992817
2009-11-20T15:00:00Z,2009-11-20T10:23:45Z,2.46,62.5,0.2734544398842127,184,14.5,0,0.34222,388.976,1139.013707054538
2009-11-20T16:00:00Z,2009-11-20T11:23:45Z,0.73,86.5,0.08694305884727066,119,14.5,1,0.34222,251.56599999999997,1187.0283867722446
2009-11-20T17:00:00Z,2009-11-20T12:23:45Z,1.6,88,0.08228340952117985,245,17.7,0.8,0.34222,517.93,1179.4817533717326
2009-11-20T18:00:00Z,2009-11-20T13:23:45Z,2.89,83.6,0.12330683150556562,477,16.1,0,0.34167,1008.3779999999999,1116.887989871185
2009-11-20T19:00:00Z,2009-11-20T14:23:45Z,2.46,83.7,0.11886152986967105,389,11.3,0,0.34167,822.346,1003.5113922437057
2009-11-20T20:00:00Z,2009-11-20T15:23:45Z,2.89,83.6,0.12330683150556562,338,14.5,0,0.34111,714.5319999999999,847.0758521352385
2009-11-20T21:00:00Z,2009-11-20T16:23:45Z,1.6,86.4,0.09325453079067043,351,14.5,0.4,0.34278,742.014,658.2386542402033
2009-11-20T22:00:00Z,2009-11-20T17:23:45Z,1.17,83.9,0.10703437852138319,267,11.3,0.2,0.34333,564.438,449.8644370771326
2009-11-20T23:00:00Z,2009-11-20T18:23:45Z,1.17,81.7,0.1216601942199573,72,8,0,0.34333,152.208,236.1487796530798
