env_leafarea_seasonal,env_netrad,env_plant_watpot,env_ppfd_in,env_precip,env_remarks,env_rh,env_swc_deep_depth,env_swc_shallow_depth,env_sw_in,env_ta,env_time_daylight,env_timestep,env_time_zone,env_vpd,env_ws,si_code
stand level,Above canopy,leaf: predawn,Above canopy,Above canopy,Soil moisture was monitored with 8 probes per plot (ring). The values provied here are the mean of the three rings.,Above canopy,NA,30,Above canopy,Above canopy,FALSE,5,"34UTC+10:00, K",Above canopy,Above canopy,AUS_RIC_EUC_ELE
