TIMESTAMP,solar_TIMESTAMP,ta,rh,sw_in,netrad,ws,precip,swc_shallow,swc_deep,ppfd_in,vpd,ext_rad
2000-12-31T23:30:00Z,2001-01-01T00:35:21Z,-3.40403,96.8667,0,-2.25214,3.19524,NA,0.291759,0.345554,0,0.014875255961547656,0
2001-01-01T00:00:00Z,2001-01-01T01:05:21Z,-3.3793,96.9667,0,-2.48915,3.24176,NA,0.291875,0.345385,0,0.014427278579460254,0
2001-01-01T00:30:00Z,2001-01-01T01:35:21Z,-3.36195,97,0,-2.8537,3.22495,NA,0.291222,0.345264,0,0.014287494786883551,0
2001-01-01T01:00:00Z,2001-01-01T02:05:21Z,-3.32106,97.1333,0,-3.08743,3.4638,NA,0.290975,0.34545499999999996,0,0.013694625148702691,0
2001-01-01T01:30:00Z,2001-01-01T02:35:21Z,-3.30607,97.5833,0,-2.53774,3.44794,NA,0.291339,0.345075,0,0.011557907702040281,0
2001-01-01T02:00:00Z,2001-01-01T03:05:21Z,-3.28913,97.65,0,-2.79407,3.01066,NA,0.291341,0.34529499999999996,0,0.011253209402669774,0
2001-01-01T02:30:00Z,2001-01-01T03:35:21Z,-3.4613,96.7667,0,-4.92036,2.95406,NA,0.291368,0.344726,0,0.015284101441703161,0
2001-01-01T03:00:00Z,2001-01-01T04:05:21Z,-3.63136,95.9667,0,-4.39257,3.44687,NA,0.29081,0.34517400000000004,0,0.018823500214108835,0
2001-01-01T03:30:00Z,2001-01-01T04:35:21Z,-3.75125,95.8167,0,-16.9801,3.2604,NA,0.29121400000000003,0.345229,0,0.019348103802191343,0
2001-01-01T04:00:00Z,2001-01-01T05:05:21Z,-3.73998,96.15,0,-9.68994,2.32505,NA,0.291304,0.34564500000000004,0,0.017821687970998246,0
2001-01-01T04:30:00Z,2001-01-01T05:35:21Z,-3.56929,96.5667,0,-2.95323,2.91719,NA,0.291587,0.345199,0,0.016098289262940595,0
2001-01-01T05:00:00Z,2001-01-01T06:05:21Z,-3.57033,96.6167,0,-3.6266,2.60583,NA,0.291324,0.345903,0,0.015862604981295537,0
2001-01-01T05:30:00Z,2001-01-01T06:35:21Z,-3.68943,96.6833,0,-4.41877,1.79064,NA,0.291351,0.34550600000000004,0,0.015411596891145747,0
2001-01-01T06:00:00Z,2001-01-01T07:05:21Z,-3.84573,96.7167,0,-7.4427,1.68986,NA,0.291211,0.34582599999999997,0,0.015077785108569424,0
2001-01-01T06:30:00Z,2001-01-01T07:35:21Z,-3.96957,96.8,0,-7.76863,1.61203,NA,0.291049,0.345479,0,0.014558603632336117,0
2001-01-01T07:00:00Z,2001-01-01T08:05:21Z,-4.10082,96.7667,0,-3.40255,2.12953,NA,0.290762,0.345681,0,0.014565016262617367,0
2001-01-01T07:30:00Z,2001-01-01T08:35:21Z,-4.29117,96.2833,0.274814,-2.08415,2.60287,NA,0.29075399999999996,0.345486,0.5809567959999999,0.01650329244237413,0
2001-01-01T08:00:00Z,2001-01-01T09:05:21Z,-4.45898,95.75,2.58649,-0.590003,2.7088,NA,0.29059999999999997,0.34543100000000004,5.46783986,0.018632959842085222,0
2001-01-01T08:30:00Z,2001-01-01T09:35:21Z,-4.59649,95.6833,8.14743,3.21333,2.32142,NA,0.291027,0.34531300000000004,17.22366702,0.018729031876594554,39.77614280140063
2001-01-01T09:00:00Z,2001-01-01T10:05:21Z,-4.67552,95.5,17.3941,9.35876,2.31992,NA,0.290594,0.34554900000000005,36.771127400000005,0.019407533370256344,86.43662471945278
2001-01-01T09:30:00Z,2001-01-01T10:35:21Z,-4.66341,95.55,28.128,13.7352,2.021,NA,0.290761,0.345222,59.462591999999994,0.01920955145426636,123.43504371152041
2001-01-01T10:00:00Z,2001-01-01T11:05:21Z,-4.64652,95.4833,42.6285,13.9687,1.32196,NA,0.29105000000000003,0.345773,90.116649,0.01952249935607328,150.13875725151658
2001-01-01T10:30:00Z,2001-01-01T11:35:21Z,-4.53179,95.7833,52.247,28.479,0.961926,NA,0.291147,0.345636,110.45015799999999,0.0183851848722615,166.09115294785113
2001-01-01T11:00:00Z,2001-01-01T12:05:21Z,-4.42926,95.7833,29.3566,20.228,1.33322,NA,0.290734,0.344962,62.0598524,0.01852865348952699,171.0194563105279
2001-01-01T11:30:00Z,2001-01-01T12:35:21Z,-4.37476,95.9833,39.7834,25.0069,1.4876,NA,0.291149,0.34524900000000003,84.1021076,0.017722858455001197,164.83939505714608
2001-01-01T12:00:00Z,2001-01-01T13:05:21Z,-4.38029,96.2333,31.2156,17.6699,1.53206,NA,0.290787,0.345324,65.98977839999999,0.01661282497490557,147.6566401995547
2001-01-01T12:30:00Z,2001-01-01T13:35:21Z,-4.43488,96.5167,11.2674,8.1988,1.94219,NA,0.290561,0.345269,23.8192836,0.015299494144026992,119.76499926702034
2001-01-01T13:00:00Z,2001-01-01T14:05:21Z,-4.66934,96.5333,11.8332,8.11668,2.02066,NA,0.290528,0.34481900000000004,25.0153848,0.014958150850331102,81.64139255739174
2001-01-01T13:30:00Z,2001-01-01T14:35:21Z,-4.73269,96.4167,8.03427,6.03752,1.30069,NA,0.290256,0.345207,16.98444678,0.01538703611094849,33.93769831519639
2001-01-01T14:00:00Z,2001-01-01T15:05:21Z,-4.70456,96.4,2.3925,2.63012,1.20131,NA,0.290747,0.345606,5.057745,0.015491819330581942,0
2001-01-01T14:30:00Z,2001-01-01T15:35:21Z,-4.70692,96.4833,0.775946,1.25112,0.841464,NA,0.290746,0.345351,1.640349844,0.01513064309737439,0
2001-01-01T15:00:00Z,2001-01-01T16:05:21Z,-4.71359,96.7167,0.387973,0.192937,0.939877,NA,0.29008,0.345475,0.820174922,0.014119280916125694,0
2001-01-01T15:30:00Z,2001-01-01T16:35:21Z,-4.81037,96.8833,0.0808,-22.2366,0.690501,NA,0.289914,0.345559,0.1708112,0.013304625470028333,0
2001-01-01T16:00:00Z,2001-01-01T17:05:21Z,-4.89936,96.6,0,-3.81026,0.576188,NA,0.290282,0.345499,0,0.014416072234725038,0
2001-01-01T16:30:00Z,2001-01-01T17:35:21Z,-4.89849,96.4333,0,0.457859,0.803752,NA,0.290573,0.345598,0,0.015123884930088816,0
2001-01-01T17:00:00Z,2001-01-01T18:05:21Z,-4.77775,96.4,0,1.1481,0.448247,NA,0.289908,0.34477800000000003,0,0.015405901731521166,0
2001-01-01T17:30:00Z,2001-01-01T18:35:21Z,-4.79201,96.3,0,1.1609,1.13577,NA,0.290671,0.345613,0,0.01581668922130032,0
2001-01-01T18:00:00Z,2001-01-01T19:05:21Z,-4.69285,96.3333,0,1.31146,0.813615,NA,0.290597,0.345935,0,0.015792889370391486,0
2001-01-01T18:30:00Z,2001-01-01T19:35:21Z,-4.59779,96.4,0,0.980203,0.873613,NA,0.29009599999999997,0.34539000000000003,0,0.015617917182121563,0
2001-01-01T19:00:00Z,2001-01-01T20:05:21Z,-4.49098,96.5,0,0.413434,1.09138,NA,0.289927,0.34509500000000004,0,0.015307610216605434,0
2001-01-01T19:30:00Z,2001-01-01T20:35:21Z,-4.30897,96.6333,0,-0.0524,1.09865,NA,0.290611,0.34521700000000005,0,0.014929056154943141,0
2001-01-01T20:00:00Z,2001-01-01T21:05:21Z,-4.27293,96.7,0,-0.429802,1.45234,NA,0.29046,0.345481,0,0.014673257989951142,0
2001-01-01T20:30:00Z,2001-01-01T21:35:21Z,-4.09819,96.85,0,-2.59963,1.17728,NA,0.29057,0.345417,0,0.014192595756547374,0
2001-01-01T21:00:00Z,2001-01-01T22:05:21Z,-4.0507,96.9,0,-5.62304,1.19086,NA,0.290288,0.34477800000000003,0,0.014017517082888313,0
2001-01-01T21:30:00Z,2001-01-01T22:35:21Z,-3.99526,96.9667,0,-5.78818,1.16099,NA,0.29005600000000004,0.345564,0,0.01377345542992626,0
2001-01-01T22:00:00Z,2001-01-01T23:05:21Z,-3.98896,97,0,-7.55761,1.70953,NA,0.29087399999999997,0.344795,0,0.01362872879346985,0
2001-01-01T22:30:00Z,2001-01-01T23:35:21Z,-3.77402,97.1167,0,-3.96781,1.7373,NA,0.290336,0.345744,0,0.013312639739005705,0
2001-01-01T23:00:00Z,2001-01-02T00:04:55Z,-3.66365,97.2167,0,-0.313679,2.08546,NA,0.290331,0.34521799999999997,0,0.012958191081607756,0
2001-01-01T23:30:00Z,2001-01-02T00:34:55Z,-3.46688,97.3833,0,-2.38659,2.10259,NA,0.29077200000000003,0.34464,0,0.012364191822956038,0
2001-01-02T00:00:00Z,2001-01-02T01:04:55Z,-3.19815,97.55,0,-6.04419,1.98778,NA,0.290303,0.34543999999999997,0,0.01181240115503494,0
2001-01-02T00:30:00Z,2001-01-02T01:34:55Z,-2.96385,97.75,0,-8.03994,2.04227,NA,0.28951899999999997,0.345163,0,0.01104017421876473,0
2001-01-02T01:00:00Z,2001-01-02T02:04:55Z,-2.76544,97.95,0,-7.74813,2.05479,NA,0.290431,0.34544400000000003,0,0.010209138090238263,0
2001-01-02T01:30:00Z,2001-01-02T02:34:55Z,-2.6597,98.1167,0,-7.6351,2.39126,NA,0.290712,0.345443,0,0.009453296735621734,0
2001-01-02T02:00:00Z,2001-01-02T03:04:55Z,-2.45596,98.3333,0,-8.40317,2.82278,NA,0.289579,0.34553100000000003,0,0.008494123372411075,0
2001-01-02T02:30:00Z,2001-01-02T03:34:55Z,-2.16547,98.6667,0,-8.78672,2.88461,NA,0.290206,0.345679,0,0.006943451152534018,0
2001-01-02T03:00:00Z,2001-01-02T04:04:55Z,-1.93199,98.9167,0,-10.4677,2.29932,NA,0.289983,0.34484299999999996,0,0.005740153213283903,0
2001-01-02T03:30:00Z,2001-01-02T04:34:55Z,-1.83283,99,0,-10.3064,2.70377,NA,0.289701,0.345147,0,0.005337857986967414,0
2001-01-02T04:00:00Z,2001-01-02T05:04:55Z,-1.69691,99.1,0,-9.84282,2.45049,NA,0.289772,0.34483400000000003,0,0.004852670400844884,0
2001-01-02T04:30:00Z,2001-01-02T05:34:55Z,-1.51651,99.1,0,-7.00763,2.49115,NA,0.290614,0.34476599999999996,0,0.004917843228617937,0
2001-01-02T05:00:00Z,2001-01-02T06:04:55Z,-1.22925,99,0,-1.72423,2.42878,NA,0.290347,0.34510199999999996,0,0.005581353689888804,0
2001-01-02T05:30:00Z,2001-01-02T06:34:55Z,-1.06713,99,0,-1.05097,2.55548,NA,0.290026,0.345011,0,0.005648405446493314,0
2001-01-02T06:00:00Z,2001-01-02T07:04:55Z,-0.89545,99.3333,0,-1.45612,2.6531,NA,0.289636,0.345377,0,0.0038136480280556427,0
2001-01-02T06:30:00Z,2001-01-02T07:34:55Z,-0.545088,99.7667,0,-1.85665,2.928,NA,0.29006699999999996,0.345416,0,0.001369279609827755,0
2001-01-02T07:00:00Z,2001-01-02T08:04:55Z,-0.13608,100,0,-2.05484,3.00845,NA,0.289605,0.34566,0,0,0
2001-01-02T07:30:00Z,2001-01-02T08:34:55Z,0.0349767,100,0.193986,-2.48532,2.7711,NA,0.29000699999999996,0.345672,0.41008640399999996,0,0
2001-01-02T08:00:00Z,2001-01-02T09:04:55Z,0.007705,100,0.61429,-0.66369,2.73221,NA,0.289803,0.345523,1.29860906,0,0
2001-01-02T08:30:00Z,2001-01-02T09:34:55Z,0.0679394,100,2.42483,0.0609,3.1608,NA,0.289902,0.345439,5.126090619999999,0,40.32635344115641
2001-01-02T09:00:00Z,2001-01-02T10:04:55Z,0.0863467,58.6583,6.28839,1.44865,3.08541,NA,0.289816,0.345338,13.29365646,0.25410159612915634,87.2974536961083
2001-01-02T09:30:00Z,2001-01-02T10:34:55Z,0.060328,100,8.72939,2.78782,2.97888,NA,0.289864,0.346055,18.45393046,0,124.62152749272063
2001-01-02T10:00:00Z,2001-01-02T11:04:55Z,0.0526264,100,14.1125,5.81094,2.69657,NA,0.29016200000000003,0.345154,29.833825,0,151.66035863582022
2001-01-02T10:30:00Z,2001-01-02T11:34:55Z,0.0426575,100,16.9415,7.35275,2.6474,NA,0.289657,0.344773,35.814331,0,167.9516006280547
2001-01-02T11:00:00Z,2001-01-02T12:04:55Z,0.0368106,100,16.1979,7.14362,2.66654,NA,0.289981,0.34475700000000004,34.2423606,0,173.21668255691588
2001-01-02T11:30:00Z,2001-01-02T12:34:55Z,0.0396468,100,18.6712,8.67773,2.54524,NA,0.289882,0.344352,39.4709168,0,167.36557256182238
2001-01-02T12:00:00Z,2001-01-02T13:04:55Z,0.029473,100,22.9551,11.001,2.37497,NA,0.28951899999999997,0.344733,48.5270814,0,150.4983174265128
2001-01-02T12:30:00Z,2001-01-02T13:34:55Z,-0.0109442,100,15.2926,6.53949,2.38962,NA,0.290043,0.345353,32.3285564,0,122.90333196779206
2001-01-02T13:00:00Z,2001-01-02T14:04:55Z,-0.00680191,100,12.5768,4.66913,2.74361,NA,0.29022200000000004,0.34505800000000003,26.5873552,0,85.05246746772924
2001-01-02T13:30:00Z,2001-01-02T14:34:55Z,-0.0024496,100,9.06886,1.95068,3.02591,NA,0.290075,0.344616,19.17157004,0,37.59294347243323
2001-01-02T14:00:00Z,2001-01-02T15:04:55Z,0.00822851,100,3.34627,-0.997447,2.78374,NA,0.28985700000000003,0.344897,7.07401478,0,0
2001-01-02T14:30:00Z,2001-01-02T15:34:55Z,0.0190588,100,1.00226,-1.51755,2.64629,NA,0.289846,0.34496699999999997,2.11877764,0,0
2001-01-02T15:00:00Z,2001-01-02T16:04:55Z,0.0390749,100,0.14549,-2.3838,2.67009,NA,0.289867,0.34484699999999996,0.30756586,0,0
2001-01-02T15:30:00Z,2001-01-02T16:34:55Z,0.0505951,100,0,-2.14813,2.71428,NA,0.289491,0.34509,0,0,0
2001-01-02T16:00:00Z,2001-01-02T17:04:55Z,0.0754343,100,0,-1.81977,2.55973,NA,0.290004,0.345226,0,0,0
