TIMESTAMP,TIMESTAMP_solar,ta,rh,vpd,sw_in,ws,precip,swc_shallow,ppfd_in,ext_rad
2015-02-03T23:00:01Z,2015-02-04T00:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,1316.315317744153
2015-02-04T00:00:01Z,2015-02-04T01:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,1217.975085852583
2015-02-04T01:00:01Z,2015-02-04T02:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,1051.591362032722
2015-02-04T02:00:01Z,2015-02-04T03:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,828.501385901937
2015-02-04T03:00:01Z,2015-02-04T04:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,563.9063627465663
2015-02-04T04:00:01Z,2015-02-04T05:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,275.83566851297024
2015-02-04T05:00:01Z,2015-02-04T06:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-04T06:00:01Z,2015-02-04T07:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-04T07:00:01Z,2015-02-04T08:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-04T08:00:01Z,2015-02-04T09:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-04T09:00:01Z,2015-02-04T10:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-04T10:00:01Z,2015-02-04T11:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-04T11:00:01Z,2015-02-04T12:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-04T12:00:01Z,2015-02-04T13:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-04T13:00:01Z,2015-02-04T14:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-04T14:00:01Z,2015-02-04T15:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-04T15:00:01Z,2015-02-04T16:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-04T16:00:01Z,2015-02-04T17:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,158.21051645434568
2015-02-04T17:00:01Z,2015-02-04T18:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,450.49034259302897
2015-02-04T18:00:01Z,2015-02-04T19:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,726.7478503813142
2015-02-04T19:00:01Z,2015-02-04T20:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,968.1587001085119
2015-02-04T20:00:01Z,2015-02-04T21:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,1158.2729858464095
2015-02-04T21:00:01Z,2015-02-04T22:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,1284.136148222574
2015-02-04T22:00:01Z,2015-02-04T23:02:22Z,NA,NA,NA,NA,NA,NA,NA,NA,1337.1717159178272
2015-02-04T23:00:01Z,2015-02-05T00:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,1313.7657242502917
2015-02-05T00:00:01Z,2015-02-05T01:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,1215.5129868558658
2015-02-05T01:00:01Z,2015-02-05T02:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,1049.1084378766984
2015-02-05T02:00:01Z,2015-02-05T03:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,825.8909471861637
2015-02-05T03:00:01Z,2015-02-05T04:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,561.0706920197898
2015-02-05T04:00:01Z,2015-02-05T05:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,272.6927313103648
2015-02-05T05:00:01Z,2015-02-05T06:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-05T06:00:01Z,2015-02-05T07:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-05T07:00:01Z,2015-02-05T08:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-05T08:00:01Z,2015-02-05T09:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-05T09:00:01Z,2015-02-05T10:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-05T10:00:01Z,2015-02-05T11:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-05T11:00:01Z,2015-02-05T12:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-05T12:00:01Z,2015-02-05T13:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-05T13:00:01Z,2015-02-05T14:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-05T14:00:01Z,2015-02-05T15:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-05T15:00:01Z,2015-02-05T16:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-05T16:00:01Z,2015-02-05T17:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,153.33550897292233
2015-02-05T17:00:01Z,2015-02-05T18:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,445.9764908590173
2015-02-05T18:00:01Z,2015-02-05T19:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,722.6231548378203
2015-02-05T19:00:01Z,2015-02-05T20:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,964.4242945996377
2015-02-05T20:00:01Z,2015-02-05T21:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,1154.9031045175084
2015-02-05T21:00:01Z,2015-02-05T22:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,1281.0799461502345
2015-02-05T22:00:01Z,2015-02-05T23:02:17Z,NA,NA,NA,NA,NA,NA,NA,NA,1334.3568149793098
2015-02-05T23:00:01Z,2015-02-06T00:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA,1311.1032370724029
2015-02-06T00:00:01Z,2015-02-06T01:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA,1212.903670232299
2015-02-06T01:00:01Z,2015-02-06T02:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA,1046.449549775146
2015-02-06T02:00:01Z,2015-02-06T03:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA,823.083333666162
2015-02-06T03:00:01Z,2015-02-06T04:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA,558.0256152981489
2015-02-06T04:00:01Z,2015-02-06T05:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA,269.3379688292048
2015-02-06T05:00:01Z,2015-02-06T06:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-06T06:00:01Z,2015-02-06T07:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-06T07:00:02Z,2015-02-06T08:02:14Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-06T08:00:02Z,2015-02-06T09:02:14Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-06T09:00:02Z,2015-02-06T10:02:14Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-06T10:00:02Z,2015-02-06T11:02:14Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-06T11:00:02Z,2015-02-06T12:02:14Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-06T12:00:02Z,2015-02-06T13:02:14Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-06T13:00:02Z,2015-02-06T14:02:14Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-06T14:00:02Z,2015-02-06T15:02:14Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-06T15:00:02Z,2015-02-06T16:02:14Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-06T16:00:02Z,2015-02-06T17:02:14Z,NA,NA,NA,NA,NA,NA,NA,NA,148.62520358778298
2015-02-06T17:00:02Z,2015-02-06T18:02:14Z,NA,NA,NA,NA,NA,NA,NA,NA,441.61762484622597
2015-02-06T18:00:02Z,2015-02-06T19:02:14Z,NA,NA,NA,NA,NA,NA,NA,NA,718.6288190768297
2015-02-06T19:00:02Z,2015-02-06T20:02:14Z,NA,NA,NA,NA,NA,NA,NA,NA,960.7823926513166
2015-02-06T20:00:02Z,2015-02-06T21:02:14Z,NA,NA,NA,NA,NA,NA,NA,NA,1151.5772208408755
2015-02-06T21:00:02Z,2015-02-06T22:02:14Z,NA,NA,NA,NA,NA,NA,NA,NA,1278.0118921309954
2015-02-06T22:00:02Z,2015-02-06T23:02:14Z,NA,NA,NA,NA,NA,NA,NA,NA,1331.4706748673648
2015-02-06T23:00:02Z,2015-02-07T00:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,1308.3106326145887
2015-02-07T00:00:02Z,2015-02-07T01:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,1210.10987901307
2015-02-07T01:00:02Z,2015-02-07T02:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,1043.5600538019442
2015-02-07T02:00:02Z,2015-02-07T03:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,820.0103455618818
2015-02-07T03:00:02Z,2015-02-07T04:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,554.6941315688504
2015-02-07T04:00:02Z,2015-02-07T05:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,265.69093287730567
2015-02-07T05:00:02Z,2015-02-07T06:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-07T06:00:02Z,2015-02-07T07:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-07T07:00:02Z,2015-02-07T08:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-07T08:00:02Z,2015-02-07T09:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-07T09:00:02Z,2015-02-07T10:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-07T10:00:02Z,2015-02-07T11:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-07T11:00:02Z,2015-02-07T12:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-07T12:00:02Z,2015-02-07T13:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-07T13:00:02Z,2015-02-07T14:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-07T14:00:02Z,2015-02-07T15:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-07T15:00:02Z,2015-02-07T16:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-07T16:00:02Z,2015-02-07T17:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,143.91793198179582
2015-02-07T17:00:02Z,2015-02-07T18:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,437.25498952303724
2015-02-07T18:00:02Z,2015-02-07T19:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,714.6199263588054
2015-02-07T19:00:02Z,2015-02-07T20:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,957.1118983172984
2015-02-07T20:00:02Z,2015-02-07T21:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,1148.2064194077977
2015-02-07T21:00:02Z,2015-02-07T22:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,1274.8814185759534
2015-02-07T22:00:02Z,2015-02-07T23:02:11Z,NA,NA,NA,NA,NA,NA,NA,NA,1328.5046303005815
2015-02-07T23:00:02Z,2015-02-08T00:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,1305.4218472833252
2015-02-08T00:00:02Z,2015-02-08T01:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,1207.2059477920195
2015-02-08T01:00:02Z,2015-02-08T02:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,1040.5497263860939
2015-02-08T02:00:02Z,2015-02-08T03:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,816.8098295509277
2015-02-08T03:00:02Z,2015-02-08T04:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,551.2328731448063
2015-02-08T04:00:02Z,2015-02-08T05:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,261.91647634680766
2015-02-08T05:00:02Z,2015-02-08T06:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-08T06:00:02Z,2015-02-08T07:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-08T07:00:02Z,2015-02-08T08:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-08T08:00:02Z,2015-02-08T09:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-08T09:00:02Z,2015-02-08T10:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-08T10:00:02Z,2015-02-08T11:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-08T11:00:02Z,2015-02-08T12:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-08T12:00:02Z,2015-02-08T13:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-08T13:00:02Z,2015-02-08T14:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-08T14:00:02Z,2015-02-08T15:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-08T15:00:02Z,2015-02-08T16:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-08T16:00:02Z,2015-02-08T17:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,139.21511906475243
2015-02-08T17:00:02Z,2015-02-08T18:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,432.88952552561807
2015-02-08T18:00:02Z,2015-02-08T19:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,710.5969776101097
2015-02-08T19:00:02Z,2015-02-08T20:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,953.4129477502557
2015-02-08T20:00:02Z,2015-02-08T21:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,1144.7905717645683
2015-02-08T21:00:02Z,2015-02-08T22:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,1271.6882509382099
2015-02-08T22:00:02Z,2015-02-08T23:02:09Z,NA,NA,NA,NA,NA,NA,NA,NA,1325.4583893407807
2015-02-08T23:00:02Z,2015-02-09T00:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,1302.436701772724
2015-02-09T00:00:02Z,2015-02-09T01:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,1204.191932274647
2015-02-09T01:00:02Z,2015-02-09T02:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,1037.4189645320525
2015-02-09T02:00:02Z,2015-02-09T03:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,813.4826067874378
2015-02-09T03:00:02Z,2015-02-09T04:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,547.6431390083263
2015-02-09T04:00:02Z,2015-02-09T05:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,258.0163968250966
2015-02-09T05:00:02Z,2015-02-09T06:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-09T06:00:02Z,2015-02-09T07:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-09T07:00:02Z,2015-02-09T08:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-09T08:00:02Z,2015-02-09T09:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-09T09:00:02Z,2015-02-09T10:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-09T10:00:02Z,2015-02-09T11:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-09T11:00:02Z,2015-02-09T12:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-09T12:00:02Z,2015-02-09T13:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-09T13:00:02Z,2015-02-09T14:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-09T14:00:02Z,2015-02-09T15:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-09T15:00:02Z,2015-02-09T16:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-09T16:00:02Z,2015-02-09T17:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,134.6822114489532
2015-02-09T17:00:02Z,2015-02-09T18:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,428.6828571392506
2015-02-09T18:00:02Z,2015-02-09T19:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,706.7068705395731
2015-02-09T19:00:02Z,2015-02-09T20:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,949.8078117919539
2015-02-09T20:00:02Z,2015-02-09T21:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,1141.419100194509
2015-02-09T21:00:02Z,2015-02-09T22:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,1268.4829800767902
2015-02-09T22:00:02Z,2015-02-09T23:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,1322.3403750199632
2015-02-09T23:00:02Z,2015-02-10T00:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,1299.3209886232835
2015-02-10T00:00:02Z,2015-02-10T01:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,1200.9934370138012
2015-02-10T01:00:02Z,2015-02-10T02:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,1034.0583659269528
2015-02-10T02:00:02Z,2015-02-10T03:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,809.8918346590643
2015-02-10T03:00:02Z,2015-02-10T04:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,543.7700825341021
2015-02-10T04:00:02Z,2015-02-10T05:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,253.82850655801664
2015-02-10T05:00:02Z,2015-02-10T06:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-10T06:00:02Z,2015-02-10T07:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-10T07:00:02Z,2015-02-10T08:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-10T08:00:02Z,2015-02-10T09:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-10T09:00:02Z,2015-02-10T10:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-10T10:00:02Z,2015-02-10T11:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-10T11:00:02Z,2015-02-10T12:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-10T12:00:02Z,2015-02-10T13:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-10T13:00:02Z,2015-02-10T14:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-10T14:00:02Z,2015-02-10T15:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-10T15:00:02Z,2015-02-10T16:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-10T16:00:02Z,2015-02-10T17:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,130.07466948545445
2015-02-10T17:00:02Z,2015-02-10T18:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,424.3949999400163
2015-02-10T18:00:02Z,2015-02-10T19:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,702.7306408781757
2015-02-10T19:00:02Z,2015-02-10T20:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,946.1135792421824
2015-02-10T20:00:02Z,2015-02-10T21:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,1137.957723002449
2015-02-10T21:00:02Z,2015-02-10T22:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,1265.1892166683883
2015-02-10T22:00:02Z,2015-02-10T23:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,1319.1374083757862
2015-02-10T23:00:02Z,2015-02-11T00:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,1296.1257498458506
2015-02-11T00:00:02Z,2015-02-11T01:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,1197.7223592496746
2015-02-11T01:00:02Z,2015-02-11T02:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,1030.633170189616
2015-02-11T02:00:02Z,2015-02-11T03:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,806.244947068752
2015-02-11T03:00:02Z,2015-02-11T04:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,539.8493081748009
2015-02-11T04:00:02Z,2015-02-11T05:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,249.60063676004887
2015-02-11T05:00:02Z,2015-02-11T06:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-11T06:00:02Z,2015-02-11T07:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-11T07:00:02Z,2015-02-11T08:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-11T08:00:02Z,2015-02-11T09:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-11T09:00:02Z,2015-02-11T10:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-11T10:00:02Z,2015-02-11T11:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-11T11:00:02Z,2015-02-11T12:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-11T12:00:02Z,2015-02-11T13:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-11T13:00:02Z,2015-02-11T14:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-11T14:00:02Z,2015-02-11T15:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-11T15:00:02Z,2015-02-11T16:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-11T16:00:02Z,2015-02-11T17:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,125.64011297199086
2015-02-11T17:00:02Z,2015-02-11T18:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,420.26808462797567
2015-02-11T18:00:02Z,2015-02-11T19:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,698.8885417378092
2015-02-11T19:00:02Z,2015-02-11T20:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,942.5137284124494
2015-02-11T20:00:02Z,2015-02-11T21:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,1134.5407529500878
2015-02-11T21:00:02Z,2015-02-11T22:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,1261.8830679917219
2015-02-11T22:00:02Z,2015-02-11T23:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA,1315.862318070359
2015-02-11T23:00:02Z,2015-02-12T00:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,1292.7997747926509
2015-02-12T00:00:02Z,2015-02-12T01:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,1194.2670525197989
2015-02-12T01:00:02Z,2015-02-12T02:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,1026.9790170615663
2015-02-12T02:00:02Z,2015-02-12T03:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,802.3361841736728
2015-02-12T03:00:02Z,2015-02-12T04:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,535.6477917854246
2015-02-12T04:00:02Z,2015-02-12T05:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,245.0884919791363
2015-02-12T05:00:02Z,2015-02-12T06:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-12T06:00:02Z,2015-02-12T07:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-12T07:00:02Z,2015-02-12T08:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-12T08:00:02Z,2015-02-12T09:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-12T09:00:02Z,2015-02-12T10:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-12T10:00:02Z,2015-02-12T11:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-12T11:00:02Z,2015-02-12T12:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-12T12:00:02Z,2015-02-12T13:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-12T13:00:02Z,2015-02-12T14:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-02-12T14:00:02Z,2015-02-12T15:02:07Z,NA,NA,NA,NA,NA,NA,NA,NA,0
