TIMESTAMP,solar_TIMESTAMP,ta,rh,netrad,ws,precip,vpd,ext_rad
2015-01-01T03:00:00Z,2014-12-31T23:25:13Z,23.04,100,0,0.019,0.202,0,0
2015-01-01T03:30:00Z,2014-12-31T23:55:13Z,23.21,100,0,0.076,0,0,0
2015-01-01T04:00:00Z,2015-01-01T00:24:41Z,23.18,99.9,0,0,0,0.0028446955294232144,0
2015-01-01T04:30:00Z,2015-01-01T00:54:41Z,23.08,100,0,0.014,0.202,0,0
2015-01-01T05:00:00Z,2015-01-01T01:24:41Z,23,100,0,0,0,0,0
2015-01-01T05:30:00Z,2015-01-01T01:54:41Z,22.8,100,0,0.031,0,0,0
2015-01-01T06:00:00Z,2015-01-01T02:24:41Z,22.73,100,0,0,0,0,0
2015-01-01T06:30:00Z,2015-01-01T02:54:41Z,22.69,100,0,0.021,0.202,0,0
2015-01-01T07:00:00Z,2015-01-01T03:24:41Z,22.67,100,0,0.049,0,0,0
2015-01-01T07:30:00Z,2015-01-01T03:54:41Z,22.49,100,0,0.103,0,0,0
2015-01-01T08:00:00Z,2015-01-01T04:24:41Z,22.46,100,0,0,0,0,0
2015-01-01T08:30:00Z,2015-01-01T04:54:41Z,22.55,100,0,0,0,0,0
2015-01-01T09:00:00Z,2015-01-01T05:24:41Z,22.45,100,0,0,0,0,0
2015-01-01T09:30:00Z,2015-01-01T05:54:41Z,22.59,100,0.031,0.042,0,0,0
2015-01-01T10:00:00Z,2015-01-01T06:24:41Z,22.61,100,4.597,0.052,0,0,81.5132540561128
2015-01-01T10:30:00Z,2015-01-01T06:54:41Z,22.7,100,28.16,0.004,0,0,249.2562343886839
2015-01-01T11:00:00Z,2015-01-01T07:24:41Z,22.76,100,49.31,0.007,0,0,412.0639800293262
2015-01-01T11:30:00Z,2015-01-01T07:54:41Z,23.14,100,77.51,0,0,0,567.1526319339815
2015-01-01T12:00:00Z,2015-01-01T08:24:41Z,23.66,100,167.3,0.028,0,0,711.870319214592
2015-01-01T12:30:00Z,2015-01-01T08:54:41Z,24.43,100,217.2,0.266,0,0,843.7425036940956
2015-01-01T13:00:00Z,2015-01-01T09:24:41Z,25.44,99.8,267,0.281,0,0.00651366762171004,960.5142922694523
2015-01-01T13:30:00Z,2015-01-01T09:54:41Z,26.01,98.9,301,0.257,0,0.03705501896936555,1060.1889935791942
2015-01-01T14:00:00Z,2015-01-01T10:24:41Z,26.6,93.8,388,0.588,0,0.21624777575816762,1141.0622596898422
2015-01-01T14:30:00Z,2015-01-01T10:54:41Z,27.75,87.1,682.6,0.775,0,0.48127932320632494,1201.7512290059858
2015-01-01T15:00:00Z,2015-01-01T11:24:41Z,28.03,84.1,482.4,0.592,0,0.6029578027741783,1241.2181720842136
2015-01-01T15:30:00Z,2015-01-01T11:54:41Z,28.14,83.2,719.8,0.676,0,0.6411760227845186,1258.7882360242268
2015-01-01T16:00:00Z,2015-01-01T12:24:41Z,28.59,85.5,428.9,0.334,0,0.568037647483289,1254.1609840202118
2015-01-01T16:30:00Z,2015-01-01T12:54:41Z,28.86,78.88,733.8,0.803,0,0.8404058779852788,1227.4155327512456
2015-01-01T17:00:00Z,2015-01-01T13:24:41Z,29.35,76.63,661.1,0.645,0,0.9566075091519495,1179.0091997610525
2015-01-01T17:30:00Z,2015-01-01T13:54:41Z,29.02,77.27,650.2,0.538,0,0.9128709688834125,1109.7696839500004
2015-01-01T18:00:00Z,2015-01-01T14:24:41Z,29,73.94,430.1,0.933,0,1.045400706815554,1020.8809128806024
2015-01-01T18:30:00Z,2015-01-01T14:54:41Z,28.89,76.49,296,0.676,0,0.9371323761567699,913.8627988889805
2015-01-01T19:00:00Z,2015-01-01T15:24:41Z,28.32,75.96,154.1,0.869,0,0.9271362707374724,790.5452501494793
2015-01-01T19:30:00Z,2015-01-01T15:54:41Z,28.31,76.01,155.3,0.649,0,0.9246709958388474,653.0368810744004
2015-01-01T20:00:00Z,2015-01-01T16:24:41Z,27.41,79.71,88.1,0.297,0,0.7421115987835412,503.6889570683279
2015-01-01T20:30:00Z,2015-01-01T16:54:41Z,26.53,90.4,70.68,0.083,0,0.3334591025382837,345.05519014511077
2015-01-01T21:00:00Z,2015-01-01T17:24:41Z,26.2,93.4,36.34,0.043,0,0.22483829342622108,179.84807286211733
2015-01-01T21:30:00Z,2015-01-01T17:54:41Z,25.68,98.8,10.28,0.051,0,0.03964211256427235,10.892497219896406
2015-01-01T22:00:00Z,2015-01-01T18:24:41Z,25.21,100,0.138,0.04,0,0,0
2015-01-01T22:30:00Z,2015-01-01T18:54:41Z,25.05,100,0,0.039,0,0,0
2015-01-01T23:00:00Z,2015-01-01T19:24:41Z,25.07,100,0,0.378,0,0,0
2015-01-01T23:30:00Z,2015-01-01T19:54:41Z,24.92,99.9,0,0.117,0,0.0031576677966452887,0
2015-01-02T00:00:00Z,2015-01-01T20:24:41Z,24.61,100,0,0.019,0,0,0
2015-01-02T00:30:00Z,2015-01-01T20:54:41Z,24.19,100,0,0.026,0,0,0
