TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,sw_in,ppfd_in,ws,precip,ext_rad
2012-05-25T16:00:00Z,2012-05-25T21:46:24Z,15.533,47.9,0.9194362997466832,0.6,1.2,0,0,0
2012-05-25T16:10:00Z,2012-05-25T21:56:24Z,15.318,49.9,0.8720280100490669,0.6,1.2,0,0,0
2012-05-25T16:20:00Z,2012-05-25T22:06:24Z,15.199,51.5,0.8377491468983086,0.6,1.2,0,0,0
2012-05-25T16:30:00Z,2012-05-25T22:16:24Z,14.984,50.8,0.8381664588957422,0.6,1.2,0,0,0
2012-05-25T16:40:00Z,2012-05-25T22:26:24Z,15.127,48.7,0.8820213278754431,0.6,1.2,0,0,0
2012-05-25T16:49:59Z,2012-05-25T22:36:23Z,14.888,48.3,0.8753267056593955,0.6,1.2,0,0,0
2012-05-25T16:59:59Z,2012-05-25T22:46:23Z,14.505,50.1,0.8242246857703449,0.6,1.2,0,0,0
2012-05-25T17:09:59Z,2012-05-25T22:56:23Z,14.266,52.2,0.777423768477362,0.6,1.2,0,0,0
2012-05-25T17:20:00Z,2012-05-25T23:06:24Z,14.266,51.9,0.7823029971498142,0.6,1.2,0,0,0
2012-05-25T17:30:00Z,2012-05-25T23:16:24Z,13.954,56.5,0.6933199928520621,0.6,1.2,0,0,0
2012-05-25T17:40:00Z,2012-05-25T23:26:24Z,13.666,62.4,0.5881705517882007,0.6,1.2,0,0,0
2012-05-25T17:50:00Z,2012-05-25T23:36:24Z,13.209,62.6,0.5678707170257415,0.6,1.2,0,0,0
2012-05-25T18:00:00Z,2012-05-25T23:46:24Z,12.944,63.3,0.5476715806717191,0.6,1.2,0,0,0
2012-05-25T18:10:00Z,2012-05-25T23:56:24Z,12.654,66.2,0.49490181081206175,0.6,1.2,0,0,0
2012-05-25T18:19:59Z,2012-05-26T00:06:16Z,12.34,67.5,0.4661539623388996,0.6,1.2,0,0,0
2012-05-25T18:29:59Z,2012-05-26T00:16:16Z,12.219,67.3,0.4653036216168376,0.6,1.2,0,0,0
2012-05-25T18:39:59Z,2012-05-26T00:26:16Z,11.977,70.7,0.4103283778424478,0.6,1.2,0,0,0
2012-05-25T18:50:00Z,2012-05-26T00:36:17Z,11.71,73.6,0.363255441847653,0.6,1.2,0,0,0
2012-05-25T19:00:00Z,2012-05-26T00:46:17Z,11.467,73.4,0.3601703678089484,0.6,1.2,0,0,0
2012-05-25T19:10:00Z,2012-05-26T00:56:17Z,11.492,72,0.3797548260949579,0.6,1.2,0,0,0
2012-05-25T19:20:00Z,2012-05-26T01:06:17Z,11.589,69.7,0.41359565825971556,0.6,1.2,0,0,0
2012-05-25T19:30:00Z,2012-05-26T01:16:17Z,11.248,70.2,0.39768445714472367,0.6,1.2,0,0,0
2012-05-25T19:40:00Z,2012-05-26T01:26:17Z,10.98,72.9,0.35527286784021994,0.6,1.2,0,0,0
2012-05-25T19:49:59Z,2012-05-26T01:36:16Z,10.785,73.7,0.3403406718111772,0.6,1.2,0,0,0
2012-05-25T19:59:59Z,2012-05-26T01:46:16Z,10.834,76.2,0.30899523286909125,0.6,1.2,0,0,0
2012-05-25T20:09:59Z,2012-05-26T01:56:16Z,10.907,69.9,0.3926909588552284,0.6,1.2,0,0,0
2012-05-25T20:20:00Z,2012-05-26T02:06:17Z,10.883,72.8,0.35429080872924523,0.6,1.2,0,0,0
2012-05-25T20:30:00Z,2012-05-26T02:16:17Z,10.81,76.6,0.3033170660050013,0.6,1.2,0,0,0
