TIMESTAMP,solar_TIMESTAMP,USA_NWH_Qly_Jt_1,USA_NWH_Qly_Jt_2,USA_NWH_Qly_Jt_3,USA_NWH_Qly_Jt_4,USA_NWH_Qly_Jt_5,USA_NWH_Cla_Jt_6,USA_NWH_Cla_Jt_7,USA_NWH_Cla_Jt_8,USA_NWH_Cla_Jt_9,USA_NWH_Cla_Jt_10
2013-07-26T06:00:00Z,2013-07-25T23:48:52Z,0.10989080783441149,0,0,0.048674012001496736,0.08325273285356728,0.0428045865711132,0,0.623761899044276,0,0
2013-07-26T06:29:59Z,2013-07-26T00:18:52Z,0.07774202698586265,0,0,0.057231556089490605,0.05684935730826575,0.030221777342879497,0,0.46801801010064953,0,0
2013-07-26T07:00:00Z,2013-07-26T00:48:53Z,0.025273263412529123,0,0,0.048674012001496736,0.02633830806232645,0.023314184775490823,0,0.32646988836659824,0,0
2013-07-26T07:30:00Z,2013-07-26T01:18:53Z,0.0012894755853497812,0,0,0.020008871463309062,0.00789903436209925,0.009904035432089248,0,0.24201980085117344,0,0
2013-07-26T07:59:59Z,2013-07-26T01:48:52Z,0.0023648011980259517,0,0,0.02986591052663359,0,8.270643672271038e-4,0,0.16751000858802936,0,0
2013-07-26T08:30:00Z,2013-07-26T02:18:53Z,0.018373129257630825,0,0,0,0,0,0,0.11849966719006953,0,0
2013-07-26T09:00:00Z,2013-07-26T02:48:53Z,0.016717367890858807,0,0,0,0,0,0,0.0734396156709754,0,0
2013-07-26T09:29:59Z,2013-07-26T03:18:52Z,3.7110703880291045e-4,0,0,0.0069624632105604895,0,0,0,0.03083375089205628,0,0
2013-07-26T10:00:00Z,2013-07-26T03:48:53Z,0,0,0,0.005079732816510613,0,0,0,0.01118997586087184,0,0
2013-07-26T10:30:00Z,2013-07-26T04:18:53Z,0.0012894755853497812,0.00509353182331534,0,0,0,0,0.00887303491373869,0,0,0
2013-07-26T10:59:59Z,2013-07-26T04:48:52Z,3.7110703880291045e-4,0.014977125512389422,0.003361855596106622,0.005079732816510613,0.002271642186162248,0.0013626681216312975,0.02011784428034149,0,0.007586791298639191,0.0036690586847552527
2013-07-26T11:30:00Z,2013-07-26T05:18:53Z,0,0.014977125512389422,0.008410843839779839,0,0.005499943139617187,0.0038698962058704013,0.03468080057506482,0,0.017838157060820595,0.02405847310040567
2013-07-26T12:00:00Z,2013-07-26T05:48:53Z,0,0.023427230450392612,0.014148657776811608,3.9250883738629547e-4,0.006679014068634311,0.0019421022300645378,0.015090817777603452,0,0.013081913596011022,0.040878014073492036
2013-07-26T12:29:59Z,2013-07-26T06:18:52Z,0.0035441642413874433,0.05559990411008761,0.02927927208072547,0,0.009155980369024617,0.0038698962058704013,0.04447363640044053,0,0.010816803024071531,0.04917366439191409
2013-07-26T13:00:00Z,2013-07-26T06:48:53Z,0.025273263412529123,0.10363699698305,0.06432909252496782,0.0033219081300967348,0.02633830806232645,0.008301240167721649,0.09454005759674167,0,0.030786943544255107,0.08658067804389358
2013-07-26T13:30:00Z,2013-07-26T07:18:53Z,0.03443609039975753,0.12351159323813188,0.08358590529879062,0.027332572818723717,0.07359593825573883,0.025251615047587887,0.1585322112938875,0,0.05538495408969915,0.13977084351998148
2013-07-26T13:59:59Z,2013-07-26T07:48:52Z,0.13661564168493834,0.21359179689116595,0.18533131105233325,0.10678443693507511,0.16787972757504588,0.030221777342879497,0.1955397829693274,0,0.07750659978514382,0.20523937995092342
2013-07-26T14:30:00Z,2013-07-26T08:18:53Z,0.14914558761563493,0.28816187080171884,0.24331036419809599,0.20912862562365345,0.18845774250719724,0.0428045865711132,0.25962838735979404,0,0.12207998294624511,0.26564777802370904
2013-07-26T15:00:00Z,2013-07-26T08:48:53Z,1.4032150413398607,0.2929709401818855,0.49112047606732706,0.34003110875051307,2.118889857256162,0.0787303867512509,0.36093780849051604,0.060995602429252574,0.20371033807182426,0.25965194256513785
2013-07-26T15:29:59Z,2013-07-26T09:18:52Z,9.175943949602486,0.7706327697300289,3.443203667426488,1.167336998790939,10.730728736377232,0.1614739858342674,0.48229837842521256,0.9218834834759716,0.31962111601150084,0.7832915848151777
2013-07-26T16:00:00Z,2013-07-26T09:48:53Z,15.753713096438918,2.882575183006,6.716453081947883,3.473517646693821,16.291679136777674,0.3721708404631354,0.6323724672147142,3.5217179134446552,0.5750104452007745,3.171644728581042
2013-07-26T16:30:00Z,2013-07-26T10:18:53Z,18.89112563088608,6.2434734798609055,8.68155002224252,6.112541025642572,18.064968253327525,0.7607492118445591,0.9639320273707261,6.5542738756590975,1.0010962339867575,6.099318283783767
2013-07-26T16:59:59Z,2013-07-26T10:48:52Z,18.549146525624717,7.659382239485796,8.585142833884342,7.071571513759592,17.579271416627524,1.1249771422120216,1.2446495651534524,7.972167228530655,1.5200533074044211,7.914071739651577
2013-07-26T17:30:00Z,2013-07-26T11:18:53Z,18.566120905212358,8.29381032670145,8.73535763718488,7.391563571856368,17.5651509364263,1.3891451338281504,1.2110893914577856,9.049723496401823,1.6612535320295745,9.012886679893937
2013-07-26T18:00:00Z,2013-07-26T11:48:53Z,16.587806756300992,7.404729906373188,7.813856786937051,6.676012399353021,16.06714186016315,1.4843434499260073,1.0633381248140417,8.915892883350779,1.5952880820192639,8.99760097194703
2013-07-26T18:29:59Z,2013-07-26T12:18:52Z,15.73886208065909,6.401011810010101,7.0892817564963,6.053520754360286,15.408179314586546,1.4232478835443154,0.9482746432630833,8.507217754765257,1.3962960184808682,8.576705458488178
