TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,netrad,ws,precip,ext_rad
2015-03-04T19:30:00Z,2015-03-04T12:50:29Z,30.33,36.89,2.7282669805353326,-52.55,0.091,0,1231.8700950413913
2015-03-04T19:40:00Z,2015-03-04T13:00:29Z,29.09,37.12,2.531316335038654,158.8,0.871,0.5,1221.0931905019688
2015-03-04T19:50:00Z,2015-03-04T13:10:29Z,28.74,37.41,2.4691608385725106,608,1.046,0,1207.891746137447
2015-03-04T20:00:00Z,2015-03-04T13:20:29Z,28.41,37.81,2.406891826420628,602.3,1.318,0,1192.2908989575103
2015-03-04T20:10:00Z,2015-03-04T13:30:29Z,28.73,37.57,2.461423238347213,582.4,0.997,0,1174.3203547530034
2015-03-04T20:20:00Z,2015-03-04T13:40:29Z,28.84,37.25,2.4898420206384597,553.6,1.156,0,1154.0143315333773
2015-03-04T20:30:00Z,2015-03-04T13:50:29Z,29.16,37.41,2.5298452796509356,541.4,1.035,0,1131.4114943723177
2015-03-04T20:40:00Z,2015-03-04T14:00:29Z,28.82,37.44,2.479432140278441,523.6,1.061,0,1106.5548817854037
2015-03-04T20:50:00Z,2015-03-04T14:10:29Z,28.61,40.46,2.3312170429975,500.1,1.058,0,1079.4918237803226
2015-03-04T21:00:00Z,2015-03-04T14:20:29Z,28.17,39.98,2.2907439582370444,469.6,1.147,0,1050.273851735325
2015-03-04T21:10:00Z,2015-03-04T14:30:29Z,28.24,41.82,2.22957240815399,450.7,1.28,0,1018.956600277855
2015-03-04T21:20:00Z,2015-03-04T14:40:29Z,28.2,40.91,2.2591864753358526,436.2,0.771,0,985.5997013497937
2015-03-04T21:30:00Z,2015-03-04T14:50:29Z,27.81,42.6,2.145303340833367,413.4,1.135,0,950.2666706615473
2015-03-04T21:40:00Z,2015-03-04T15:00:29Z,28.01,44.53,2.0974695617841452,382.4,0.939,0,913.0247867506434
2015-03-04T21:50:00Z,2015-03-04T15:10:29Z,27.49,46.17,1.9746412264957636,343.1,1.031,0,873.9449628754508
2015-03-04T22:00:00Z,2015-03-04T15:20:29Z,27.28,47.66,1.8965431110173117,318.2,0.954,0,833.1016119878785
2015-03-04T22:10:00Z,2015-03-04T15:30:29Z,27.09,51.34,1.7436811069194462,287,1.09,0,790.5725050422508
2015-03-04T22:20:00Z,2015-03-04T15:40:29Z,26.7,52.13,1.676540599042249,253.6,0.895,0,746.4386229097651
2015-03-04T22:30:00Z,2015-03-04T15:50:29Z,26.26,55.81,1.5080651217713645,223.3,0.934,0,700.7840021811494
2015-03-04T22:40:00Z,2015-03-04T16:00:29Z,25.84,58.57,1.3792180577342026,194.8,0.825,0,653.695575150485
2015-03-04T22:50:00Z,2015-03-04T16:10:29Z,25.87,60.79,1.307632928319944,162.3,0.613,0,605.2630042853466
2015-03-04T23:00:00Z,2015-03-04T16:20:29Z,25.19,63.78,1.160160487889381,134.7,0.895,0,555.578511498198
2015-03-04T23:10:00Z,2015-03-04T16:30:29Z,24.79,63.96,1.1272141244400287,107.7,0.888,0,504.7367025442868
2015-03-04T23:20:00Z,2015-03-04T16:40:29Z,24.36,68.59,0.9574810917432093,22.16,0.35,0,452.8343868801124
2015-03-04T23:30:00Z,2015-03-04T16:50:29Z,23.54,71.38,0.8305184012669293,-5.942,0.42,0,399.97039332614077
2015-03-04T23:40:00Z,2015-03-04T17:00:29Z,23.09,73.73,0.7419046531438229,-14.18,0.205,0,346.2453818837031
2015-03-04T23:50:00Z,2015-03-04T17:10:29Z,22.74,76.18,0.6586130230618601,-21.93,0.027,0,291.7616520654671
2015-03-05T00:00:00Z,2015-03-04T17:20:29Z,22.22,80.8,0.5143706613925312,-30,0.081,0,236.6229481040002
2015-03-05T00:10:00Z,2015-03-04T17:30:29Z,21.2,85.6,0.36247449436466456,-37.13,0,0,180.93426140908161
2015-03-05T00:20:00Z,2015-03-04T17:40:29Z,20.1,89.7,0.24228664732471167,-41.13,0,0,124.8016306502661
2015-03-05T00:30:00Z,2015-03-04T17:50:29Z,19.37,93.4,0.14837850753141477,-44.83,0,0,68.33193984533855
2015-03-05T00:40:00Z,2015-03-04T18:00:29Z,18.77,95.1,0.10611481492613963,-42.59,0,0,11.632714838950308
2015-03-05T00:50:00Z,2015-03-04T18:10:29Z,18.33,95.7,0.09059106545246619,-44.6,0,0,0
2015-03-05T01:00:00Z,2015-03-04T18:20:29Z,17.84,96.9,0.06332972183057074,-47.47,0,0,0
2015-03-05T01:10:00Z,2015-03-04T18:30:29Z,17.47,97,0.05987376537925175,-43.66,0,0,0
2015-03-05T01:20:00Z,2015-03-04T18:40:29Z,17.24,97.7,0.04524086780406644,-45.17,0,0,0
2015-03-05T01:30:00Z,2015-03-04T18:50:29Z,16.96,98.9,0.021256703455225914,-43.38,0,0,0
2015-03-05T01:40:00Z,2015-03-04T19:00:29Z,16.81,98.4,0.030626072418126586,-43.68,0,0,0
2015-03-05T01:50:00Z,2015-03-04T19:10:29Z,16.52,99,0.018791832054180845,-44.69,0,0,0
2015-03-05T02:00:00Z,2015-03-04T19:20:29Z,16.23,97.9,0.03874073986058093,-45,0,0,0
2015-03-05T02:10:00Z,2015-03-04T19:30:29Z,15.66,98.2,0.03201865477763491,-45.25,0,0,0
2015-03-05T02:20:00Z,2015-03-04T19:40:29Z,15.13,98.1,0.032667212970762846,-47.06,0,0,0
2015-03-05T02:30:00Z,2015-03-04T19:50:29Z,14.59,98,0.0332103713722303,-47.56,0.011,0,0
2015-03-05T02:40:00Z,2015-03-04T20:00:29Z,14.07,97.8,0.035322391482677226,-49.88,0,0,0
2015-03-05T02:50:00Z,2015-03-04T20:10:29Z,13.61,98.4,0.024932571941346852,-49.09,0,0,0
2015-03-05T03:00:00Z,2015-03-04T20:20:29Z,13.24,98.3,0.025859536626830614,-48.84,0.011,0,0
2015-03-05T03:10:00Z,2015-03-04T20:30:29Z,12.83,98.5,0.022213609606107722,-49.28,0,0,0
2015-03-05T03:20:00Z,2015-03-04T20:40:29Z,12.4,99,0.014397094533989328,-48.93,0,0,0
2015-03-05T03:30:00Z,2015-03-04T20:50:29Z,12.08,98.8,0.01691648595437007,-49.72,0,0,0
2015-03-05T03:40:00Z,2015-03-04T21:00:29Z,11.76,99,0.0138025539889278,-47.56,0,0,0
2015-03-05T03:50:00Z,2015-03-04T21:10:29Z,11.52,97.8,0.029887498597675873,-46.56,0,0,0
2015-03-05T04:00:00Z,2015-03-04T21:20:29Z,11.24,97.6,0.03200515815860458,-47.26,0,0,0
2015-03-05T04:10:00Z,2015-03-04T21:30:29Z,11,96.5,0.045936227712608295,-46.7,0,0,0
2015-03-05T04:20:00Z,2015-03-04T21:40:29Z,10.92,97.1,0.03785952461950752,-45.72,0.014,0,0
2015-03-05T04:30:00Z,2015-03-04T21:50:29Z,10.8,97.9,0.027197467864839366,-46.12,0,0,0
2015-03-05T04:40:00Z,2015-03-04T22:00:29Z,10.65,98.4,0.020515847560291085,-45.27,0,0,0
2015-03-05T04:50:00Z,2015-03-04T22:10:29Z,10.53,98.5,0.01908030005581329,-43.33,0,0,0
2015-03-05T05:00:00Z,2015-03-04T22:20:29Z,10.57,97.1,0.0369871463841057,-42.8,0,0,0
2015-03-05T05:10:00Z,2015-03-04T22:30:29Z,10.43,98.7,0.016426250373088647,-43.86,0,0,0
2015-03-05T05:20:00Z,2015-03-04T22:40:29Z,10.27,98.7,0.01625157284381469,-43.01,0,0,0
2015-03-05T05:30:00Z,2015-03-04T22:50:29Z,10.15,99,0.012401260394064403,-40.89,0,0,0
2015-03-05T05:40:00Z,2015-03-04T23:00:29Z,10.13,99.2,0.00990773650890713,-41.95,0,0,0
2015-03-05T05:50:00Z,2015-03-04T23:10:29Z,10.23,100,0,1.749,0,0,0
2015-03-05T06:00:00Z,2015-03-04T23:20:29Z,10.89,99.7,0.003908694542621097,3.557,0,0,0
2015-03-05T06:10:00Z,2015-03-04T23:30:29Z,11.34,96.8,0.0429574713507226,-22.07,0,0,0
2015-03-05T06:20:00Z,2015-03-04T23:40:29Z,11.25,97.1,0.03869856291429812,-38.98,0,0,0
2015-03-05T06:30:00Z,2015-03-04T23:50:43Z,10.83,99,0.01297706521900163,-42.24,0,0,0
2015-03-05T06:40:00Z,2015-03-05T00:00:43Z,10.52,99.7,0.0038135146185783943,-42.12,0,0,0
2015-03-05T06:50:00Z,2015-03-05T00:10:43Z,10.42,100,0,-28.4,0,0,0
2015-03-05T07:00:00Z,2015-03-05T00:20:43Z,10.63,100,0,-21.83,0,0,0
2015-03-05T07:10:00Z,2015-03-05T00:30:43Z,10.87,100,0,-30.86,0,0,0
2015-03-05T07:20:00Z,2015-03-05T00:40:43Z,10.84,100,0,-40.13,0,0,0
2015-03-05T07:30:00Z,2015-03-05T00:50:43Z,10.64,100,0,-41.19,0,0,0
2015-03-05T07:40:00Z,2015-03-05T01:00:43Z,10.45,100,0,-41.77,0,0,0
2015-03-05T07:50:00Z,2015-03-05T01:10:43Z,10.34,100,0,-44.38,0,0,0
2015-03-05T08:00:00Z,2015-03-05T01:20:43Z,10.16,100,0,-43.96,0,0,0
2015-03-05T08:10:00Z,2015-03-05T01:30:43Z,9.98,100,0,-44.34,0,0,0
2015-03-05T08:20:00Z,2015-03-05T01:40:43Z,9.83,100,0,-46.15,0,0,0
2015-03-05T08:30:00Z,2015-03-05T01:50:43Z,9.7,100,0,-43.09,0,0,0
2015-03-05T08:40:00Z,2015-03-05T02:00:43Z,9.65,100,0,-43.4,0,0,0
2015-03-05T08:50:00Z,2015-03-05T02:10:43Z,9.47,100,0,-44.58,0,0,0
2015-03-05T09:00:00Z,2015-03-05T02:20:43Z,9.49,100,0,-42.3,0,0,0
2015-03-05T09:10:00Z,2015-03-05T02:30:43Z,9.64,100,0,-39.87,0.025,0,0
2015-03-05T09:20:00Z,2015-03-05T02:40:43Z,9.66,100,0,-40.87,0,0,0
2015-03-05T09:30:00Z,2015-03-05T02:50:43Z,9.55,100,0,-42.49,0,0,0
2015-03-05T09:40:00Z,2015-03-05T03:00:43Z,9.55,100,0,-42.63,0,0,0
2015-03-05T09:50:00Z,2015-03-05T03:10:43Z,9.45,100,0,-43.16,0.011,0,0
2015-03-05T10:00:00Z,2015-03-05T03:20:43Z,9.35,100,0,-41.18,0,0,0
2015-03-05T10:10:00Z,2015-03-05T03:30:43Z,9.3,100,0,-40.23,0.043,0,0
2015-03-05T10:20:00Z,2015-03-05T03:40:43Z,9.29,100,0,-39.75,0.049,0,0
2015-03-05T10:30:00Z,2015-03-05T03:50:43Z,9.24,100,0,-40.07,0.044,0,0
2015-03-05T10:40:00Z,2015-03-05T04:00:43Z,9.28,100,0,-40.75,0.105,0,0
2015-03-05T10:50:00Z,2015-03-05T04:10:43Z,9.21,100,0,-40.8,0,0,0
2015-03-05T11:00:00Z,2015-03-05T04:20:43Z,9.04,100,0,-39.39,0,0,0
2015-03-05T11:10:00Z,2015-03-05T04:30:43Z,8.96,100,0,-40.16,0,0,0
2015-03-05T11:20:00Z,2015-03-05T04:40:43Z,8.85,100,0,-40.72,0,0,0
2015-03-05T11:30:00Z,2015-03-05T04:50:43Z,8.71,100,0,-40.45,0,0,0
2015-03-05T11:40:00Z,2015-03-05T05:00:43Z,8.67,100,0,-39.19,0,0,0
2015-03-05T11:50:00Z,2015-03-05T05:10:43Z,8.64,100,0,-40.77,0,0,0
2015-03-05T12:00:00Z,2015-03-05T05:20:43Z,8.63,100,0,-38.44,0.048,0,0
2015-03-05T12:10:00Z,2015-03-05T05:30:43Z,8.74,100,0,-39.98,0,0,0
2015-03-05T12:20:00Z,2015-03-05T05:40:43Z,8.65,100,0,-39.09,0,0,0
2015-03-05T12:30:00Z,2015-03-05T05:50:43Z,8.64,100,0,-37.53,0,0,0
2015-03-05T12:40:00Z,2015-03-05T06:00:43Z,8.74,100,0,-39.8,0,0,0
2015-03-05T12:50:00Z,2015-03-05T06:10:43Z,8.87,100,0,-33.77,0,0,0
2015-03-05T13:00:00Z,2015-03-05T06:20:43Z,8.98,100,0,-30.32,0,0,2.6944123651715475
2015-03-05T13:10:00Z,2015-03-05T06:30:43Z,9.17,100,0,-25.76,0,0,59.44102906137842
2015-03-05T13:20:00Z,2015-03-05T06:40:43Z,9.4,100,0,-17.68,0.014,0,115.9810110777513
2015-03-05T13:30:00Z,2015-03-05T06:50:43Z,9.68,100,0,-15.39,0,0,172.20669807760083
2015-03-05T13:40:00Z,2015-03-05T07:00:43Z,9.96,100,0,-10.08,0,0,228.01102816860814
2015-03-05T13:50:00Z,2015-03-05T07:10:43Z,10.39,100,0,-4.444,0,0,283.28774176442806
2015-03-05T14:00:00Z,2015-03-05T07:20:43Z,11.09,100,0,4.724,0,0,337.9315839183402
2015-03-05T14:10:00Z,2015-03-05T07:30:43Z,11.92,100,0,24.52,0,0,391.8385047445829
2015-03-05T14:20:00Z,2015-03-05T07:40:43Z,12.78,100,0,10.77,0,0,444.90585754442395
2015-03-05T14:30:00Z,2015-03-05T07:50:43Z,13.68,98.1,0.02974260714010423,99.1,0,0,497.0325942610195
2015-03-05T14:40:00Z,2015-03-05T08:00:43Z,15.28,92.3,0.13367071749345552,235.9,0,0,548.119457889962
2015-03-05T14:50:00Z,2015-03-05T08:10:43Z,16.94,90.4,0.18527798660293693,255.8,0.037,0,598.0691714794899
2015-03-05T15:00:00Z,2015-03-05T08:20:43Z,19.02,85.4,0.3211527717917347,277,0.138,0,646.7866233606238
2015-03-05T15:10:00Z,2015-03-05T08:30:43Z,20.61,66.07,0.8236614833284024,288.8,0.376,0,694.1790482541794
2015-03-05T15:20:00Z,2015-03-05T08:40:43Z,21.64,68.11,0.8246479188635151,262.9,0.475,0,740.1562039099025
2015-03-05T15:30:00Z,2015-03-05T08:50:43Z,22.58,59.48,1.1095433392804208,326.6,0.295,0,784.6305429417704
2015-03-05T15:40:00Z,2015-03-05T09:00:43Z,22.97,61.03,1.0926148852078685,401.3,0.645,0,827.5173795315229
2015-03-05T15:50:00Z,2015-03-05T09:10:43Z,23.29,54.33,1.3054636272269435,422.9,0.684,0,868.7350506837323
2015-03-05T16:00:00Z,2015-03-05T09:20:43Z,23.42,54.74,1.3039283586483743,449.7,0.876,0,908.2050717247478
