TIMESTAMP,solar_TIMESTAMP,AUS_BRI_BRI_Ncu_Jt_1,AUS_BRI_BRI_Ncu_Jt_2,AUS_BRI_BRI_Ncu_Jt_3,AUS_BRI_BRI_Ncu_Jt_4,AUS_BRI_BRI_Ncu_Jt_5
2009-09-09T14:00:00Z,2009-09-09T23:47:36Z,1.2913079648473118,1.3833765054885003,1.183215709523773,1.633305618932883,0.377153961366158
2009-09-09T14:29:59Z,2009-09-10T00:17:57Z,1.3886103452855612,1.755205285227567,1.2087901736344544,1.8399618537773657,0.41303835557111424
2009-09-09T15:00:00Z,2009-09-10T00:47:58Z,1.3437898281450973,1.951077689662011,1.0246863733434013,1.7797956648566344,0.37843515417909873
2009-09-09T15:30:00Z,2009-09-10T01:17:58Z,1.46527808612242,1.8245612862489395,1.1933034293643894,1.7797956648566344,0.2998925794903634
2009-09-09T15:59:59Z,2009-09-10T01:47:57Z,1.4523789514349206,1.9232504539033228,1.1815321665393475,1.9817107113508419,0.5087916062250729
2009-09-09T16:30:00Z,2009-09-10T02:17:58Z,1.3861126289018373,1.898084978960115,1.2098404177212196,1.6411535114128148,0.45276770264521954
2009-09-09T17:00:00Z,2009-09-10T02:47:58Z,1.2646243709245146,2.085081122953203,1.2120405031382493,1.8268830197362225,0.40992629826954735
2009-09-09T17:29:59Z,2009-09-10T03:17:57Z,1.4523789514349206,1.4560518446981885,1.2682846196528605,1.8541854188281852,0.35518358750263473
2009-09-09T18:00:00Z,2009-09-10T03:47:58Z,1.4919616800452065,1.6821057692671342,1.1233793730302435,0.9402541557491334,0.2638249613935116
2009-09-09T18:30:00Z,2009-09-10T04:17:58Z,1.5867663440997317,1.5580603505408783,1.1285611267833686,1.721101695844945,0.452950926537115
2009-09-09T18:59:59Z,2009-09-10T04:47:57Z,1.4459293840911653,2.039267965689692,1.1597886256726666,1.601424295802218,0.3734922323889033
2009-09-09T19:30:00Z,2009-09-10T05:17:58Z,1.2710739382682696,1.0356314465690915,1.1133696375388074,1.6486739149933787,0.3918008772751731
2009-09-09T20:00:00Z,2009-09-10T05:47:58Z,1.3704734220678942,0.8704814393309006,1.0718153408188082,1.4258321419780942,0.42548795920771215
2009-09-09T20:29:59Z,2009-09-10T06:17:57Z,1.3112996356636344,1.385189912802506,0.9265328183323338,1.561695080191623,0.3553668113945302
2009-09-09T21:00:00Z,2009-09-10T06:47:58Z,1.305092424082599,1.5287271839078753,0.9919924412986896,1.5857285108423567,0.2958644027293189
2009-09-09T21:30:00Z,2009-09-10T07:17:58Z,1.3244411261138536,1.4301547165645343,1.0560521122971007,1.2904589569755058,0.2819503823878859
2009-09-09T21:59:59Z,2009-09-10T07:47:57Z,1.3042070995348112,1.4763920505787849,1.0802578395284,1.245661064115268,0.49927083599814753
2009-09-09T22:30:00Z,2009-09-10T08:17:58Z,1.1965033007927863,1.6906745532688026,1.0958926981957697,1.4637616487802774,0.3863082838092923
