TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,ppfd_in,netrad,ws,precip,swc_shallow,sw_in,ext_rad
2003-05-05T00:00:00Z,2003-05-04T23:43:50Z,5.33,90.5,0.09,0.655,-59.23,3.75,NA,0.436575736736296,0.309815,0
2003-05-05T00:15:00Z,2003-05-04T23:58:50Z,4.86,89.9,0.09,0.655,-85.9,4.625,NA,0.438347286397681,0.309815,0
2003-05-05T00:30:00Z,2003-05-05T00:13:54Z,4.39,91.6,0.07,0,-80.2,4.5,NA,0.439682521033143,0,0
2003-05-05T00:45:00Z,2003-05-05T00:28:54Z,4.6,86.1,0.12,0.655,-105.8,4.25,NA,0.440275859437465,0.309815,0
2003-05-05T01:00:00Z,2003-05-05T00:43:54Z,4.32,85.5,0.12,0.655,-84.9,3.125,NA,0.441391546112666,0.309815,0
2003-05-05T01:15:00Z,2003-05-05T00:58:54Z,4.19,86.5,0.11,0.655,-76.6,3.625,NA,0.441167796497849,0.309815,0
2003-05-05T01:30:00Z,2003-05-05T01:13:54Z,4.12,87.6,0.1,0.655,-86.5,4.125,NA,0.441262961251919,0.309815,0
2003-05-05T01:45:00Z,2003-05-05T01:28:54Z,3.72,88.8,0.09,0,-82.3,4.375,NA,0.442116786345191,0,0
2003-05-05T02:00:00Z,2003-05-05T01:43:54Z,3.58,90,0.08,0,-81.3,4.875,NA,0.441092289455317,0,0
2003-05-05T02:15:00Z,2003-05-05T01:58:54Z,3.24,90.2,0.08,0.655,-65.05,2.375,NA,0.441525291705554,0.309815,0
2003-05-05T02:30:00Z,2003-05-05T02:13:54Z,3.51,90.5,0.07,0.655,-60.74,3.25,NA,0.440654387126891,0.309815,0
2003-05-05T02:45:00Z,2003-05-05T02:28:54Z,4.12,88.8,0.09,0.655,-47.04,3.75,NA,0.440009465267861,0.309815,0
2003-05-05T03:00:00Z,2003-05-05T02:43:54Z,4.05,89.9,0.08,0.655,-44.69,3.25,NA,0.438747859347343,0.309815,0
2003-05-05T03:15:00Z,2003-05-05T02:58:54Z,4.26,91.1,0.07,0.655,-23.64,4.375,NA,0.43717370690489,0.309815,0
2003-05-05T03:30:00Z,2003-05-05T03:13:54Z,4.32,91.3,0.07,0.655,-50.86,3.5,NA,0.436070302524601,0.309815,0
2003-05-05T03:45:00Z,2003-05-05T03:28:54Z,3.92,90.5,0.08,0.655,-66.04,4.25,NA,0.435959915435753,0.309815,0
2003-05-05T04:00:00Z,2003-05-05T03:43:54Z,3.78,90.5,0.08,0.655,-61.42,2.875,NA,0.43575945878724,0.309815,0
2003-05-05T04:15:00Z,2003-05-05T03:58:54Z,3.85,89.3,0.09,0.655,-51.65,2.25,NA,0.435601539498984,0.309815,0
2003-05-05T04:30:00Z,2003-05-05T04:13:54Z,3.78,88.8,0.09,0.655,-71.7,3.5,NA,0.435358613615319,0.309815,12.961149745973339
2003-05-05T04:45:00Z,2003-05-05T04:28:54Z,3.44,88.7,0.09,0.655,-56.87,2.375,NA,0.434569669389793,0.309815,54.70601735885354
2003-05-05T05:00:00Z,2003-05-05T04:43:54Z,3.38,88.4,0.09,1.965,-59.87,3.25,NA,0.434668574814159,0.929445,97.56779490882353
2003-05-05T05:15:00Z,2003-05-05T04:58:54Z,3.85,88.9,0.09,3.93,-42.48,5.75,NA,0.433516424604209,1.85889,141.36291877215785
2003-05-05T05:30:00Z,2003-05-05T05:13:54Z,4.12,87,0.11,11.79,-64.23,4.125,NA,0.432108018243773,5.576669999999999,185.90382816106776
2003-05-05T05:45:00Z,2003-05-05T05:28:54Z,4.12,87.1,0.11,19,-58.05,4,NA,0.430925552151043,8.987,230.99976838876512
2003-05-05T06:00:00Z,2003-05-05T05:43:54Z,4.12,87.4,0.1,30.13,-52.81,4,NA,0.430163905861359,14.251489999999999,276.457607812449
2003-05-05T06:15:00Z,2003-05-05T05:58:54Z,3.99,88.8,0.09,49.13,-51.03,5,NA,0.429934911764147,23.23849,322.08266495557547
2003-05-05T06:30:00Z,2003-05-05T06:13:54Z,4.26,88.5,0.1,66.16,-56.47,4.375,NA,0.429463746249899,31.29368,367.67954226702324
2003-05-05T06:45:00Z,2003-05-05T06:28:54Z,4.39,88.2,0.1,100.9,-33.34,4.625,NA,0.428758164666089,47.7257,413.0529629465317
2003-05-05T07:00:00Z,2003-05-05T06:43:54Z,4.6,88.4,0.1,121.2,-52.42,6.25,NA,0.427384415805698,57.3276,458.0086072524452
2003-05-05T07:15:00Z,2003-05-05T06:58:54Z,4.66,89.3,0.09,354.4,20.09,6.875,NA,0.426117338188768,167.63119999999998,502.3539447102139
2003-05-05T07:30:00Z,2003-05-05T07:13:54Z,5,88.6,0.1,179.5,-14.15,5.625,NA,0.42417957282786,84.9035,545.899058657501
2003-05-05T07:45:00Z,2003-05-05T07:28:54Z,5.27,87.6,0.11,272.5,32.4,6.125,NA,0.422978507403995,128.89249999999998,588.4574595947181
2003-05-05T08:00:00Z,2003-05-05T07:43:54Z,5.41,87.6,0.11,264.6,24.41,6.125,NA,0.421230752102864,125.1558,629.8468838575922
2003-05-05T08:15:00Z,2003-05-05T07:58:54Z,5.41,89.8,0.09,328.2,61.39,5.5,NA,0.42096433822817,155.2386,669.8900741914031
2003-05-05T08:30:00Z,2003-05-05T08:13:54Z,5.54,90.4,0.09,214.2,29.42,4.75,NA,0.420480857582427,101.3166,708.4155388839284
2003-05-05T08:45:00Z,2003-05-05T08:28:54Z,5.54,90.8,0.08,283.6,43.72,5.5,NA,0.420328208578767,134.1428,745.2582862059205
2003-05-05T09:00:00Z,2003-05-05T08:43:54Z,5.88,90.2,0.09,365.5,57.14,6.875,NA,0.418941033959386,172.8815,780.2605310139203
2003-05-05T09:15:00Z,2003-05-05T08:58:54Z,6.29,89,0.11,302.6,29.99,7.25,NA,0.418288037748031,143.12980000000002,813.2723704891046
2003-05-05T09:30:00Z,2003-05-05T09:13:54Z,6.28,88.4,0.11,362.8,50.04,4.75,NA,0.417883599652525,171.6044,844.1524261183621
2003-05-05T09:45:00Z,2003-05-05T09:28:54Z,6.95,86.2,0.14,373.3,42.03,5.75,NA,0.415826261724749,176.5709,872.7684491681484
2003-05-05T10:00:00Z,2003-05-05T09:43:54Z,6.88,86.6,0.13,474.1,87.6,5.125,NA,0.416366885988635,224.2493,898.9978870581135
2003-05-05T10:15:00Z,2003-05-05T09:58:54Z,7.49,85.2,0.15,510.1,109.7,3.75,NA,0.414641915563433,241.2773,922.7284082089743
2003-05-05T10:30:00Z,2003-05-05T10:13:54Z,7.62,82.9,0.18,474.7,66.68,6.375,NA,0.413603093556188,224.5331,943.8583831168477
2003-05-05T10:45:00Z,2003-05-05T10:28:54Z,7.89,80.5,0.21,1493,200.5,6.125,NA,0.412492055829124,706.189,962.2973195938907
2003-05-05T11:00:00Z,2003-05-05T10:43:54Z,8.64,77,0.26,596.5,142.7,6.375,NA,0.411096906646158,282.1445,977.9662503111628
2003-05-05T11:15:00Z,2003-05-05T10:58:54Z,8.63,77.4,0.25,530.3,132.4,5.5,NA,0.410754150854552,250.83189999999996,990.7980709841505
2003-05-05T11:30:00Z,2003-05-05T11:13:54Z,8.77,76.6,0.27,515.2,68.13,6.625,NA,0.4092043377736,243.6896,1000.7378277525764
2003-05-05T11:45:00Z,2003-05-05T11:28:54Z,7.35,86.9,0.13,1527,429.9,5.75,NA,0.412184186004524,722.271,1007.7429525237994
2003-05-05T12:00:00Z,2003-05-05T11:43:54Z,7.28,85,0.15,553.7,114.5,4.75,NA,0.413047459141763,261.9001,1011.7834452719641
2003-05-05T12:15:00Z,2003-05-05T11:58:54Z,8.56,82.7,0.19,1116,236.5,7.63,NA,0.410283190426548,527.8679999999999,1012.8420025121842
2003-05-05T12:30:00Z,2003-05-05T12:13:54Z,8.16,82.7,0.19,516.4,92,5.125,NA,0.410342832370429,244.25719999999998,1010.9140913996075
2003-05-05T12:45:00Z,2003-05-05T12:28:54Z,7.88,90.1,0.11,1563,482.9,5.875,NA,0.413759668933857,739.299,1006.0079691360539
2003-05-05T13:00:00Z,2003-05-05T12:43:54Z,8.29,82.2,0.2,1221,247.7,6.5,NA,0.412033811324788,577.533,998.1446476011569
2003-05-05T13:15:00Z,2003-05-05T12:58:54Z,7.14,87,0.13,530.8,98.4,7.88,NA,0.415676658496444,251.06839999999997,987.3578033595185
2003-05-05T13:30:00Z,2003-05-05T13:13:54Z,7.68,84.5,0.16,572.7,115.9,6.25,NA,0.417146475625509,270.88710000000003,973.6936334293291
2003-05-05T13:45:00Z,2003-05-05T13:28:54Z,8.28,86.6,0.15,1523,467.9,6.875,NA,0.417776926676265,720.379,957.2106574301947
2003-05-05T14:00:00Z,2003-05-05T13:43:54Z,8.01,87.7,0.13,682.6,217.8,5.375,NA,0.418046122879827,322.8698,937.979466957524
2003-05-05T14:15:00Z,2003-05-05T13:58:54Z,8.96,84.1,0.18,1253,318.7,8.25,NA,0.417504542819963,592.669,916.0824232568972
2003-05-05T14:30:00Z,2003-05-05T14:13:54Z,9.5,78.1,0.26,1001,487.1,7,NA,0.415488519613892,473.47299999999996,891.6133044931627
2003-05-05T14:45:00Z,2003-05-05T14:28:54Z,9.91,72.9,0.33,1581,604.2,8.38,NA,0.413104417506506,747.813,864.6769041249592
2003-05-05T15:00:00Z,2003-05-05T14:43:54Z,7.33,85.9,0.15,707,162,2.5,NA,0.418621934900332,334.411,835.3885821047478
2003-05-05T15:15:00Z,2003-05-05T14:58:54Z,7.53,84.6,0.16,232.3,0,5.875,NA,0.420521936034426,109.8779,803.8737708263667
2003-05-05T15:30:00Z,2003-05-05T15:13:54Z,7.13,87.6,0.13,547.1,105.2,5.75,NA,0.425873137971772,258.7783,770.2674379361054
2003-05-05T15:45:00Z,2003-05-05T15:28:54Z,7.81,88.2,0.13,667.6,148.1,4.625,NA,0.42628027891493,315.77479999999997,734.7135083078186
2003-05-05T16:00:00Z,2003-05-05T15:43:54Z,7.81,86.6,0.14,439.8,71.6,5.75,NA,0.427030542800458,208.0254,697.3642476576982
2003-05-05T16:15:00Z,2003-05-05T15:58:54Z,7.74,84.7,0.16,363.9,75.3,5.25,NA,0.428426029909622,172.1247,658.3796104384138
2003-05-05T16:30:00Z,2003-05-05T16:13:54Z,7.14,87.9,0.12,376.3,60.75,6.125,NA,0.43104968833647,177.9899,617.9265548054392
2003-05-05T16:45:00Z,2003-05-05T16:28:54Z,7.14,86.8,0.13,519.7,104.2,5,NA,0.432682973426712,245.81810000000002,576.1783275893575
2003-05-05T17:00:00Z,2003-05-05T16:43:54Z,7.14,89.3,0.11,440.5,90.1,5,NA,0.433781238210181,208.35649999999998,533.3137223363176
2003-05-05T17:15:00Z,2003-05-05T16:58:54Z,6.74,89.3,0.11,268.4,40.24,4.375,NA,0.435471707645517,126.95319999999998,489.5163135943561
2003-05-05T17:30:00Z,2003-05-05T17:13:54Z,7.07,91,0.09,301.1,56.92,4.5,NA,0.435601838002125,142.4203,444.9736707247208
2003-05-05T17:45:00Z,2003-05-05T17:28:54Z,6.94,90,0.1,521,122.7,3.25,NA,0.437605143494198,246.433,399.87655460530624
2003-05-05T18:00:00Z,2003-05-05T17:43:54Z,7.28,90.8,0.09,423.5,56.38,5.25,NA,0.437916915821306,200.3155,354.41810066643296
2003-05-05T18:15:00Z,2003-05-05T17:58:54Z,7.01,87.3,0.13,271,5.312,5.875,NA,0.438558096661404,128.183,308.792991757712
2003-05-05T18:30:00Z,2003-05-05T18:13:54Z,7.07,88.7,0.11,366.6,57.93,5.75,NA,0.439828218843634,173.4018,263.1966243883328
2003-05-05T18:45:00Z,2003-05-05T18:28:54Z,6.87,90.7,0.09,154.5,-25.43,4.625,NA,0.440746080262732,73.07849999999999,217.8242719115825
2003-05-05T19:00:00Z,2003-05-05T18:43:54Z,6.4,90.3,0.09,85.1,-45.41,4.125,NA,0.442550382287363,40.2523,172.87024823720694
2003-05-05T19:15:00Z,2003-05-05T18:58:54Z,6.6,92,0.08,125.1,8.65,2.875,NA,0.443715359155192,59.17229999999999,128.5270756533189
2003-05-05T19:30:00Z,2003-05-05T19:13:54Z,6.74,91.8,0.08,144.7,-4.889,6.375,NA,0.443810135575935,68.44309999999999,84.98466032165881
