TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,ppfd_in,netrad,ws,precip,sw_in,ext_rad
2011-03-20T04:00:00Z,2011-03-19T22:54:03Z,,,,,,,,CALCULATED,CALCULATED
2011-03-20T04:30:00Z,2011-03-19T23:24:03Z,,,,,,,,CALCULATED,CALCULATED
2011-03-20T05:00:00Z,2011-03-19T23:54:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-20T05:30:00Z,2011-03-20T00:24:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-20T06:00:00Z,2011-03-20T00:54:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-20T06:30:00Z,2011-03-20T01:24:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-20T07:00:00Z,2011-03-20T01:54:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-20T07:30:00Z,2011-03-20T02:24:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-20T08:00:00Z,2011-03-20T02:54:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-20T08:30:00Z,2011-03-20T03:24:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-20T09:00:00Z,2011-03-20T03:54:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-20T09:30:00Z,2011-03-20T04:24:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-20T10:00:00Z,2011-03-20T04:54:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-20T10:30:00Z,2011-03-20T05:24:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-20T11:00:00Z,2011-03-20T05:54:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-20T11:30:00Z,2011-03-20T06:24:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-20T12:00:00Z,2011-03-20T06:54:21Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-20T12:30:00Z,2011-03-20T07:24:21Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-20T13:00:00Z,2011-03-20T07:54:21Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-20T13:30:00Z,2011-03-20T08:24:21Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-20T14:00:00Z,2011-03-20T08:54:21Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-20T14:30:00Z,2011-03-20T09:24:21Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-20T15:00:00Z,2011-03-20T09:54:21Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-20T15:30:00Z,2011-03-20T10:24:21Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-20T16:00:00Z,2011-03-20T10:54:21Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-20T16:30:00Z,2011-03-20T11:24:21Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-20T17:00:00Z,2011-03-20T11:54:21Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-20T17:30:00Z,2011-03-20T12:24:21Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-20T18:00:00Z,2011-03-20T12:54:21Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-20T18:30:00Z,2011-03-20T13:24:21Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-20T19:00:00Z,2011-03-20T13:54:21Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-20T19:30:00Z,2011-03-20T14:24:21Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-20T20:00:00Z,2011-03-20T14:54:21Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-20T20:30:00Z,2011-03-20T15:24:21Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-20T21:00:00Z,2011-03-20T15:54:21Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-20T21:30:00Z,2011-03-20T16:24:21Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-20T22:00:00Z,2011-03-20T16:54:21Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-20T22:30:00Z,2011-03-20T17:24:21Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-20T23:00:00Z,2011-03-20T17:54:21Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-20T23:30:00Z,2011-03-20T18:24:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T00:00:00Z,2011-03-20T18:54:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T00:30:00Z,2011-03-20T19:24:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T01:00:00Z,2011-03-20T19:54:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T01:30:00Z,2011-03-20T20:24:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T02:00:00Z,2011-03-20T20:54:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T02:30:00Z,2011-03-20T21:24:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T03:00:00Z,2011-03-20T21:54:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T03:30:00Z,2011-03-20T22:24:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T04:00:00Z,2011-03-20T22:54:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T04:30:00Z,2011-03-20T23:24:21Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T05:00:00Z,2011-03-20T23:54:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T05:30:00Z,2011-03-21T00:24:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T06:00:00Z,2011-03-21T00:54:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T06:30:00Z,2011-03-21T01:24:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T07:00:00Z,2011-03-21T01:54:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T07:30:00Z,2011-03-21T02:24:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T08:00:00Z,2011-03-21T02:54:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T08:30:00Z,2011-03-21T03:24:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T09:00:00Z,2011-03-21T03:54:39Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-21T09:30:00Z,2011-03-21T04:24:39Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-21T10:00:00Z,2011-03-21T04:54:39Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-21T10:30:00Z,2011-03-21T05:24:39Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-21T11:00:00Z,2011-03-21T05:54:39Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-21T11:30:00Z,2011-03-21T06:24:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-21T12:00:00Z,2011-03-21T06:54:39Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-21T12:30:00Z,2011-03-21T07:24:39Z,,,,OUT_WARN,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-21T13:00:00Z,2011-03-21T07:54:39Z,,,,OUT_WARN,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-21T13:30:00Z,2011-03-21T08:24:39Z,,,,OUT_WARN,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-21T14:00:00Z,2011-03-21T08:54:39Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T14:30:00Z,2011-03-21T09:24:39Z,,,,OUT_WARN,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-21T15:00:00Z,2011-03-21T09:54:39Z,,,,OUT_WARN,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-21T15:30:00Z,2011-03-21T10:24:39Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T16:00:00Z,2011-03-21T10:54:39Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T16:30:00Z,2011-03-21T11:24:39Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T17:00:00Z,2011-03-21T11:54:39Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T17:30:00Z,2011-03-21T12:24:39Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T18:00:00Z,2011-03-21T12:54:39Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T18:30:00Z,2011-03-21T13:24:39Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T19:00:00Z,2011-03-21T13:54:39Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T19:30:00Z,2011-03-21T14:24:39Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T20:00:00Z,2011-03-21T14:54:39Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T20:30:00Z,2011-03-21T15:24:39Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T21:00:00Z,2011-03-21T15:54:39Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T21:30:00Z,2011-03-21T16:24:39Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T22:00:00Z,2011-03-21T16:54:39Z,,,OUT_WARN,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T22:30:00Z,2011-03-21T17:24:39Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T23:00:00Z,2011-03-21T17:54:39Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-21T23:30:00Z,2011-03-21T18:24:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T00:00:00Z,2011-03-21T18:54:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T00:30:00Z,2011-03-21T19:24:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T01:00:00Z,2011-03-21T19:54:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T01:30:00Z,2011-03-21T20:24:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T02:00:00Z,2011-03-21T20:54:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T02:30:00Z,2011-03-21T21:24:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T03:00:00Z,2011-03-21T21:54:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T03:30:00Z,2011-03-21T22:24:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T04:00:00Z,2011-03-21T22:54:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T04:30:00Z,2011-03-21T23:24:39Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T05:00:00Z,2011-03-21T23:54:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T05:30:00Z,2011-03-22T00:24:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T06:00:00Z,2011-03-22T00:54:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T06:30:00Z,2011-03-22T01:24:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T07:00:00Z,2011-03-22T01:54:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T07:30:00Z,2011-03-22T02:24:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T08:00:00Z,2011-03-22T02:54:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T08:30:00Z,2011-03-22T03:24:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T09:00:00Z,2011-03-22T03:54:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T09:30:00Z,2011-03-22T04:24:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T10:00:00Z,2011-03-22T04:54:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T10:30:00Z,2011-03-22T05:24:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T11:00:00Z,2011-03-22T05:54:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T11:30:00Z,2011-03-22T06:24:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T12:00:00Z,2011-03-22T06:54:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T12:30:00Z,2011-03-22T07:24:57Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-22T13:00:00Z,2011-03-22T07:54:57Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-22T13:30:00Z,2011-03-22T08:24:57Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-22T14:00:00Z,2011-03-22T08:54:57Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-22T14:30:00Z,2011-03-22T09:24:57Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-22T15:00:00Z,2011-03-22T09:54:57Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-22T15:30:00Z,2011-03-22T10:24:57Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-22T16:00:00Z,2011-03-22T10:54:57Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-22T16:30:00Z,2011-03-22T11:24:57Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-22T17:00:00Z,2011-03-22T11:54:57Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-22T17:30:00Z,2011-03-22T12:24:57Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-22T18:00:00Z,2011-03-22T12:54:57Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-22T18:30:00Z,2011-03-22T13:24:57Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-22T19:00:00Z,2011-03-22T13:54:57Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-22T19:30:00Z,2011-03-22T14:24:57Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-22T20:00:00Z,2011-03-22T14:54:57Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-22T20:30:00Z,2011-03-22T15:24:57Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-22T21:00:00Z,2011-03-22T15:54:57Z,,,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED
2011-03-22T21:30:00Z,2011-03-22T16:24:57Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-22T22:00:00Z,2011-03-22T16:54:57Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-22T22:30:00Z,2011-03-22T17:24:57Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-22T23:00:00Z,2011-03-22T17:54:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-22T23:30:00Z,2011-03-22T18:24:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T00:00:00Z,2011-03-22T18:54:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T00:30:00Z,2011-03-22T19:24:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T01:00:00Z,2011-03-22T19:54:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T01:30:00Z,2011-03-22T20:24:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T02:00:00Z,2011-03-22T20:54:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T02:30:00Z,2011-03-22T21:24:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T03:00:00Z,2011-03-22T21:54:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T03:30:00Z,2011-03-22T22:24:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T04:00:00Z,2011-03-22T22:54:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T04:30:00Z,2011-03-22T23:24:57Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T05:00:00Z,2011-03-22T23:55:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T05:30:00Z,2011-03-23T00:25:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T06:00:00Z,2011-03-23T00:55:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T06:30:00Z,2011-03-23T01:25:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T07:00:00Z,2011-03-23T01:55:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T07:30:00Z,2011-03-23T02:25:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T08:00:00Z,2011-03-23T02:55:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T08:30:00Z,2011-03-23T03:25:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T09:00:00Z,2011-03-23T03:55:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T09:30:00Z,2011-03-23T04:25:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T10:00:00Z,2011-03-23T04:55:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T10:30:00Z,2011-03-23T05:25:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T11:00:00Z,2011-03-23T05:55:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T11:30:00Z,2011-03-23T06:25:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T12:00:00Z,2011-03-23T06:55:16Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-23T12:30:00Z,2011-03-23T07:25:16Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-23T13:00:00Z,2011-03-23T07:55:16Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-23T13:30:00Z,2011-03-23T08:25:16Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-23T14:00:00Z,2011-03-23T08:55:16Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-23T14:30:00Z,2011-03-23T09:25:16Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-23T15:00:00Z,2011-03-23T09:55:16Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-23T15:30:00Z,2011-03-23T10:25:16Z,,,,OUT_WARN,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-23T16:00:00Z,2011-03-23T10:55:16Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-23T16:30:00Z,2011-03-23T11:25:16Z,,,,OUT_WARN,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-23T17:00:00Z,2011-03-23T11:55:16Z,,,,OUT_WARN,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-23T17:30:00Z,2011-03-23T12:25:16Z,,,,OUT_WARN,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-23T18:00:00Z,2011-03-23T12:55:16Z,,,,OUT_WARN,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-23T18:30:00Z,2011-03-23T13:25:16Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-23T19:00:00Z,2011-03-23T13:55:16Z,,,,OUT_WARN,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-23T19:30:00Z,2011-03-23T14:25:16Z,,,,OUT_WARN,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-23T20:00:00Z,2011-03-23T14:55:16Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-23T20:30:00Z,2011-03-23T15:25:16Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-23T21:00:00Z,2011-03-23T15:55:16Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-23T21:30:00Z,2011-03-23T16:25:16Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-23T22:00:00Z,2011-03-23T16:55:16Z,,,,OUT_WARN,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-23T22:30:00Z,2011-03-23T17:25:16Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-23T23:00:00Z,2011-03-23T17:55:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-23T23:30:00Z,2011-03-23T18:25:16Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-24T00:00:00Z,2011-03-23T18:55:16Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-24T00:30:00Z,2011-03-23T19:25:16Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-24T01:00:00Z,2011-03-23T19:55:16Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-24T01:30:00Z,2011-03-23T20:25:16Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-24T02:00:00Z,2011-03-23T20:55:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-24T02:30:00Z,2011-03-23T21:25:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-24T03:00:00Z,2011-03-23T21:55:16Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-24T03:30:00Z,2011-03-23T22:25:16Z,,,,,,,,CALCULATED,CALCULATED
2011-03-24T04:00:00Z,2011-03-23T22:55:16Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-24T04:30:00Z,2011-03-23T23:25:16Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-24T05:00:00Z,2011-03-23T23:55:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-24T05:30:00Z,2011-03-24T00:25:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-24T06:00:00Z,2011-03-24T00:55:34Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-24T06:30:00Z,2011-03-24T01:25:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-24T07:00:00Z,2011-03-24T01:55:34Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-24T07:30:00Z,2011-03-24T02:25:34Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-24T08:00:00Z,2011-03-24T02:55:34Z,,,,,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-24T08:30:00Z,2011-03-24T03:25:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-24T09:00:00Z,2011-03-24T03:55:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-24T09:30:00Z,2011-03-24T04:25:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-24T10:00:00Z,2011-03-24T04:55:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-24T10:30:00Z,2011-03-24T05:25:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-24T11:00:00Z,2011-03-24T05:55:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-24T11:30:00Z,2011-03-24T06:25:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-24T12:00:00Z,2011-03-24T06:55:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T12:30:00Z,2011-03-24T07:25:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T13:00:00Z,2011-03-24T07:55:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T13:30:00Z,2011-03-24T08:25:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T14:00:00Z,2011-03-24T08:55:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T14:30:00Z,2011-03-24T09:25:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T15:00:00Z,2011-03-24T09:55:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T15:30:00Z,2011-03-24T10:25:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T16:00:00Z,2011-03-24T10:55:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T16:30:00Z,2011-03-24T11:25:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T17:00:00Z,2011-03-24T11:55:34Z,,,,OUT_WARN,,OUT_WARN,,CALCULATED,CALCULATED
2011-03-24T17:30:00Z,2011-03-24T12:25:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T18:00:00Z,2011-03-24T12:55:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T18:30:00Z,2011-03-24T13:25:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T19:00:00Z,2011-03-24T13:55:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T19:30:00Z,2011-03-24T14:25:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T20:00:00Z,2011-03-24T14:55:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T20:30:00Z,2011-03-24T15:25:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T21:00:00Z,2011-03-24T15:55:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T21:30:00Z,2011-03-24T16:25:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T22:00:00Z,2011-03-24T16:55:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T22:30:00Z,2011-03-24T17:25:34Z,,,,OUT_WARN,,,,CALCULATED,CALCULATED
2011-03-24T23:00:00Z,2011-03-24T17:55:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-24T23:30:00Z,2011-03-24T18:25:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T00:00:00Z,2011-03-24T18:55:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T00:30:00Z,2011-03-24T19:25:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T01:00:00Z,2011-03-24T19:55:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T01:30:00Z,2011-03-24T20:25:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T02:00:00Z,2011-03-24T20:55:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T02:30:00Z,2011-03-24T21:25:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T03:00:00Z,2011-03-24T21:55:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T03:30:00Z,2011-03-24T22:25:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T04:00:00Z,2011-03-24T22:55:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T04:30:00Z,2011-03-24T23:25:34Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T05:00:00Z,2011-03-24T23:55:53Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T05:30:00Z,2011-03-25T00:25:53Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T06:00:00Z,2011-03-25T00:55:53Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T06:30:00Z,2011-03-25T01:25:53Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T07:00:00Z,2011-03-25T01:55:53Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T07:30:00Z,2011-03-25T02:25:53Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T08:00:00Z,2011-03-25T02:55:53Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T08:30:00Z,2011-03-25T03:25:53Z,,,,,,,,CALCULATED,CALCULATED
2011-03-25T09:00:00Z,2011-03-25T03:55:53Z,,,,,,,,CALCULATED,CALCULATED
