TIMESTAMP,solar_TIMESTAMP,ta,netrad,ws,precip,swc_shallow,swc_deep,ext_rad
2015-01-01T06:00:00Z,2014-12-31T23:55:36Z,-15.4179,-26.285,4.5379,0,0.3764443333,0.3598335,0
2015-01-01T06:30:00Z,2015-01-01T00:25:05Z,-15.3754,-17.38,4.4344,0,0.376778,0.359833,0
2015-01-01T07:00:00Z,2015-01-01T00:55:05Z,-15.1933,-4.6582,4.7219,0,0.3764443333,0.3596665,0
2015-01-01T07:30:00Z,2015-01-01T01:25:05Z,-14.9009,-2.9464,4.1807,0,0.3764443333,0.3595,0
2015-01-01T08:00:00Z,2015-01-01T01:55:05Z,-14.6881,-5.3743,4.1446,0,0.3764443333,0.3596665,0
2015-01-01T08:30:00Z,2015-01-01T02:25:05Z,-14.4226,-2.5888,4.0944,0,0.3762223333,0.3596665,0
2015-01-01T09:00:00Z,2015-01-01T02:55:05Z,-13.928,-4.079,4.4958,0,0.376,0.3595,0
2015-01-01T09:30:00Z,2015-01-01T03:25:05Z,-13.617,-3.3032,4.7943,0,0.376111,0.3595,0
2015-01-01T10:00:00Z,2015-01-01T03:55:05Z,-13.5318,-2.4156,4.3075,0,0.376111,0.3595,0
2015-01-01T10:30:00Z,2015-01-01T04:25:05Z,-13.407,0.4651,3.9598,0,0.376,0.3595,0
2015-01-01T11:00:00Z,2015-01-01T04:55:05Z,-13.1009,1.2811,3.9016,0,0.376,0.3595,0
2015-01-01T11:30:00Z,2015-01-01T05:25:05Z,-12.8532,1.0745,4.2081,0,0.376,0.3595,0
2015-01-01T12:00:00Z,2015-01-01T05:55:05Z,-12.5033,1.1007,4.0155,0,0.376,0.3595,0
2015-01-01T12:30:00Z,2015-01-01T06:25:05Z,-12.2766,0.3857,4.1593,0,0.376,0.3595,0
2015-01-01T13:00:00Z,2015-01-01T06:55:05Z,-12.0638,0.1025,4.1927,0,0.376,0.3595,0
2015-01-01T13:30:00Z,2015-01-01T07:25:05Z,-11.9112,1.3155,3.9512,0,0.376,0.3595,0
2015-01-01T14:00:00Z,2015-01-01T07:55:05Z,-11.5366,9.9711,4.1939,0,0.376,0.3595,28.753488440077493
2015-01-01T14:30:00Z,2015-01-01T08:25:05Z,-11.1131,24.7927,4.0698,0,0.376,0.3595,129.7700505493786
2015-01-01T15:00:00Z,2015-01-01T08:55:05Z,-10.6618,45.1483,4.2044,0,0.376,0.3595,221.78840782565894
2015-01-01T15:30:00Z,2015-01-01T09:25:05Z,-9.9661,63.8126,4.0713,0,0.376,0.3595,303.2351309559685
2015-01-01T16:00:00Z,2015-01-01T09:55:05Z,-9.4032,87.9671,3.8814,0,0.376,0.3591665,372.71755505246875
2015-01-01T16:30:00Z,2015-01-01T10:25:05Z,-8.5804,153.7532,3.585,0,0.376,0.359,429.047593011346
2015-01-01T17:00:00Z,2015-01-01T10:55:05Z,-7.9246,91.8955,3.2952,0,0.376,0.359,471.2620507995336
2015-01-01T17:30:00Z,2015-01-01T11:25:05Z,-7.3458,186.4263,4.3126,0,0.376,0.359,498.6390972933399
2015-01-01T18:00:00Z,2015-01-01T11:55:05Z,-7.1028,136.6341,4.6514,0,0.376111,0.359333,510.71060704731656
2015-01-01T18:30:00Z,2015-01-01T12:25:05Z,-6.7651,132.7895,3.7221,0,0.376111,0.3591665,507.2701649398742
2015-01-01T19:00:00Z,2015-01-01T12:55:05Z,-6.5706,80.6952,3.6809,0,0.376,0.359,488.3765958199986
2015-01-01T19:30:00Z,2015-01-01T13:25:05Z,-6.5877,72.8585,3.6587,0,0.376,0.359,454.352958797722
2015-01-01T20:00:00Z,2015-01-01T13:55:05Z,-6.3116,68.1885,3.288,0,0.376,0.359,405.78102337122294
2015-01-01T20:30:00Z,2015-01-01T14:25:05Z,-6.1419,1.0544,4.3302,0,0.376,0.359,343.4913218398998
2015-01-01T21:00:00Z,2015-01-01T14:55:05Z,-6.4516,1.5462,3.2748,0,0.376,0.359,268.54894809432085
2015-01-01T21:30:00Z,2015-01-01T15:25:05Z,-6.7112,-3.4893,3.5884,0,0.376,0.359,182.23534560723286
2015-01-01T22:00:00Z,2015-01-01T15:55:05Z,-6.9445,-57.2166,3.6631,0,0.3756666667,0.3591665,86.02639603096986
2015-01-01T22:30:00Z,2015-01-01T16:25:05Z,-7.4906,-54.8422,3.6856,0,0.3755556667,0.359,0
2015-01-01T23:00:00Z,2015-01-01T16:55:05Z,-8.4209,-91.4558,2.7551,0,0.3754443333,0.359,0
2015-01-01T23:30:00Z,2015-01-01T17:25:05Z,-9.2453,-97.0512,3.0607,0,0.3755556667,0.3593335,0
2015-01-02T00:00:00Z,2015-01-01T17:55:05Z,-10.0328,-96.9957,3.0255,0,0.3756666667,0.3595,0
2015-01-02T00:30:00Z,2015-01-01T18:25:05Z,-10.7944,-98.8086,2.9736,0,0.3753333333,0.3593335,0
2015-01-02T01:00:00Z,2015-01-01T18:55:05Z,-11.2198,-97.7306,2.4168,0,0.3756666667,0.3593335,0
2015-01-02T01:30:00Z,2015-01-01T19:25:05Z,-11.8873,-97.1355,2.0894,0,0.3753333333,0.3593335,0
2015-01-02T02:00:00Z,2015-01-01T19:55:05Z,-12.2619,-95.9112,2.3175,0,0.3756666667,0.3593335,0
2015-01-02T02:30:00Z,2015-01-01T20:25:05Z,-12.442,-87.4688,3.0578,0,0.3754443333,0.3593335,0
2015-01-02T03:00:00Z,2015-01-01T20:55:05Z,-12.7202,-69.6492,2.8795,0,0.375,0.3593335,0
2015-01-02T03:30:00Z,2015-01-01T21:25:05Z,-13.0032,-69.7795,2.449,0,0.375,0.3593335,0
2015-01-02T04:00:00Z,2015-01-01T21:55:05Z,-13.3073,-59.1387,2.3354,0,0.375,0.3593335,0
2015-01-02T04:30:00Z,2015-01-01T22:25:05Z,-13.6287,-79.9811,2.59,0,0.375,0.3593335,0
2015-01-02T05:00:00Z,2015-01-01T22:55:05Z,-14.009,-80.2073,2.674,0,0.375,0.3593335,0
2015-01-02T05:30:00Z,2015-01-01T23:25:05Z,-14.5002,-83.9042,2.7752,0,0.375,0.3593335,0
2015-01-02T06:00:00Z,2015-01-01T23:55:05Z,-14.8053,-88.1991,2.5633,0,0.37511100000000003,0.3593335,0
2015-01-02T06:30:00Z,2015-01-02T00:24:39Z,-15.1735,-88.7906,2.2551,0,0.3753333333,0.3593335,0
2015-01-02T07:00:00Z,2015-01-02T00:54:39Z,-15.5257,-85.9834,2.3883,0,0.3752223333,0.3593335,0
2015-01-02T07:30:00Z,2015-01-02T01:24:39Z,-15.7689,-85.0716,2.4131,0,0.375,0.3593335,0
2015-01-02T08:00:00Z,2015-01-02T01:54:39Z,-15.9649,-84.7055,2.1476,0,0.375,0.3593335,0
2015-01-02T08:30:00Z,2015-01-02T02:24:39Z,-16.3264,-83.0546,2.0434,0,0.375,0.3593335,0
2015-01-02T09:00:00Z,2015-01-02T02:54:39Z,-16.741,-80.7797,2.118,0,0.375,0.3593335,0
2015-01-02T09:30:00Z,2015-01-02T03:24:39Z,-17.2196,-76.8825,2.0533,0,0.375,0.3593335,0
2015-01-02T10:00:00Z,2015-01-02T03:54:39Z,-17.4515,-69.6023,2.2692,0,0.37488900000000003,0.3593335,0
2015-01-02T10:30:00Z,2015-01-02T04:24:39Z,-17.552,-73.6061,2.5622,0,0.3746666667,0.3593335,0
2015-01-02T11:00:00Z,2015-01-02T04:54:39Z,-17.4814,-73.6931,2.4773,0,0.3745556667,0.3593335,0
2015-01-02T11:30:00Z,2015-01-02T05:24:39Z,-17.8661,-68.6954,2.6583,0,0.3743333333,0.3593335,0
2015-01-02T12:00:00Z,2015-01-02T05:54:39Z,-17.9056,-53.4306,2.4245,0,0.3743333333,0.3595,0
