TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,ppfd_in,netrad,ws,precip,swc_shallow,sw_in,ext_rad
2003-05-05T00:00:00Z,2003-05-04T23:43:50Z,5.33,90.5,0.09,0.655,-59.23,3.75,NA,0.551013389319412,0.309815,0
2003-05-05T00:15:00Z,2003-05-04T23:58:50Z,4.86,89.9,0.09,0.655,-85.9,4.625,NA,0.553778572562285,0.309815,0
2003-05-05T00:30:00Z,2003-05-05T00:13:54Z,4.39,91.6,0.07,0,-80.2,4.5,NA,0.555862718730901,0,0
2003-05-05T00:45:00Z,2003-05-05T00:28:54Z,4.6,86.1,0.12,0.655,-105.8,4.25,NA,0.556788851059419,0.309815,0
2003-05-05T01:00:00Z,2003-05-05T00:43:54Z,4.32,85.5,0.12,0.655,-84.9,3.125,NA,0.55853030836418,0.309815,0
2003-05-05T01:15:00Z,2003-05-05T00:58:54Z,4.19,86.5,0.11,0.655,-76.6,3.625,NA,0.558181061205617,0.309815,0
2003-05-05T01:30:00Z,2003-05-05T01:13:54Z,4.12,87.6,0.1,0.655,-86.5,4.125,NA,0.558329602332633,0.309815,0
2003-05-05T01:45:00Z,2003-05-05T01:28:54Z,3.72,88.8,0.09,0,-82.3,4.375,NA,0.559662324125154,0,0
2003-05-05T02:00:00Z,2003-05-05T01:43:54Z,3.58,90,0.08,0,-81.3,4.875,NA,0.558063203482924,0,0
2003-05-05T02:15:00Z,2003-05-05T01:58:54Z,3.24,90.2,0.08,0.655,-65.05,2.375,NA,0.558739069699142,0.309815,0
2003-05-05T02:30:00Z,2003-05-05T02:13:54Z,3.51,90.5,0.07,0.655,-60.74,3.25,NA,0.557379688813833,0.309815,0
2003-05-05T02:45:00Z,2003-05-05T02:28:54Z,4.12,88.8,0.09,0.655,-47.04,3.75,NA,0.556373040704314,0.309815,0
2003-05-05T03:00:00Z,2003-05-05T02:43:54Z,4.05,89.9,0.08,0.655,-44.69,3.25,NA,0.554403820407208,0.309815,0
2003-05-05T03:15:00Z,2003-05-05T02:58:54Z,4.26,91.1,0.07,0.655,-23.64,4.375,NA,0.551946751293945,0.309815,0
2003-05-05T03:30:00Z,2003-05-05T03:13:54Z,4.32,91.3,0.07,0.655,-50.86,3.5,NA,0.550224465224864,0.309815,0
2003-05-05T03:45:00Z,2003-05-05T03:28:54Z,3.92,90.5,0.08,0.655,-66.04,4.25,NA,0.550052163801445,0.309815,0
2003-05-05T04:00:00Z,2003-05-05T03:43:54Z,3.78,90.5,0.08,0.655,-61.42,2.875,NA,0.549739274257634,0.309815,0
2003-05-05T04:15:00Z,2003-05-05T03:58:54Z,3.85,89.3,0.09,0.655,-51.65,2.25,NA,0.549492780592154,0.309815,0
2003-05-05T04:30:00Z,2003-05-05T04:13:54Z,3.78,88.8,0.09,0.655,-71.7,3.5,NA,0.549113601505386,0.309815,12.961149745973339
2003-05-05T04:45:00Z,2003-05-05T04:28:54Z,3.44,88.7,0.09,0.655,-56.87,2.375,NA,0.547882151211025,0.309815,54.70601735885354
2003-05-05T05:00:00Z,2003-05-05T04:43:54Z,3.38,88.4,0.09,1.965,-59.87,3.25,NA,0.548036531089866,0.929445,97.56779490882353
2003-05-05T05:15:00Z,2003-05-05T04:58:54Z,3.85,88.9,0.09,3.93,-42.48,5.75,NA,0.546238158442871,1.85889,141.36291877215785
2003-05-05T05:30:00Z,2003-05-05T05:13:54Z,4.12,87,0.11,11.79,-64.23,4.125,NA,0.544039799711006,5.576669999999999,185.90382816106776
2003-05-05T05:45:00Z,2003-05-05T05:28:54Z,4.12,87.1,0.11,19,-58.05,4,NA,0.542194107492405,8.987,230.99976838876512
2003-05-05T06:00:00Z,2003-05-05T05:43:54Z,4.12,87.4,0.1,30.13,-52.81,4,NA,0.541005266105036,14.251489999999999,276.457607812449
2003-05-05T06:15:00Z,2003-05-05T05:58:54Z,3.99,88.8,0.09,49.13,-51.03,5,NA,0.54064783291864,23.23849,322.08266495557547
2003-05-05T06:30:00Z,2003-05-05T06:13:54Z,4.26,88.5,0.1,66.16,-56.47,4.375,NA,0.539912398280246,31.29368,367.67954226702324
2003-05-05T06:45:00Z,2003-05-05T06:28:54Z,4.39,88.2,0.1,100.9,-33.34,4.625,NA,0.538811067386419,47.7257,413.0529629465317
2003-05-05T07:00:00Z,2003-05-05T06:43:54Z,4.6,88.4,0.1,121.2,-52.42,6.25,NA,0.536666804986402,57.3276,458.0086072524452
2003-05-05T07:15:00Z,2003-05-05T06:58:54Z,4.66,89.3,0.09,354.4,20.09,6.875,NA,0.534689044006775,167.63119999999998,502.3539447102139
2003-05-05T07:30:00Z,2003-05-05T07:13:54Z,5,88.6,0.1,179.5,-14.15,5.625,NA,0.531664417364124,84.9035,545.899058657501
