TIMESTAMP,solar_TIMESTAMP,ARG_MAZ_Npu_Jt_1,ARG_MAZ_Npu_Jt_2,ARG_MAZ_Npu_Jt_3,ARG_MAZ_Npu_Jt_4,ARG_MAZ_Npu_Jt_5
2009-11-19T03:00:00Z,2009-11-18T22:24:18Z,3.470224658242799,2.04760970630647,3.804770078549041,3.930592248149324,3.524436715226222
2009-11-19T04:00:00Z,2009-11-18T23:24:18Z,3.253911619324986,2.0424932998234238,3.237315160568936,3.7077143624591224,3.5469541117829775
2009-11-19T05:00:00Z,2009-11-19T00:24:02Z,3.224691363543454,2.15757181419025,3.0649828230754057,3.6891568275009687,3.412041424851741
2009-11-19T06:00:00Z,2009-11-19T01:24:02Z,2.8361940079461903,2.1403241012959247,2.969504484702566,2.8435499778225637,2.983884851638729
2009-11-19T07:00:00Z,2009-11-19T02:24:02Z,2.518513613145988,2.1187885882552076,2.6578516970188955,3.0246163038926692,2.7857494773331997
2009-11-19T08:00:00Z,2009-11-19T03:24:02Z,2.672315575049195,1.9960765537177545,2.2050206704254416,2.900975545457244,2.904431847964899
2009-11-19T09:00:00Z,2009-11-19T04:24:02Z,2.926344565431842,1.9544527542153705,2.7654744744943978,2.911518131383514,3.091132446975608
2009-11-19T10:00:00Z,2009-11-19T05:24:02Z,2.893355400518306,2.394160543143489,2.7805191298400014,3.478569107730713,3.5525834609221785
2009-11-19T11:00:00Z,2009-11-19T06:24:02Z,3.387869323020427,2.7549424561667393,3.35826069820313,4.292839112218006,3.986876883543499
2009-11-19T12:00:00Z,2009-11-19T07:24:02Z,5.056371628573748,3.961280102976731,4.773239182295855,5.57877152710353,5.3421147560967395
2009-11-19T13:00:00Z,2009-11-19T08:24:02Z,6.360522644845262,5.7788251670021715,6.616352134178535,7.684523747344632,6.728513414405878
2009-11-19T14:00:00Z,2009-11-19T09:24:02Z,7.495997452561983,6.167916212222482,7.963584948477581,12.703033108051253,7.954203833642385
2009-11-19T15:00:00Z,2009-11-19T10:24:02Z,8.048760365174507,7.669986675831931,8.550978420298584,9.75243256396643,8.090856559957963
2009-11-19T16:00:00Z,2009-11-19T11:24:02Z,8.190040139705289,8.171425002595601,8.971046986284888,10.56218816217569,9.279886344368041
2009-11-19T17:00:00Z,2009-11-19T12:24:02Z,8.285154940617016,7.703605239129541,8.700699054035246,10.400823594815947,9.642137613399509
2009-11-19T18:00:00Z,2009-11-19T13:24:02Z,7.444863131756172,6.713298308887999,7.528970580538119,9.353127735945668,8.568512044036494
2009-11-19T19:00:00Z,2009-11-19T14:24:02Z,7.256923826981809,6.605138182140646,6.514870388679407,10.69571642709819,8.874247167711808
2009-11-19T20:00:00Z,2009-11-19T15:24:02Z,7.578462876860116,6.356365764765625,7.640580722518367,9.007087470600009,8.002760167084993
2009-11-19T21:00:00Z,2009-11-19T16:24:02Z,6.805185256180861,5.4849384616373875,6.313943569354608,8.56868618604578,7.088610297679445
2009-11-19T22:00:00Z,2009-11-19T17:24:02Z,6.1087158038797975,4.652877584152864,6.046268787020932,7.8765539321567335,6.686995046234101
2009-11-19T23:00:00Z,2009-11-19T18:24:02Z,5.563926488453263,4.356360291314988,5.377013884420481,6.867060260990727,5.908110017792697
2009-11-20T00:00:00Z,2009-11-19T19:24:02Z,5.302135229133281,4.052924610857643,4.790685200491986,7.072108945425741,5.696955175044254
2009-11-20T01:00:00Z,2009-11-19T20:24:02Z,4.454398853772765,2.606346016667176,4.196562401825273,5.001360048255818,4.587352548140427
2009-11-20T02:00:00Z,2009-11-19T21:24:02Z,3.8241227231437693,2.3126040797655305,3.0624455666921615,4.376228424834742,3.9889432307931685
2009-11-20T03:00:00Z,2009-11-19T22:24:02Z,3.549488406471187,2.3005210295086287,3.364876491885348,3.949513949958975,2.930822938883657
2009-11-20T04:00:00Z,2009-11-19T23:24:02Z,3.395509654110032,2.0956482445516915,4.056878991775436,3.7247688895801128,4.076661623465654
2009-11-20T05:00:00Z,2009-11-20T00:23:45Z,3.207056568538538,2.2384485655508146,3.1195192658738975,3.2058593306220033,2.6125085393065675
2009-11-20T06:00:00Z,2009-11-20T01:23:45Z,3.0153874355474115,1.59157932312943,2.824111814961092,2.725334042793908,2.5643043598968673
2009-11-20T07:00:00Z,2009-11-20T02:23:45Z,2.913410990560278,1.633137905000687,2.5609232505245796,2.785469330748687,3.1048976850447962
2009-11-20T08:00:00Z,2009-11-20T03:23:45Z,2.7715332372125223,1.7126993626247082,2.6579875905516164,2.607841058701705,2.517881681431921
2009-11-20T09:00:00Z,2009-11-20T04:23:45Z,2.5525636164230394,1.3323328120164322,2.7212470424481685,2.5717506178425773,2.1120456969790053
2009-11-20T10:00:00Z,2009-11-20T05:23:45Z,2.1379582132567307,1.5203963153245614,2.3512287013632465,2.2327006724716085,1.8560528689136984
2009-11-20T11:00:00Z,2009-11-20T06:23:45Z,2.2289564899236693,2.0222730805192506,2.148377012211107,2.202211755678478,2.3756461829249385
2009-11-20T12:00:00Z,2009-11-20T07:23:45Z,2.835560187954567,2.2410308968695247,2.532918794879982,3.7546544501317753,3.1829213418067557
2009-11-20T13:00:00Z,2009-11-20T08:23:45Z,4.651288599339148,2.9704864853352704,3.781115947268859,4.739016156414136,4.229829512385662
2009-11-20T14:00:00Z,2009-11-20T09:23:45Z,4.019457901720659,3.5929966026253592,4.1659295170031765,5.780803430331177,4.5919047044006644
2009-11-20T15:00:00Z,2009-11-20T10:23:45Z,4.637990374715601,4.093461561774749,5.528501134082496,5.929570770883735,5.215933496872854
