TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,ppfd_in,sw_in,ext_rad
2013-06-06T06:00:00Z,2013-06-05T23:56:26Z,22.9463121134549,95.2427754318647,0.133254302466856,0.827,0.39117099999999994,0
2013-06-06T06:30:00Z,2013-06-06T00:26:16Z,22.5877537624045,95.9462622478483,0.111108707256562,0.836,0.39542799999999995,0
2013-06-06T07:00:00Z,2013-06-06T00:56:16Z,22.4653438899549,96.2963896353146,0.100760581609743,1.952,0.9232959999999999,0
2013-06-06T07:30:00Z,2013-06-06T01:26:16Z,22.2042775645109,96.9092063339774,0.0827642476857292,2.48,1.1730399999999999,0
2013-06-06T08:00:00Z,2013-06-06T01:56:16Z,21.9889353186017,97.2238789625412,0.0733694544395522,2.48,1.1730399999999999,0
2013-06-06T08:30:00Z,2013-06-06T02:26:16Z,21.7967274472154,97.1231717850304,0.0751447892087285,2.209,1.044857,0
2013-06-06T09:00:00Z,2013-06-06T02:56:16Z,21.5824786734899,97.28012284069,0.0701212198846076,1.713,0.810249,0
2013-06-06T09:30:00Z,2013-06-06T03:26:16Z,21.4617995517122,97.7701613832889,0.0570646847144772,2.09,0.9885699999999998,0
2013-06-06T10:00:00Z,2013-06-06T03:56:16Z,21.4611111111111,97.9814884836866,0.0516543525485517,2.48,1.1730399999999999,0
2013-06-06T10:30:00Z,2013-06-06T04:26:16Z,21.4131296651735,98.2828262955873,0.0438141427766428,2.481,1.1735129999999998,0
2013-06-06T11:00:00Z,2013-06-06T04:56:16Z,21.4127777777778,98.389374639769,0.0410946481140702,2.481,1.1735129999999998,14.557827608565729
2013-06-06T11:30:00Z,2013-06-06T05:26:16Z,21.2713835572605,98.2478857965434,0.044319144904037,2.481,1.1735129999999998,144.25304779534233
2013-06-06T12:00:00Z,2013-06-06T05:56:16Z,21.1285977820419,98.41662571977,0.0397017434147401,14.04,6.6409199999999995,276.3899857694597
2013-06-06T12:30:00Z,2013-06-06T06:26:16Z,21.1507668908105,98.4744005763709,0.0383051562179407,96.4,45.5972,408.70831370498246
2013-06-06T13:00:00Z,2013-06-06T06:56:16Z,21.316746107913,98.5211007677542,0.037512400572755,145.4,68.7742,538.9446017539598
2013-06-06T13:30:00Z,2013-06-06T07:26:16Z,21.4604153337605,98.2466986564285,0.0448656291591806,220.2,104.15459999999999,664.8710361431548
2013-06-06T14:00:00Z,2013-06-06T07:56:16Z,21.9586471341711,96.6594092218776,0.088124827531577,476.1,225.1953,784.3335279987452
2013-06-06T14:30:00Z,2013-06-06T08:26:16Z,22.4130875453225,92.4266525911481,0.205387828308921,647.7,306.3621,895.2885610134053
2013-06-06T15:00:00Z,2013-06-06T08:56:16Z,22.5624946683716,90.4896948176772,0.260268282659796,848,401.104,995.8381476418602
2013-06-06T15:30:00Z,2013-06-06T09:26:16Z,23.08501601025,87.4563429394771,0.354319176492455,1106,523.1379999999999,1084.2622958693128
2013-06-06T16:00:00Z,2013-06-06T09:56:16Z,23.8970425463922,83.8378579654079,0.479422842060475,1046,494.758,1159.0484311800399
2013-06-06T16:30:00Z,2013-06-06T10:26:16Z,24.8182432288375,79.6825911708098,0.636846750373657,1100,520.3,1218.9172704387142
2013-06-06T17:00:00Z,2013-06-06T10:56:16Z,25.3265722062177,79.2563775216108,0.670183010238756,1521,719.433,1262.8447050907976
2013-06-06T17:30:00Z,2013-06-06T11:26:16Z,26.6362742589125,72.7187044145221,0.952360208902711,1836,868.428,1290.0793193529316
2013-06-06T18:00:00Z,2013-06-06T11:56:16Z,27.1561686926894,74.1412763915492,0.93067833908409,1928,911.944,1300.1552437319765
2013-06-06T18:30:00Z,2013-06-06T12:26:16Z,26.995621197558,73.3834553314228,0.948977951013467,1633,772.409,1292.9001240053483
2013-06-06T19:00:00Z,2013-06-06T12:56:16Z,26.6957037747914,74.4538973128635,0.894909011479015,1997,944.5809999999999,1268.4380693497556
2013-06-06T19:30:00Z,2013-06-06T13:26:16Z,27.0620740029863,73.3404644913686,0.954222686649479,1620,766.26,1227.1875291918896
2013-06-06T20:00:00Z,2013-06-06T13:56:16Z,26.6763944924685,74.8106397694844,0.881410526747817,1011,478.203,1169.854135103574
2013-06-06T20:30:00Z,2013-06-06T14:26:16Z,25.7487993175474,78.1018733205588,0.725426311746171,842,398.26599999999996,1097.4186301910142
2013-06-06T21:00:00Z,2013-06-06T14:56:16Z,25.2373917679645,78.8211612284147,0.680626717258302,552.6,261.3798,1011.1200924607558
2013-06-06T21:30:00Z,2013-06-06T15:26:16Z,25.3543115593989,78.7261066281866,0.688448556922593,463.6,219.2828,912.4347391457181
2013-06-06T22:00:00Z,2013-06-06T15:56:16Z,24.9705768820619,80.685907869519,0.610920437417148,492.2,232.8106,803.0506745651362
2013-06-06T22:30:00Z,2013-06-06T16:26:16Z,24.7257672211562,81.7591074856054,0.568612457997566,599.3,283.46889999999996,684.8390134828761
2013-06-06T23:00:00Z,2013-06-06T16:56:16Z,24.915406660267,81.7596772334474,0.575062584524881,853,403.469,559.8218739269347
2013-06-06T23:30:00Z,2013-06-06T17:26:16Z,25.3765051183652,77.637499040289,0.724631808898424,801,378.873,430.1377869841043
2013-06-07T00:00:00Z,2013-06-06T17:56:16Z,25.3082698869686,76.460361804179,0.759689803304802,304.2,143.8866,298.0051152683213
2013-06-07T00:30:00Z,2013-06-06T18:26:16Z,24.9216826769097,78.4058155619762,0.681054470466954,101.8,48.151399999999995,165.68410582295198
2013-06-07T01:00:00Z,2013-06-06T18:56:16Z,24.4395820004235,82.6078934741123,0.532961485557583,60.9,28.805699999999998,35.43822657742672
2013-06-07T01:30:00Z,2013-06-06T19:26:16Z,24.0995212198748,84.4570460652538,0.466693027631427,36.76,17.387479999999996,0
2013-06-07T02:00:00Z,2013-06-06T19:56:16Z,23.8345228946504,86.7690720461409,0.391001814843739,15.48,7.322039999999999,0
2013-06-07T02:30:00Z,2013-06-06T20:26:16Z,23.4999813393023,87.0815930902318,0.37415788046357,0.827,0.39117099999999994,0
2013-06-07T03:00:00Z,2013-06-06T20:56:16Z,22.9012934527572,91.4459644914017,0.238954623261645,0.772,0.365156,0
2013-06-07T03:30:00Z,2013-06-06T21:26:16Z,22.4435286583383,94.463089337192,0.150437968679382,0.726,0.343398,0
2013-06-07T04:00:00Z,2013-06-06T21:56:16Z,22.2745686713579,94.9704760076753,0.135256086349222,0.684,0.323532,0
2013-06-07T04:30:00Z,2013-06-06T22:26:16Z,22.1306877799098,95.597935700575,0.117350172454163,0.68,0.32164,0
2013-06-07T05:00:00Z,2013-06-06T22:56:16Z,22.0581300032016,96.0034755043222,0.106069524707204,0.487,0.23035099999999997,0
2013-06-07T05:30:00Z,2013-06-06T23:26:16Z,21.9627777777778,97.1083992322524,0.0762996779434548,0.294,0.139062,0
2013-06-07T06:00:00Z,2013-06-06T23:56:16Z,22.0111111111111,97.0790374280203,0.0773018482553631,0.331,0.156563,0
2013-06-07T06:30:00Z,2013-06-07T00:26:05Z,21.916040666025,96.8415648414953,0.0831033687468764,0.133,0.062909,0
2013-06-07T07:00:00Z,2013-06-07T00:56:05Z,21.7249125613128,96.7372591170823,0.0848521935477017,0.018,0.008513999999999999,0
2013-06-07T07:30:00Z,2013-06-07T01:26:05Z,21.3453172318164,94.7921986564218,0.132327734796395,0.092,0.043516,0
2013-06-07T08:00:00Z,2013-06-07T01:56:05Z,21.0578242074906,93.8128904899024,0.154463989191347,0,0,0
2013-06-07T08:30:00Z,2013-06-07T02:26:05Z,20.8185977820419,93.9535163147823,0.148750291021164,0,0,0
2013-06-07T09:00:00Z,2013-06-07T02:56:05Z,20.5567114523337,93.4605882917497,0.158303596237199,0,0,0
2013-06-07T09:30:00Z,2013-06-07T03:26:05Z,20.4125664425228,91.8296570605103,0.19603421468695,0,0,0
