TIMESTAMP,solar_TIMESTAMP,ta,rh,ppfd_in,ws,precip,swc_shallow,sw_in,vpd,ext_rad
2008-06-18T02:30:00Z,2008-06-18T04:17:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T03:00:00Z,2008-06-18T04:47:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T03:30:00Z,2008-06-18T05:17:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T04:00:00Z,2008-06-18T05:47:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T04:30:00Z,2008-06-18T06:17:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T05:00:00Z,2008-06-18T06:47:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T05:30:00Z,2008-06-18T07:17:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T06:00:00Z,2008-06-18T07:47:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T06:30:00Z,2008-06-18T08:17:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T07:00:00Z,2008-06-18T08:47:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T07:30:00Z,2008-06-18T09:17:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T08:00:00Z,2008-06-18T09:47:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T08:30:00Z,2008-06-18T10:17:09Z,,OUT_WARN,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T09:00:00Z,2008-06-18T10:47:09Z,,OUT_WARN,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T09:30:00Z,2008-06-18T11:17:09Z,,OUT_WARN,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T10:00:00Z,2008-06-18T11:47:09Z,,,NA_PRESENT,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T10:30:00Z,2008-06-18T12:17:09Z,,,NA_PRESENT,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T11:00:00Z,2008-06-18T12:47:09Z,,,NA_PRESENT,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T11:30:00Z,2008-06-18T13:17:09Z,,,NA_PRESENT,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T12:00:00Z,2008-06-18T13:47:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T12:30:00Z,2008-06-18T14:17:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T13:00:00Z,2008-06-18T14:47:09Z,,,NA_PRESENT,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T13:30:00Z,2008-06-18T15:17:09Z,,,NA_PRESENT,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T14:00:00Z,2008-06-18T15:47:09Z,,,NA_PRESENT,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T14:30:00Z,2008-06-18T16:17:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T15:00:00Z,2008-06-18T16:47:09Z,,,NA_PRESENT,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T15:30:00Z,2008-06-18T17:17:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T16:00:00Z,2008-06-18T17:47:09Z,,,NA_PRESENT,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T16:30:00Z,2008-06-18T18:17:09Z,,,NA_PRESENT,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T17:00:00Z,2008-06-18T18:47:09Z,,,NA_PRESENT,,OUT_WARN,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T17:30:00Z,2008-06-18T19:17:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T18:00:00Z,2008-06-18T19:47:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T18:30:00Z,2008-06-18T20:17:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2008-06-18T19:00:00Z,2008-06-18T20:47:09Z,,,NA_PRESENT,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
