TIMESTAMP,solar_TIMESTAMP,ESP_RIN_Qpy_Jt_1,ESP_RIN_Qpy_Jt_2,ESP_RIN_Qpy_Jt_3,ESP_RIN_Qpy_Jt_4,ESP_RIN_Qpy_Jt_5,ESP_RIN_Qpy_Jt_6,ESP_RIN_Qpy_Jt_7,ESP_RIN_Qpy_Jt_8
2007-05-31T23:00:00Z,2007-05-31T22:37:42Z,3.7785438319024136,0.5729279206769826,0.17767185413895245,0.868601461250441,2.1057933032505574,1.3330871278899508,1.5906788083590524,0.5095039444014393
2007-06-01T00:00:00Z,2007-05-31T23:37:42Z,4.593301170081825,0.5124577402148388,0.12593815279541373,0.7112939520651649,1.8807631763268058,1.0448631795537249,1.30986608003729,0.39778407677188793
2007-06-01T01:00:00Z,2007-06-01T00:37:33Z,4.635536243018311,0.4335492171333851,0.09186388186361687,0.5058589378247754,1.9172307864175842,0.8572928424912969,1.023057523838634,0.290158213572999
2007-06-01T02:00:00Z,2007-06-01T01:37:33Z,4.705310812608277,0.46278853867445185,0.06926912948228729,0.3941649858126347,2.1078629727187312,0.6946854963882605,0.9429289510749347,0.218791177322298
2007-06-01T03:00:00Z,2007-06-01T02:37:33Z,4.649958901001132,0.5293015829351427,0.06845426753481856,0.2922124570497861,2.3628210630932536,0.6265450558730482,1.0454675620415745,0.2162173813734489
2007-06-01T04:00:00Z,2007-06-01T03:37:33Z,4.635171708535779,0.5276183671163119,0.06823657820666255,0.2922124570497861,2.573512729749505,0.604850058809306,1.0454675620415745,0.21552979507413014
2007-06-01T05:00:00Z,2007-06-01T04:37:33Z,4.66988521387227,0.49877316507119135,0.06673224316604622,0.2922124570497861,3.488174315278302,0.48996963125478865,1.0198329092999148,0.2107782522572422
2007-06-01T06:00:00Z,2007-06-01T05:37:33Z,4.947542788188884,0.3863541106622964,0.07148002975706882,0.33445441507089163,4.176830258274336,0.38931212128095716,0.9339649357937584,0.22577445367753696
2007-06-01T07:00:00Z,2007-06-01T06:37:33Z,6.2364699975840505,0.5117617329711944,0.17510211430159653,0.5357478294858411,6.317556724382908,0.8277968628133486,1.8076826356675355,0.5530717366596369
2007-06-01T08:00:00Z,2007-06-01T07:37:33Z,7.706334306269471,1.0657758860039273,0.5333662661258337,1.1426273953530093,9.499229529901566,2.770626861156102,4.919386549221098,1.6846730164193753
2007-06-01T09:00:00Z,2007-06-01T08:37:33Z,12.058983562481698,3.4878012663596003,1.136749290548416,2.531620569916123,30.150921759826485,5.8520353841132335,12.182350507114798,3.5904986457635846
2007-06-01T10:00:00Z,2007-06-01T09:37:33Z,17.252259450562374,7.1875047147678455,1.9574574971485854,4.9240148600129015,54.94191369874461,10.106950580845492,22.27250020086288,6.182760395004115
2007-06-01T11:00:00Z,2007-06-01T10:37:33Z,19.36254097345084,9.470598060176314,2.7746694185683807,7.634553367276586,55.54838176461154,14.616880272302613,30.031260538033436,8.763978893714635
