TIMESTAMP,solar_TIMESTAMP,ta,rh,sw_in,netrad,ws,precip,swc_shallow,swc_deep,ppfd_in,vpd,ext_rad
2006-12-31T23:30:00Z,2007-01-01T00:35:21Z,,OUT_WARN,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T00:00:00Z,2007-01-01T01:05:21Z,,OUT_WARN,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T00:30:00Z,2007-01-01T01:35:21Z,,OUT_WARN,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T01:00:00Z,2007-01-01T02:05:21Z,,OUT_WARN,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T01:30:00Z,2007-01-01T02:35:21Z,,OUT_WARN,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T02:00:00Z,2007-01-01T03:05:21Z,,OUT_WARN,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T02:30:00Z,2007-01-01T03:35:21Z,,OUT_WARN,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T03:00:00Z,2007-01-01T04:05:21Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T03:30:00Z,2007-01-01T04:35:21Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T04:00:00Z,2007-01-01T05:05:21Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T04:30:00Z,2007-01-01T05:35:21Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T05:00:00Z,2007-01-01T06:05:21Z,,OUT_WARN,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T05:30:00Z,2007-01-01T06:35:21Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T06:00:00Z,2007-01-01T07:05:21Z,,OUT_WARN,,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T06:30:00Z,2007-01-01T07:35:21Z,,OUT_WARN,,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T07:00:00Z,2007-01-01T08:05:21Z,,,,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T07:30:00Z,2007-01-01T08:35:21Z,,,OUT_WARN,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T08:00:00Z,2007-01-01T09:05:21Z,,,OUT_WARN,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T08:30:00Z,2007-01-01T09:35:21Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T09:00:00Z,2007-01-01T10:05:21Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T09:30:00Z,2007-01-01T10:35:21Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T10:00:00Z,2007-01-01T11:05:21Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T10:30:00Z,2007-01-01T11:35:21Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T11:00:00Z,2007-01-01T12:05:21Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T11:30:00Z,2007-01-01T12:35:21Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T12:00:00Z,2007-01-01T13:05:21Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T12:30:00Z,2007-01-01T13:35:21Z,,,OUT_WARN,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T13:00:00Z,2007-01-01T14:05:21Z,,,OUT_WARN,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T13:30:00Z,2007-01-01T14:35:21Z,,,OUT_WARN,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T14:00:00Z,2007-01-01T15:05:21Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T14:30:00Z,2007-01-01T15:35:21Z,,,OUT_WARN,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T15:00:00Z,2007-01-01T16:05:21Z,,,,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T15:30:00Z,2007-01-01T16:35:21Z,,,,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T16:00:00Z,2007-01-01T17:05:21Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T16:30:00Z,2007-01-01T17:35:21Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T17:00:00Z,2007-01-01T18:05:21Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T17:30:00Z,2007-01-01T18:35:21Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T18:00:00Z,2007-01-01T19:05:21Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T18:30:00Z,2007-01-01T19:35:21Z,,,,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T19:00:00Z,2007-01-01T20:05:21Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T19:30:00Z,2007-01-01T20:35:21Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T20:00:00Z,2007-01-01T21:05:21Z,,OUT_WARN,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T20:30:00Z,2007-01-01T21:35:21Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T21:00:00Z,2007-01-01T22:05:21Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T21:30:00Z,2007-01-01T22:35:21Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T22:00:00Z,2007-01-01T23:05:21Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T22:30:00Z,2007-01-01T23:35:21Z,,,,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T23:00:00Z,2007-01-02T00:04:55Z,,,,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2007-01-01T23:30:00Z,2007-01-02T00:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T00:00:00Z,2007-01-02T01:04:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T00:30:00Z,2007-01-02T01:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T01:00:00Z,2007-01-02T02:04:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T01:30:00Z,2007-01-02T02:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T02:00:00Z,2007-01-02T03:04:55Z,,,,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T02:30:00Z,2007-01-02T03:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T03:00:00Z,2007-01-02T04:04:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T03:30:00Z,2007-01-02T04:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T04:00:00Z,2007-01-02T05:04:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T04:30:00Z,2007-01-02T05:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T05:00:00Z,2007-01-02T06:04:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T05:30:00Z,2007-01-02T06:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T06:00:00Z,2007-01-02T07:04:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T06:30:00Z,2007-01-02T07:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T07:00:00Z,2007-01-02T08:04:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T07:30:00Z,2007-01-02T08:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T08:00:00Z,2007-01-02T09:04:55Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T08:30:00Z,2007-01-02T09:34:55Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T09:00:00Z,2007-01-02T10:04:55Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T09:30:00Z,2007-01-02T10:34:55Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T10:00:00Z,2007-01-02T11:04:55Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T10:30:00Z,2007-01-02T11:34:55Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T11:00:00Z,2007-01-02T12:04:55Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T11:30:00Z,2007-01-02T12:34:55Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T12:00:00Z,2007-01-02T13:04:55Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T12:30:00Z,2007-01-02T13:34:55Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T13:00:00Z,2007-01-02T14:04:55Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T13:30:00Z,2007-01-02T14:34:55Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T14:00:00Z,2007-01-02T15:04:55Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T14:30:00Z,2007-01-02T15:34:55Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T15:00:00Z,2007-01-02T16:04:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T15:30:00Z,2007-01-02T16:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T16:00:00Z,2007-01-02T17:04:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T16:30:00Z,2007-01-02T17:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T17:00:00Z,2007-01-02T18:04:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T17:30:00Z,2007-01-02T18:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T18:00:00Z,2007-01-02T19:04:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T18:30:00Z,2007-01-02T19:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T19:00:00Z,2007-01-02T20:04:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T19:30:00Z,2007-01-02T20:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T20:00:00Z,2007-01-02T21:04:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T20:30:00Z,2007-01-02T21:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T21:00:00Z,2007-01-02T22:04:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T21:30:00Z,2007-01-02T22:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T22:00:00Z,2007-01-02T23:04:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T22:30:00Z,2007-01-02T23:34:55Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T23:00:00Z,2007-01-03T00:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-02T23:30:00Z,2007-01-03T00:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T00:00:00Z,2007-01-03T01:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T00:30:00Z,2007-01-03T01:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T01:00:00Z,2007-01-03T02:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T01:30:00Z,2007-01-03T02:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T02:00:00Z,2007-01-03T03:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T02:30:00Z,2007-01-03T03:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T03:00:00Z,2007-01-03T04:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T03:30:00Z,2007-01-03T04:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T04:00:00Z,2007-01-03T05:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T04:30:00Z,2007-01-03T05:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T05:00:00Z,2007-01-03T06:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T05:30:00Z,2007-01-03T06:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T06:00:00Z,2007-01-03T07:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T06:30:00Z,2007-01-03T07:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T07:00:00Z,2007-01-03T08:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T07:30:00Z,2007-01-03T08:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T08:00:00Z,2007-01-03T09:04:30Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T08:30:00Z,2007-01-03T09:34:30Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T09:00:00Z,2007-01-03T10:04:30Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T09:30:00Z,2007-01-03T10:34:30Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T10:00:00Z,2007-01-03T11:04:30Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T10:30:00Z,2007-01-03T11:34:30Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T11:00:00Z,2007-01-03T12:04:30Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T11:30:00Z,2007-01-03T12:34:30Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T12:00:00Z,2007-01-03T13:04:30Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T12:30:00Z,2007-01-03T13:34:30Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T13:00:00Z,2007-01-03T14:04:30Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T13:30:00Z,2007-01-03T14:34:30Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T14:00:00Z,2007-01-03T15:04:30Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T14:30:00Z,2007-01-03T15:34:30Z,,,OUT_WARN,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T15:00:00Z,2007-01-03T16:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T15:30:00Z,2007-01-03T16:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T16:00:00Z,2007-01-03T17:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T16:30:00Z,2007-01-03T17:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T17:00:00Z,2007-01-03T18:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T17:30:00Z,2007-01-03T18:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T18:00:00Z,2007-01-03T19:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T18:30:00Z,2007-01-03T19:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T19:00:00Z,2007-01-03T20:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T19:30:00Z,2007-01-03T20:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T20:00:00Z,2007-01-03T21:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T20:30:00Z,2007-01-03T21:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T21:00:00Z,2007-01-03T22:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T21:30:00Z,2007-01-03T22:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T22:00:00Z,2007-01-03T23:04:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T22:30:00Z,2007-01-03T23:34:30Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
2007-01-03T23:00:00Z,2007-01-04T00:04:06Z,,,,,,,,,CALCULATED,CALCULATED,CALCULATED
