sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
NA,cold deciduous,Betula alleghaniensis,14,USA_SYL_HL1
NA,cold deciduous,Acer saccharum,19,USA_SYL_HL1
NA,evergreen,Tsuga canadensis,15,USA_SYL_HL1
