TIMESTAMP,solar_TIMESTAMP,ta,rh,sw_in,netrad,ws,precip,ppfd_in,vpd,ext_rad
2000-12-31T23:30:00Z,2001-01-01T00:36:46Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T00:00:00Z,2001-01-01T01:06:46Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T00:30:00Z,2001-01-01T01:36:46Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T01:00:00Z,2001-01-01T02:06:46Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T01:30:00Z,2001-01-01T02:36:46Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T02:00:00Z,2001-01-01T03:06:46Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T02:30:00Z,2001-01-01T03:36:46Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T03:00:00Z,2001-01-01T04:06:46Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T03:30:00Z,2001-01-01T04:36:46Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T04:00:00Z,2001-01-01T05:06:46Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T04:30:00Z,2001-01-01T05:36:46Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T05:00:00Z,2001-01-01T06:06:46Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T05:30:00Z,2001-01-01T06:36:46Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T06:00:00Z,2001-01-01T07:06:46Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T06:30:00Z,2001-01-01T07:36:46Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T07:00:00Z,2001-01-01T08:06:46Z,,,,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T07:30:00Z,2001-01-01T08:36:46Z,,,OUT_WARN,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
2001-01-01T08:00:00Z,2001-01-01T09:06:46Z,,,OUT_WARN,,,NA_PRESENT,CALCULATED,CALCULATED,CALCULATED
