sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
34,cold deciduous,Acer rubrum,4,USA_TNB
38,cold deciduous,Quercus velutina,2,USA_TNB
NA,cold deciduous,Quercus falcata,1,USA_TNB
NA,cold deciduous,Quercus coccinea,1,USA_TNB
