TIMESTAMP,solar_TIMESTAMP,CHN_ARG_GWD_Peu_Js_1,CHN_ARG_GWD_Peu_Js_2
2013-04-30T16:00:00Z,2013-04-30T22:02:42Z,0.9696600293757177,0.2437644279914291
2013-04-30T16:10:00Z,2013-04-30T22:12:42Z,1.0002172464287495,0.22891123363369953
2013-04-30T16:20:00Z,2013-04-30T22:22:42Z,1.0496188365616381,0.2527699065331911
2013-04-30T16:30:00Z,2013-04-30T22:32:42Z,1.0808106846725536,0.24675855035205466
2013-04-30T16:40:00Z,2013-04-30T22:42:42Z,1.182235204130965,0.2497603915449403
2013-04-30T16:50:00Z,2013-04-30T22:52:42Z,1.201522691911407,0.23186605677997982
2013-04-30T17:00:00Z,2013-04-30T23:02:42Z,1.0125090093080196,0.2407780703196586
2013-04-30T17:10:00Z,2013-04-30T23:12:42Z,1.0186695871794718,0.24675855035205466
2013-04-30T17:20:00Z,2013-04-30T23:22:42Z,1.0808106846725536,0.2618440557436752
2013-04-30T17:30:00Z,2013-04-30T23:32:42Z,1.0745529920595418,0.2407780703196586
2013-04-30T17:40:00Z,2013-04-30T23:42:42Z,1.182235204130965,0.23779952403564686
2013-04-30T17:50:00Z,2013-04-30T23:52:42Z,1.1950841119008773,0.23186605677997982
2013-04-30T18:00:00Z,2013-05-01T00:02:42Z,1.2144280492450734,0.22891123363369953
2013-04-30T18:10:00Z,2013-05-01T00:12:48Z,1.2729653203079565,0.23482883670411503
2013-04-30T18:20:00Z,2013-05-01T00:22:48Z,1.32563040866119,0.2527699065331911
2013-04-30T18:30:00Z,2013-05-01T00:32:48Z,1.299223848703029,0.24675855035205466
2013-04-30T18:40:00Z,2013-05-01T00:42:48Z,1.3190149227760894,0.2407780703196586
2013-04-30T18:50:00Z,2013-05-01T00:52:48Z,1.3521844219898702,0.2588117817164813
2013-04-30T19:00:00Z,2013-05-01T01:02:48Z,1.2926453154844815,0.23779952403564686
2013-04-30T19:10:00Z,2013-05-01T01:12:48Z,1.2598917558647413,0.2200950128594077
2013-04-30T19:20:00Z,2013-05-01T01:22:48Z,1.2468554282341573,0.20556534089095135
2013-04-30T19:30:00Z,2013-05-01T01:32:48Z,1.143915314740041,0.199812197050444
2013-04-30T19:40:00Z,2013-05-01T01:42:48Z,0.9879647776678716,0.1660317067758724
2013-04-30T19:50:00Z,2013-05-01T01:52:48Z,0.8854240369699458,0.14964234629548567
2013-04-30T20:00:00Z,2013-05-01T02:02:48Z,0.9272963920492123,0.14425785525790563
2013-04-30T20:10:00Z,2013-05-01T02:12:48Z,1.0063582239206659,0.1550666389638526
2013-04-30T20:20:00Z,2013-05-01T02:22:48Z,1.0558378553721075,0.17994950152511544
2013-04-30T20:30:00Z,2013-05-01T02:32:48Z,1.143915314740041,0.199812197050444
2013-04-30T20:40:00Z,2013-05-01T02:42:48Z,1.1122433920441284,0.20268451537835216
2013-04-30T20:50:00Z,2013-05-01T02:52:48Z,1.0870780113504948,0.22302565989308681
2013-04-30T21:00:00Z,2013-05-01T03:02:48Z,1.0996415132681687,0.23482883670411503
2013-04-30T21:10:00Z,2013-05-01T03:12:48Z,1.2273709311626875,0.2618440557436752
2013-04-30T21:20:00Z,2013-05-01T03:22:48Z,1.2403512531330434,0.2527699065331911
2013-04-30T21:30:00Z,2013-05-01T03:32:48Z,1.220894804958378,0.2557870510777705
2013-04-30T21:40:00Z,2013-05-01T03:42:48Z,1.3058116337646033,0.28327775167128433
