TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,ppfd_in,ws,precip,sw_in,ext_rad
2004-07-27T01:30:00Z,2004-07-26T19:22:52Z,NA_PRESENT,NA_PRESENT,NA_PRESENT,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T02:00:00Z,2004-07-26T19:52:52Z,NA_PRESENT,NA_PRESENT,NA_PRESENT,,,,CALCULATED,CALCULATED
2004-07-27T02:30:00Z,2004-07-26T20:22:52Z,NA_PRESENT,NA_PRESENT,NA_PRESENT,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T03:00:00Z,2004-07-26T20:52:52Z,NA_PRESENT,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T03:30:00Z,2004-07-26T21:22:52Z,NA_PRESENT,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T04:00:00Z,2004-07-26T21:52:52Z,NA_PRESENT,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T04:30:00Z,2004-07-26T22:22:52Z,NA_PRESENT,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T05:00:00Z,2004-07-26T22:52:52Z,NA_PRESENT,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T05:30:00Z,2004-07-26T23:22:52Z,NA_PRESENT,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T06:00:00Z,2004-07-26T23:52:52Z,NA_PRESENT,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T06:30:00Z,2004-07-27T00:22:55Z,NA_PRESENT,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T07:00:00Z,2004-07-27T00:52:55Z,NA_PRESENT,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T07:30:00Z,2004-07-27T01:22:55Z,NA_PRESENT,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T08:00:00Z,2004-07-27T01:52:55Z,NA_PRESENT,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T08:30:00Z,2004-07-27T02:22:55Z,NA_PRESENT,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T09:00:00Z,2004-07-27T02:52:55Z,NA_PRESENT,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T09:30:00Z,2004-07-27T03:22:55Z,NA_PRESENT,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T10:00:00Z,2004-07-27T03:52:55Z,NA_PRESENT,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T10:30:00Z,2004-07-27T04:22:55Z,NA_PRESENT,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T11:00:00Z,2004-07-27T04:52:55Z,NA_PRESENT,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T11:30:00Z,2004-07-27T05:22:55Z,NA_PRESENT,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T12:00:00Z,2004-07-27T05:52:55Z,NA_PRESENT,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T12:30:00Z,2004-07-27T06:22:55Z,NA_PRESENT,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T13:00:00Z,2004-07-27T06:52:55Z,NA_PRESENT,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T13:30:00Z,2004-07-27T07:22:55Z,NA_PRESENT,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T14:00:00Z,2004-07-27T07:52:55Z,NA_PRESENT,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T14:30:00Z,2004-07-27T08:22:55Z,NA_PRESENT,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T15:00:00Z,2004-07-27T08:52:55Z,NA_PRESENT,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T15:30:00Z,2004-07-27T09:22:55Z,NA_PRESENT,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T16:00:00Z,2004-07-27T09:52:55Z,NA_PRESENT,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T16:30:00Z,2004-07-27T10:22:55Z,,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T17:00:00Z,2004-07-27T10:52:55Z,,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T17:30:00Z,2004-07-27T11:22:55Z,,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T18:00:00Z,2004-07-27T11:52:55Z,,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T18:30:00Z,2004-07-27T12:22:55Z,,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T19:00:00Z,2004-07-27T12:52:55Z,,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T19:30:00Z,2004-07-27T13:22:55Z,,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T20:00:00Z,2004-07-27T13:52:55Z,,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T20:30:00Z,2004-07-27T14:22:55Z,,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T21:00:00Z,2004-07-27T14:52:55Z,,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T21:30:00Z,2004-07-27T15:22:55Z,,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T22:00:00Z,2004-07-27T15:52:55Z,,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T22:30:00Z,2004-07-27T16:22:55Z,,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-27T23:00:00Z,2004-07-27T16:52:55Z,,NA_PRESENT,,,,,CALCULATED,CALCULATED
2004-07-27T23:30:00Z,2004-07-27T17:22:55Z,,NA_PRESENT,,NA_PRESENT,NA_PRESENT,NA_PRESENT,CALCULATED,CALCULATED
2004-07-28T00:00:00Z,2004-07-27T17:52:55Z,,NA_PRESENT,,,,,CALCULATED,CALCULATED
