sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
66,cold deciduous,Quercus montana,7,USA_SIL_OAK_POS
10,cold deciduous,Quercus velutina,8,USA_SIL_OAK_POS
6,cold deciduous,Quercus coccinea,2,USA_SIL_OAK_POS
12,evergreen,Pinus rigida,3,USA_SIL_OAK_POS
3,cold deciduous,Quercus alba,2,USA_SIL_OAK_POS
