sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
NA,drought deciduous,Liquidambar styraciflua,1,MEX_VER_BSM
NA,evergreen,Clethra macrophylla,1,MEX_VER_BSM
