sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
10.1,evergreen,Pinus edulis,5,USA_PJS_P04_AMB
89.9,evergreen,Juniperus monosperma,5,USA_PJS_P04_AMB
