TIMESTAMP,solar_TIMESTAMP,GUF_NOU_PET_Qro_Js_1,GUF_NOU_PET_Qro_Js_2,GUF_NOU_PET_Dgu_Js_3,GUF_NOU_PET_Dgu_Js_4,GUF_NOU_PET_Dgu_Js_5,GUF_NOU_PET_Lal_Js_6,GUF_NOU_PET_Lal_Js_7,GUF_NOU_PET_Sru_Js_8,GUF_NOU_PET_Lpo_Js_9,GUF_NOU_PET_Lro_Js_10,GUF_NOU_PET_Qtr_Js_11,GUF_NOU_PET_Qtr_Js_12,GUF_NOU_PET_Qro_Js_13,GUF_NOU_PET_Dgu_Js_14,GUF_NOU_PET_Dgu_Js_15,GUF_NOU_PET_Ggl_Js_16,GUF_NOU_PET_Lpo_Js_17,GUF_NOU_PET_Eco_Js_18,GUF_NOU_PET_Eco_Js_19,GUF_NOU_PET_Eco_Js_20,GUF_NOU_PET_Lal_Js_21,GUF_NOU_PET_Vam_Js_22
2015-01-01T20:00:00Z,2015-01-01T16:24:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-01T20:30:00Z,2015-01-01T16:54:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-01T21:00:00Z,2015-01-01T17:24:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-01T21:30:00Z,2015-01-01T17:54:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-01T22:00:00Z,2015-01-01T18:24:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-01T22:30:00Z,2015-01-01T18:54:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-01T23:00:00Z,2015-01-01T19:24:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-01T23:30:00Z,2015-01-01T19:54:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-02T00:00:00Z,2015-01-01T20:24:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-02T00:30:00Z,2015-01-01T20:54:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-02T01:00:00Z,2015-01-01T21:24:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-02T01:30:00Z,2015-01-01T21:54:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-02T02:00:00Z,2015-01-01T22:24:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-02T02:30:00Z,2015-01-01T22:54:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-02T03:00:00Z,2015-01-01T23:24:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-02T03:30:00Z,2015-01-01T23:54:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-02T04:00:00Z,2015-01-02T00:24:16Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-02T04:30:00Z,2015-01-02T00:54:16Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-02T05:00:00Z,2015-01-02T01:24:16Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-02T05:30:00Z,2015-01-02T01:54:16Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-02T06:00:00Z,2015-01-02T02:24:16Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
