TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,ppfd_in,swc_shallow,swc_deep,sw_in,ext_rad
2007-09-30T23:00:00Z,2007-09-30T22:36:29Z,NA,NA,NA,NA,NA,NA,NA,0
2007-09-30T23:15:00Z,2007-09-30T22:51:29Z,16.47,79.26,0.0135763583824015,0,0.207,0.0862,0,0
2007-09-30T23:30:00Z,2007-09-30T23:06:29Z,16.68,79.26,0.013758704118276,0,0.2059,0.0855,0,0
2007-09-30T23:45:00Z,2007-09-30T23:21:29Z,16.86,79.26,0.0139167055023753,0,0.20489999999999997,0.0855,0,0
2007-10-01T00:00:00Z,2007-09-30T23:36:29Z,17.2,79.26,0.0142194962070977,0.014,0.2041,0.085,0.006621999999999999,0
2007-10-01T00:15:00Z,2007-09-30T23:51:29Z,17.66,79.26,0.014638335079454,0,0.20309999999999997,0.08470000000000001,0,0
2007-10-01T00:30:00Z,2007-10-01T00:06:29Z,17.8,79.26,0.0147679343369778,0,0.2024,0.08439999999999999,0,0
2007-10-01T00:45:00Z,2007-10-01T00:21:47Z,17.79,79.26,0.0147586440331401,0,0.20149999999999998,0.084,0,0
2007-10-01T01:00:00Z,2007-10-01T00:36:47Z,17.85,79.26,0.0148144627304335,0,0.20079999999999998,0.084,0,0
2007-10-01T01:15:00Z,2007-10-01T00:51:47Z,17.79,79.26,0.0147586440331401,0,0.20010000000000003,0.0834,0,0
2007-10-01T01:30:00Z,2007-10-01T01:06:47Z,17.75,79.26,0.0147215339877459,0,0.1996,0.0832,0,0
2007-10-01T01:45:00Z,2007-10-01T01:21:47Z,17.73,79.26,0.0147030096336475,0,0.1989,0.083,0,0
2007-10-01T02:00:00Z,2007-10-01T01:36:47Z,17.57,79.26,0.0145555483350965,0,0.1984,0.0825,0,0
2007-10-01T02:15:00Z,2007-10-01T01:51:47Z,17.45,79.26,0.0144458041671103,0,0.1977,0.0825,0,0
2007-10-01T02:30:00Z,2007-10-01T02:06:47Z,17.31,79.26,0.014318686076372,0,0.1974,0.0823,0,0
2007-10-01T02:45:00Z,2007-10-01T02:21:47Z,17.08,79.26,0.0141119762298142,0,0.19699999999999998,0.0817,0,0
2007-10-01T03:00:00Z,2007-10-01T02:36:47Z,16.85,79.26,0.0139078861107663,0,0.196,0.0817,0,0
2007-10-01T03:15:00Z,2007-10-01T02:51:47Z,17.02,79.26,0.0140584839107109,0,0.1954,0.0815,0,0
2007-10-01T03:30:00Z,2007-10-01T03:06:47Z,17.3,79.26,0.0143096438330242,0,0.1946,0.081,0,0
2007-10-01T03:45:00Z,2007-10-01T03:21:47Z,17.48,79.26,0.0144731720265365,0,0.19440000000000002,0.081,0,0
2007-10-01T04:00:00Z,2007-10-01T03:36:47Z,17.82,79.26,0.0147865303123423,0,0.1941,0.0809,0,0
2007-10-01T04:15:00Z,2007-10-01T03:51:47Z,18.21,79.26,0.0151532741408481,0,0.1972,0.0803,0,0
2007-10-01T04:30:00Z,2007-10-01T04:06:47Z,18.25,79.26,0.0151913354219847,0,0.2177,0.0803,0,0
2007-10-01T04:45:00Z,2007-10-01T04:21:47Z,18.39,79.26,0.0153252099157019,0,0.24109999999999998,0.0803,0,0
2007-10-01T05:00:00Z,2007-10-01T04:36:47Z,18.39,79.26,0.0153252099157019,0,0.2518,0.07987,0,0
2007-10-01T05:15:00Z,2007-10-01T04:51:47Z,18.22,79.26,0.0151627816245143,0,0.2536,0.07952,0,0
2007-10-01T05:30:00Z,2007-10-01T05:06:47Z,18.08,79.26,0.015030151026031,0,0.2525,0.07952,0,0
2007-10-01T05:45:00Z,2007-10-01T05:21:47Z,17.88,79.26,0.0148424413519419,0,0.25,0.07952,0,0
2007-10-01T06:00:00Z,2007-10-01T05:36:47Z,17.9,79.26,0.0148611194667439,0,0.2475,0.07922,0,0
2007-10-01T06:15:00Z,2007-10-01T05:51:47Z,17.99,79.26,0.0149454259714425,0.014,0.2452,0.07876999999999999,0.006621999999999999,0
2007-10-01T06:30:00Z,2007-10-01T06:06:47Z,18.01,79.26,0.014964217528668,1.939,0.243,0.07876999999999999,0.9171469999999999,32.595077559278224
2007-10-01T06:45:00Z,2007-10-01T06:21:47Z,17.85,79.26,0.0148144627304335,8.04,0.2409,0.07876999999999999,3.8029199999999994,102.1936923025705
2007-10-01T07:00:00Z,2007-10-01T06:36:47Z,17.79,79.26,0.0147586440331401,18.92,0.239,0.07876999999999999,8.949160000000001,171.1559426775268
