TIMESTAMP,solar_TIMESTAMP,ITA_TOR_Lde_Js_1,ITA_TOR_Lde_Js_2,ITA_TOR_Lde_Js_3,ITA_TOR_Lde_Js_4
2015-03-03T17:30:00Z,2015-03-03T17:48:26Z,NA,NA,NA,NA
2015-03-03T18:00:00Z,2015-03-03T18:18:26Z,NA,NA,NA,NA
2015-03-03T18:30:00Z,2015-03-03T18:48:26Z,NA,NA,NA,NA
2015-03-03T19:00:00Z,2015-03-03T19:18:26Z,NA,NA,NA,NA
2015-03-03T19:30:00Z,2015-03-03T19:48:26Z,NA,NA,NA,NA
2015-03-03T20:00:00Z,2015-03-03T20:18:26Z,NA,NA,NA,NA
2015-03-03T20:30:00Z,2015-03-03T20:48:26Z,NA,NA,NA,NA
2015-03-03T21:00:00Z,2015-03-03T21:18:26Z,NA,NA,NA,NA
2015-03-03T21:30:00Z,2015-03-03T21:48:26Z,NA,NA,NA,NA
2015-03-03T22:00:00Z,2015-03-03T22:18:26Z,1.647151126,2.982546356,7.224499398,1.582489449
2015-03-03T22:30:00Z,2015-03-03T22:48:26Z,1.612290586,2.925629243,7.115962019,1.553084243
2015-03-03T23:00:00Z,2015-03-03T23:18:26Z,1.552594997,2.831628991,6.967411236,1.460070738
2015-03-03T23:30:00Z,2015-03-03T23:48:39Z,1.502836271,2.760908349,6.860799591,1.411332719
2015-03-04T00:00:00Z,2015-03-04T00:18:39Z,1.468899585,2.764615006,6.845634829,1.39708773
2015-03-04T00:30:00Z,2015-03-04T00:48:39Z,1.481214449,2.835368337,6.936868786,1.462952323
2015-03-04T01:00:00Z,2015-03-04T01:18:39Z,1.468899585,2.857840567,6.962316265,1.44281535
2015-03-04T01:30:00Z,2015-03-04T01:48:39Z,1.429080069,2.869099925,6.926702561,1.417042153
2015-03-04T02:00:00Z,2015-03-04T02:18:39Z,1.413848081,2.955936755,7.095380465,1.428480608
2015-03-04T02:30:00Z,2015-03-04T02:48:39Z,1.314483902,2.831628991,7.090239676,1.309684959
2015-03-04T03:00:00Z,2015-03-04T03:18:39Z,1.23177906,2.757203413,7.079963615,1.204720131
2015-03-04T03:30:00Z,2015-03-04T03:48:39Z,1.182292565,2.694482574,6.967411236,1.158547407
2015-03-04T04:00:00Z,2015-03-04T04:18:39Z,1.185188214,2.738704526,6.901318881,1.126250393
2015-03-04T04:30:00Z,2015-03-04T04:48:39Z,NA,NA,NA,NA
2015-03-04T05:00:00Z,2015-03-04T05:18:39Z,NA,NA,NA,NA
2015-03-04T05:30:00Z,2015-03-04T05:48:39Z,NA,NA,NA,NA
2015-03-04T06:00:00Z,2015-03-04T06:18:39Z,3.768378558,4.975464026,10.5899479,3.563600552
2015-03-04T06:30:00Z,2015-03-04T06:48:39Z,1.583931775,3.082122456,7.555034304,1.523839874
2015-03-04T07:00:00Z,2015-03-04T07:18:39Z,1.119076247,2.639553207,6.901318881,1.075617938
2015-03-04T07:30:00Z,2015-03-04T07:48:39Z,0.806904851,2.402456793,6.54575016,0.777902552
2015-03-04T08:00:00Z,2015-03-04T08:18:39Z,0.701251237,2.145529115,6.427600774,0.612035765
2015-03-04T08:30:00Z,2015-03-04T08:48:39Z,0.734354705,2.138716092,6.511184058,0.595988195
2015-03-04T09:00:00Z,2015-03-04T09:18:39Z,0.752333314,2.179697781,6.476705217,0.686663451
2015-03-04T09:30:00Z,2015-03-04T09:48:39Z,0.84911356,2.353125978,6.640013628,0.907170702
2015-03-04T10:00:00Z,2015-03-04T10:18:39Z,0.926977679,2.452124533,6.744952998,0.994350931
2015-03-04T10:30:00Z,2015-03-04T10:48:39Z,0.94876136,2.487807707,6.785138914,1.062397096
2015-03-04T11:00:00Z,2015-03-04T11:18:39Z,1.026021457,2.599517404,6.865858142,1.134301615
2015-03-04T11:30:00Z,2015-03-04T11:48:39Z,1.079337185,2.559689496,6.91146689,1.174787795
2015-03-04T12:00:00Z,2015-03-04T12:18:39Z,1.042780941,2.527257648,6.840583537,1.131616165
2015-03-04T12:30:00Z,2015-03-04T12:48:39Z,1.133361344,2.727625828,7.141730403,1.221132869
2015-03-04T13:00:00Z,2015-03-04T13:18:39Z,1.284776327,2.971131892,7.597540139,1.279052678
2015-03-04T13:30:00Z,2015-03-04T13:48:39Z,1.293668816,2.895432036,7.560340921,1.284607235
2015-03-04T14:00:00Z,2015-03-04T14:18:39Z,1.228852808,2.955936755,7.496785964,1.221132869
2015-03-04T14:30:00Z,2015-03-04T14:48:39Z,1.362406619,3.039851638,7.480939592,1.315276025
2015-03-04T15:00:00Z,2015-03-04T15:18:39Z,1.459682779,3.109130953,7.417723121,1.337706433
2015-03-04T15:30:00Z,2015-03-04T15:48:39Z,1.647151126,3.30056635,7.731152645,1.480275914
2015-03-04T16:00:00Z,2015-03-04T16:18:39Z,1.857599855,3.638461831,8.095134375,1.798917693
2015-03-04T16:30:00Z,2015-03-04T16:48:39Z,1.977409567,3.832919335,8.095134375,1.991848756
2015-03-04T17:00:00Z,2015-03-04T17:18:39Z,2.07900993,4.027021573,8.249823634,2.106634348
2015-03-04T17:30:00Z,2015-03-04T17:48:39Z,2.061965788,3.980263958,8.216546855,2.061755299
2015-03-04T18:00:00Z,2015-03-04T18:18:39Z,1.933878794,3.762134227,8.012893457,1.925825573
2015-03-04T18:30:00Z,2015-03-04T18:48:39Z,1.923875914,3.782900411,8.023833692,1.941482749
2015-03-04T19:00:00Z,2015-03-04T19:18:39Z,1.930542721,3.787058942,8.100632646,1.982374622
2015-03-04T19:30:00Z,2015-03-04T19:48:39Z,1.893963435,3.737273,7.822689137,1.913328048
2015-03-04T20:00:00Z,2015-03-04T20:18:39Z,2.03817836,3.58128926,7.486219835,1.848128127
2015-03-04T20:30:00Z,2015-03-04T20:48:39Z,NA,NA,NA,NA
2015-03-04T21:00:00Z,2015-03-04T21:18:39Z,NA,NA,NA,NA
2015-03-04T21:30:00Z,2015-03-04T21:48:39Z,NA,NA,NA,NA
2015-03-04T22:00:00Z,2015-03-04T22:18:39Z,NA,NA,NA,NA
2015-03-04T22:30:00Z,2015-03-04T22:48:39Z,NA,NA,NA,NA
2015-03-04T23:00:00Z,2015-03-04T23:18:39Z,NA,NA,NA,NA
2015-03-04T23:30:00Z,2015-03-04T23:48:52Z,NA,NA,NA,NA
2015-03-05T00:00:00Z,2015-03-05T00:18:52Z,NA,NA,NA,NA
2015-03-05T00:30:00Z,2015-03-05T00:48:52Z,NA,NA,NA,NA
2015-03-05T01:00:00Z,2015-03-05T01:18:52Z,NA,NA,NA,NA
2015-03-05T01:30:00Z,2015-03-05T01:48:52Z,NA,NA,NA,NA
2015-03-05T02:00:00Z,2015-03-05T02:18:52Z,NA,NA,NA,NA
2015-03-05T02:30:00Z,2015-03-05T02:48:52Z,NA,NA,NA,NA
2015-03-05T03:00:00Z,2015-03-05T03:18:52Z,NA,NA,NA,NA
2015-03-05T03:30:00Z,2015-03-05T03:48:52Z,NA,NA,NA,NA
2015-03-05T04:00:00Z,2015-03-05T04:18:52Z,NA,NA,NA,NA
2015-03-05T04:30:00Z,2015-03-05T04:48:52Z,NA,NA,NA,NA
2015-03-05T05:00:00Z,2015-03-05T05:18:52Z,NA,NA,NA,NA
2015-03-05T05:30:00Z,2015-03-05T05:48:52Z,NA,NA,NA,NA
2015-03-05T06:00:00Z,2015-03-05T06:18:52Z,3.15334849,3.569610845,4.434408527,3.209235416
2015-03-05T06:30:00Z,2015-03-05T06:48:52Z,1.859946982,2.541798364,3.475779547,2.355188199
2015-03-05T07:00:00Z,2015-03-05T07:18:52Z,1.292551076,2.074319827,3.001756482,1.917552344
2015-03-05T07:30:00Z,2015-03-05T07:48:52Z,0.905358155,1.768059728,2.776359525,1.617638239
2015-03-05T08:00:00Z,2015-03-05T08:18:52Z,0.729993144,1.572315516,2.670191749,1.478064759
2015-03-05T08:30:00Z,2015-03-05T08:48:52Z,0.590014092,1.426661261,2.598811181,1.351115908
2015-03-05T09:00:00Z,2015-03-05T09:18:52Z,0.419066851,1.252793511,2.499159332,1.265358208
2015-03-05T09:30:00Z,2015-03-05T09:48:52Z,0.269133115,1.166667432,2.437543199,1.172555106
2015-03-05T10:00:00Z,2015-03-05T10:18:52Z,0.271293244,1.141470971,2.356185865,1.149657122
2015-03-05T10:30:00Z,2015-03-05T10:48:52Z,0.160356625,1.100844111,2.255771842,1.098584192
2015-03-05T11:00:00Z,2015-03-05T11:18:52Z,0.095755965,0.984372007,2.090290426,0.976385605
2015-03-05T11:30:00Z,2015-03-05T11:48:52Z,0.128147522,0.957292263,2.016757069,0.83431583
2015-03-05T12:00:00Z,2015-03-05T12:18:52Z,0.06868539,0.880171748,1.857156751,0.596929367
2015-03-05T12:30:00Z,2015-03-05T12:48:52Z,0.042099341,0.850955067,1.797428757,0.530075851
2015-03-05T13:00:00Z,2015-03-05T13:18:52Z,0.023732017,0.804731416,1.771484567,0.419957148
2015-03-05T13:30:00Z,2015-03-05T13:48:52Z,0.013591153,0.787565374,1.708952101,0.428907333
2015-03-05T14:00:00Z,2015-03-05T14:18:52Z,0.145016928,0.773330961,1.639861856,0.572839973
2015-03-05T14:30:00Z,2015-03-05T14:48:52Z,0.31302063,0.703135568,1.42727239,0.648269184
2015-03-05T15:00:00Z,2015-03-05T15:18:52Z,0.36519213699999997,0.659081386,1.348058788,0.582447637
2015-03-05T15:30:00Z,2015-03-05T15:48:52Z,0.421446275,0.773330961,1.409943658,0.705639019
2015-03-05T16:00:00Z,2015-03-05T16:18:52Z,0.479444048,0.750690409,1.276852791,0.728405407
2015-03-05T16:30:00Z,2015-03-05T16:48:52Z,0.48189707,0.686534513,1.111686739,0.680551264
2015-03-05T17:00:00Z,2015-03-05T17:18:52Z,0.534063214,0.703135568,1.105210034,0.678054642
2015-03-05T17:30:00Z,2015-03-05T17:48:52Z,0.509067996,0.640026051,0.93421133,0.596929367
2015-03-05T18:00:00Z,2015-03-05T18:18:52Z,0.457496656,0.578372991,0.773871088,0.495039156
2015-03-05T18:30:00Z,2015-03-05T18:48:52Z,0.390752324,0.477317159,0.610209726,0.397769187
2015-03-05T19:00:00Z,2015-03-05T19:18:52Z,0.395440549,0.502797535,0.56326319,0.386777129
2015-03-05T19:30:00Z,2015-03-05T19:48:52Z,0.306347298,0.378540851,0.377293591,0.240591777
2015-03-05T20:00:00Z,2015-03-05T20:18:52Z,0.228810328,0.376138584,0.323270565,0.153527244
2015-03-05T20:30:00Z,2015-03-05T20:48:52Z,0.264823963,0.434709601,0.320859084,0.162587288
2015-03-05T21:00:00Z,2015-03-05T21:18:52Z,0.275624542,0.437190735,0.241308861,0.114994998
2015-03-05T21:30:00Z,2015-03-05T21:48:52Z,0.266976683,0.469732688,0.192570435,0.082084643
2015-03-05T22:00:00Z,2015-03-05T22:18:52Z,1.798562165,3.712475202,7.281678095,1.44281535
2015-03-05T22:30:00Z,2015-03-05T22:48:52Z,1.74333744,3.638461831,7.095380465,1.351779073
2015-03-05T23:00:00Z,2015-03-05T23:18:52Z,1.701457342,3.618003584,6.921622183,1.31807404
2015-03-05T23:30:00Z,2015-03-05T23:49:06Z,1.612290586,3.565017356,6.785138914,1.232108309
2015-03-06T00:00:00Z,2015-03-06T00:19:06Z,1.527657046,3.53660895,6.7349245700000004,1.191089181
2015-03-06T00:30:00Z,2015-03-06T00:49:06Z,1.478132972,3.585361616,6.775081597,1.180214822
2015-03-06T01:00:00Z,2015-03-06T01:19:06Z,1.380501014,3.589435725,6.795203462,1.115539384
2015-03-06T01:30:00Z,2015-03-06T01:49:06Z,1.326419604,3.654860032,6.855742855,1.107524127
2015-03-06T02:00:00Z,2015-03-06T02:19:06Z,1.272946112,3.712475202,6.962316265,1.086225749
2015-03-06T02:30:00Z,2015-03-06T02:49:06Z,NA,NA,NA,NA
2015-03-06T03:00:00Z,2015-03-06T03:19:06Z,NA,NA,NA,NA
2015-03-06T03:30:00Z,2015-03-06T03:49:06Z,NA,NA,NA,NA
2015-03-06T04:00:00Z,2015-03-06T04:19:06Z,NA,NA,NA,NA
2015-03-06T04:30:00Z,2015-03-06T04:49:06Z,NA,NA,NA,NA
2015-03-06T05:00:00Z,2015-03-06T05:19:06Z,NA,NA,NA,NA
2015-03-06T05:30:00Z,2015-03-06T05:49:06Z,NA,NA,NA,NA
2015-03-06T06:00:00Z,2015-03-06T06:19:06Z,3.466618126,8.922295931,15.35018762,4.706483779
2015-03-06T06:30:00Z,2015-03-06T06:49:06Z,2.607156482,7.729466157,14.1431038,3.989478761
2015-03-06T07:00:00Z,2015-03-06T07:19:06Z,2.203032402,7.05929599,13.50456071,3.648851702
2015-03-06T07:30:00Z,2015-03-06T07:49:06Z,1.994232123,6.571110066,13.09423455,3.421945206
2015-03-06T08:00:00Z,2015-03-06T08:19:06Z,1.86749578,6.14557572,12.76319191,3.226496014
2015-03-06T08:30:00Z,2015-03-06T08:49:06Z,1.870797993,5.862625964,12.4164103,3.042549806
2015-03-06T09:00:00Z,2015-03-06T09:19:06Z,1.792038224,5.556480019,12.07555645,2.901773682
2015-03-06T09:30:00Z,2015-03-06T09:49:06Z,1.583931775,5.291067703,11.7676574,2.809235156
2015-03-06T10:00:00Z,2015-03-06T10:19:06Z,1.512130312,5.07348,11.42453826,2.679352706
2015-03-06T10:30:00Z,2015-03-06T10:49:06Z,1.261146159,4.869054245,11.06786927,2.537905464
2015-03-06T11:00:00Z,2015-03-06T11:19:06Z,1.12192938,4.67273605,10.80799324,2.368931159
2015-03-06T11:30:00Z,2015-03-06T11:49:06Z,1.190985272,4.506525243,10.60908275,2.116291009
2015-03-06T12:00:00Z,2015-03-06T12:19:06Z,1.012109852,4.329638555,10.37448783,1.701710095
2015-03-06T12:30:00Z,2015-03-06T12:49:06Z,0.827941707,4.307731193,10.26145692,1.538441925
2015-03-06T13:00:00Z,2015-03-06T13:19:06Z,0.681066298,4.21621194,10.23018592,1.417042153
2015-03-06T13:30:00Z,2015-03-06T13:49:06Z,0.515459924,4.125484587,9.908199232,1.309684959
2015-03-06T14:00:00Z,2015-03-06T14:19:06Z,0.747185667,4.052616562,9.406283386,1.647744892
2015-03-06T14:30:00Z,2015-03-06T14:49:06Z,1.258200907,4.069715553,9.38841444,1.972914563
2015-03-06T15:00:00Z,2015-03-06T15:19:06Z,1.487382923,3.99724181,9.418206487,2.01718188
2015-03-06T15:30:00Z,2015-03-06T15:49:06Z,1.637621946,4.044077769,9.640301785,2.155057721
2015-03-06T16:00:00Z,2015-03-06T16:19:06Z,1.71752905,3.976023941,9.598062061,2.24638392
2015-03-06T16:30:00Z,2015-03-06T16:49:06Z,1.736874545,3.891596584,9.442077842,2.229986361
2015-03-06T17:00:00Z,2015-03-06T17:19:06Z,1.740105094,3.799545125,9.311199688,2.194048375
2015-03-06T17:30:00Z,2015-03-06T17:49:06Z,1.720748798,3.704223356,9.175450461,2.138877696
2015-03-06T18:00:00Z,2015-03-06T18:19:06Z,1.707880618,3.609832569,9.023311334,2.080951779
2015-03-06T18:30:00Z,2015-03-06T18:49:06Z,1.640796527,3.496174234,8.780470306,1.966615678
2015-03-06T19:00:00Z,2015-03-06T19:19:06Z,1.590220999,3.423832005,8.609199191,1.903971372
2015-03-06T19:30:00Z,2015-03-06T19:49:06Z,1.549471355,3.367956497,8.484746941,1.863589059
2015-03-06T20:00:00Z,2015-03-06T20:19:06Z,1.518335508,3.312422212,8.394841194,1.832706538
2015-03-06T20:30:00Z,2015-03-06T20:49:06Z,1.487382923,3.253299243,8.350078442,1.805046928
2015-03-06T21:00:00Z,2015-03-06T21:19:06Z,1.453547462,3.186765238,8.23872353,1.753149809
2015-03-06T21:30:00Z,2015-03-06T21:49:06Z,1.368430625,3.097545509,8.001960969,1.644761957
2015-03-06T22:00:00Z,2015-03-06T22:19:06Z,0.021062083,NA,0.447234359,0.296396029
2015-03-06T22:30:00Z,2015-03-06T22:49:06Z,0.012382649,NA,0.424085262,0.278059728
2015-03-06T23:00:00Z,2015-03-06T23:19:06Z,0.017236591,NA,0.424085262,0.294346277
2015-03-06T23:30:00Z,2015-03-06T23:49:21Z,0.02911354,NA,0.473277666,0.33591255
2015-03-07T00:00:00Z,2015-03-07T00:19:21Z,0.025025631,NA,0.449823553,0.32750454
2015-03-07T00:30:00Z,2015-03-07T00:49:21Z,0.033314979,NA,0.457611411,0.3528669
2015-03-07T01:00:00Z,2015-03-07T01:19:21Z,0.063702857,NA,0.512962135,0.431350986
2015-03-07T01:30:00Z,2015-03-07T01:49:21Z,0.057333965,NA,0.468042239,0.418029118
2015-03-07T02:00:00Z,2015-03-07T02:19:21Z,0.043513168,NA,0.436911588,0.387315205
2015-03-07T02:30:00Z,2015-03-07T02:49:21Z,0.030501875,NA,0.413886576,0.348611181
2015-03-07T03:00:00Z,2015-03-07T03:19:21Z,NA,NA,0.286646988,0.252027485
2015-03-07T03:30:00Z,2015-03-07T03:49:21Z,NA,NA,0.284303277,0.246098454
2015-03-07T04:00:00Z,2015-03-07T04:19:21Z,NA,NA,0.229336992,0.196015607
2015-03-07T04:30:00Z,2015-03-07T04:49:21Z,NA,NA,0.162318628,0.155608976
2015-03-07T05:00:00Z,2015-03-07T05:19:21Z,NA,NA,0.14583979,0.108853827
2015-03-07T05:30:00Z,2015-03-07T05:49:21Z,NA,NA,0.078465477,0.037182261
2015-03-07T06:00:00Z,2015-03-07T06:19:21Z,NA,NA,NA,NA
2015-03-07T06:30:00Z,2015-03-07T06:49:21Z,NA,NA,NA,NA
2015-03-07T07:00:00Z,2015-03-07T07:19:21Z,NA,NA,NA,NA
2015-03-07T07:30:00Z,2015-03-07T07:49:21Z,NA,NA,NA,NA
2015-03-07T08:00:00Z,2015-03-07T08:19:21Z,NA,NA,NA,NA
2015-03-07T08:30:00Z,2015-03-07T08:49:21Z,NA,NA,NA,NA
2015-03-07T09:00:00Z,2015-03-07T09:19:21Z,NA,NA,NA,NA
2015-03-07T09:30:00Z,2015-03-07T09:49:21Z,NA,NA,NA,NA
2015-03-07T10:00:00Z,2015-03-07T10:19:21Z,NA,NA,NA,NA
2015-03-07T10:30:00Z,2015-03-07T10:49:21Z,NA,NA,NA,NA
2015-03-07T11:00:00Z,2015-03-07T11:19:21Z,NA,NA,NA,NA
2015-03-07T11:30:00Z,2015-03-07T11:49:21Z,NA,NA,NA,NA
2015-03-07T12:00:00Z,2015-03-07T12:19:21Z,NA,NA,NA,NA
2015-03-07T12:30:00Z,2015-03-07T12:49:21Z,NA,NA,NA,NA
2015-03-07T13:00:00Z,2015-03-07T13:19:21Z,NA,NA,NA,NA
2015-03-07T13:30:00Z,2015-03-07T13:49:21Z,NA,NA,NA,NA
2015-03-07T14:00:00Z,2015-03-07T14:19:21Z,NA,NA,NA,NA
2015-03-07T14:30:00Z,2015-03-07T14:49:21Z,NA,NA,NA,NA
2015-03-07T15:00:00Z,2015-03-07T15:19:21Z,NA,NA,NA,NA
2015-03-07T15:30:00Z,2015-03-07T15:49:21Z,NA,NA,NA,NA
2015-03-07T16:00:00Z,2015-03-07T16:19:21Z,NA,NA,NA,NA
2015-03-07T16:30:00Z,2015-03-07T16:49:21Z,NA,NA,NA,NA
2015-03-07T17:00:00Z,2015-03-07T17:19:21Z,NA,NA,NA,NA
2015-03-07T17:30:00Z,2015-03-07T17:49:21Z,NA,NA,NA,NA
2015-03-07T18:00:00Z,2015-03-07T18:19:21Z,NA,NA,NA,NA
2015-03-07T18:30:00Z,2015-03-07T18:49:21Z,NA,NA,NA,NA
2015-03-07T19:00:00Z,2015-03-07T19:19:21Z,NA,NA,NA,NA
2015-03-07T19:30:00Z,2015-03-07T19:49:21Z,NA,NA,NA,NA
2015-03-07T20:00:00Z,2015-03-07T20:19:21Z,NA,NA,NA,NA
2015-03-07T20:30:00Z,2015-03-07T20:49:21Z,NA,NA,NA,NA
2015-03-07T21:00:00Z,2015-03-07T21:19:21Z,NA,NA,NA,0.027972774
2015-03-07T21:30:00Z,2015-03-07T21:49:21Z,NA,NA,NA,0.049698836
2015-03-07T22:00:00Z,2015-03-07T22:19:21Z,NA,NA,NA,NA
2015-03-07T22:30:00Z,2015-03-07T22:49:21Z,NA,NA,NA,NA
2015-03-07T23:00:00Z,2015-03-07T23:19:21Z,NA,NA,NA,NA
2015-03-07T23:30:00Z,2015-03-07T23:49:36Z,NA,NA,NA,NA
2015-03-08T00:00:00Z,2015-03-08T00:19:36Z,NA,NA,NA,NA
2015-03-08T00:30:00Z,2015-03-08T00:49:36Z,NA,NA,NA,NA
2015-03-08T01:00:00Z,2015-03-08T01:19:36Z,NA,NA,NA,NA
2015-03-08T01:30:00Z,2015-03-08T01:49:36Z,NA,NA,NA,NA
2015-03-08T02:00:00Z,2015-03-08T02:19:36Z,NA,NA,NA,NA
2015-03-08T02:30:00Z,2015-03-08T02:49:36Z,NA,NA,NA,NA
2015-03-08T03:00:00Z,2015-03-08T03:19:36Z,NA,NA,NA,NA
2015-03-08T03:30:00Z,2015-03-08T03:49:36Z,NA,NA,NA,NA
2015-03-08T04:00:00Z,2015-03-08T04:19:36Z,NA,NA,NA,NA
2015-03-08T04:30:00Z,2015-03-08T04:49:36Z,NA,NA,NA,NA
2015-03-08T05:00:00Z,2015-03-08T05:19:36Z,NA,NA,NA,NA
2015-03-08T05:30:00Z,2015-03-08T05:49:36Z,NA,NA,NA,NA
2015-03-08T06:00:00Z,2015-03-08T06:19:36Z,NA,NA,NA,NA
2015-03-08T06:30:00Z,2015-03-08T06:49:36Z,NA,NA,NA,NA
2015-03-08T07:00:00Z,2015-03-08T07:19:36Z,NA,NA,NA,NA
2015-03-08T07:30:00Z,2015-03-08T07:49:36Z,NA,NA,NA,NA
2015-03-08T08:00:00Z,2015-03-08T08:19:36Z,NA,NA,NA,NA
2015-03-08T08:30:00Z,2015-03-08T08:49:36Z,NA,NA,NA,NA
2015-03-08T09:00:00Z,2015-03-08T09:19:36Z,NA,NA,NA,NA
2015-03-08T09:30:00Z,2015-03-08T09:49:36Z,NA,NA,NA,NA
2015-03-08T10:00:00Z,2015-03-08T10:19:36Z,NA,NA,NA,NA
2015-03-08T10:30:00Z,2015-03-08T10:49:36Z,NA,NA,NA,NA
2015-03-08T11:00:00Z,2015-03-08T11:19:36Z,NA,NA,NA,NA
2015-03-08T11:30:00Z,2015-03-08T11:49:36Z,NA,NA,NA,NA
2015-03-08T12:00:00Z,2015-03-08T12:19:36Z,NA,NA,NA,NA
2015-03-08T12:30:00Z,2015-03-08T12:49:36Z,NA,NA,NA,NA
2015-03-08T13:00:00Z,2015-03-08T13:19:36Z,NA,NA,NA,NA
2015-03-08T13:30:00Z,2015-03-08T13:49:36Z,NA,NA,NA,NA
2015-03-08T14:00:00Z,2015-03-08T14:19:36Z,NA,NA,NA,NA
2015-03-08T14:30:00Z,2015-03-08T14:49:36Z,NA,NA,NA,NA
2015-03-08T15:00:00Z,2015-03-08T15:19:36Z,NA,NA,NA,NA
2015-03-08T15:30:00Z,2015-03-08T15:49:36Z,NA,NA,NA,NA
2015-03-08T16:00:00Z,2015-03-08T16:19:36Z,NA,NA,NA,NA
2015-03-08T16:30:00Z,2015-03-08T16:49:36Z,NA,NA,NA,NA
2015-03-08T17:00:00Z,2015-03-08T17:19:36Z,NA,NA,NA,NA
2015-03-08T17:30:00Z,2015-03-08T17:49:36Z,NA,NA,NA,NA
2015-03-08T18:00:00Z,2015-03-08T18:19:36Z,NA,NA,NA,NA
2015-03-08T18:30:00Z,2015-03-08T18:49:36Z,NA,NA,NA,NA
2015-03-08T19:00:00Z,2015-03-08T19:19:36Z,NA,NA,NA,NA
2015-03-08T19:30:00Z,2015-03-08T19:49:36Z,NA,NA,NA,NA
2015-03-08T20:00:00Z,2015-03-08T20:19:36Z,NA,NA,NA,NA
2015-03-08T20:30:00Z,2015-03-08T20:49:36Z,NA,NA,NA,NA
2015-03-08T21:00:00Z,2015-03-08T21:19:36Z,NA,NA,NA,NA
2015-03-08T21:30:00Z,2015-03-08T21:49:36Z,NA,NA,NA,NA
2015-03-08T22:00:00Z,2015-03-08T22:19:36Z,NA,NA,NA,NA
2015-03-08T22:30:00Z,2015-03-08T22:49:36Z,NA,NA,NA,NA
2015-03-08T23:00:00Z,2015-03-08T23:19:36Z,NA,NA,NA,NA
2015-03-08T23:30:00Z,2015-03-08T23:49:51Z,NA,NA,NA,NA
2015-03-09T00:00:00Z,2015-03-09T00:19:51Z,NA,NA,NA,NA
2015-03-09T00:30:00Z,2015-03-09T00:49:51Z,NA,NA,NA,NA
2015-03-09T01:00:00Z,2015-03-09T01:19:51Z,NA,NA,NA,NA
