pl_age,pl_azimut_int,pl_bark_thick,pl_code,pl_dbh,pl_height,pl_leaf_area,pl_name,pl_radial_int,pl_remarks,pl_sap_units,pl_sapw_area,pl_sapw_depth,pl_sens_calib,pl_sens_cor_grad,pl_sens_cor_zero,pl_sens_hgt,pl_sens_length,pl_sens_man,pl_sens_meth,pl_sens_timestep,pl_social,pl_species,pl_treatment,si_code,pl_sap_units_orig
NA,No azimuthal correction,6,USA_SIL_OAK_2PR_Qmo_Jt_1,21.25,NA,NA,QUPR_347,Sensor-integrated,"data for 2008, sapwood depth calculated with published relationship (see Schafer et al 2014, 10.1002/hyp.10104) and sapwood area (see Renniger et al 2015, 10.3389/fpls.2015.00297). LAI is estimated via littertraps and then allocated to each tree according to sapwood area. Bark thickness did not have a relationship with diameter and assumed roughtly the same throughout . For pine see Carlo et al 2016, 10.1093/treephys/tpw044",cm3 cm-2 h-1,96.74603538564024,1.768,FALSE,No correction,Long time-window zero flow,1.3,20,Ems Brno,TSHB,30,codominant,Quercus montana,NA,USA_SIL_OAK_2PR,kg h-1
NA,No azimuthal correction,6,USA_SIL_OAK_2PR_Qve_Jt_10,24.3,NA,NA,QUVE_344,Sensor-integrated,NA,cm3 cm-2 h-1,125.41293831334647,2.02176,FALSE,No correction,Long time-window zero flow,1.3,20,Ems Brno,TSHB,30,codominant,Quercus velutina,NA,USA_SIL_OAK_2PR,kg h-1
NA,No azimuthal correction,6,USA_SIL_OAK_2PR_Qve_Jt_11,26.4,NA,NA,QUVE_247,Sensor-integrated,NA,cm3 cm-2 h-1,142.21470933825586,2.1964799999999998,FALSE,No correction,Long time-window zero flow,1.3,20,Ems Brno,TSHB,30,codominant,Quercus velutina,NA,USA_SIL_OAK_2PR,kg h-1
NA,No azimuthal correction,6,USA_SIL_OAK_2PR_Qve_Jt_12,16.9,NA,NA,QUVE_316,Sensor-integrated,NA,cm3 cm-2 h-1,56.31272322804873,1.4060799999999998,FALSE,No correction,Long time-window zero flow,1.3,20,Ems Brno,TSHB,30,codominant,Quercus velutina,NA,USA_SIL_OAK_2PR,kg h-1
NA,No azimuthal correction,6,USA_SIL_OAK_2PR_Qve_Jt_13,18.7,NA,NA,QUVE_382,Sensor-integrated,NA,cm3 cm-2 h-1,72.13861464571737,1.55584,FALSE,No correction,Long time-window zero flow,1.3,20,Ems Brno,TSHB,30,codominant,Quercus velutina,NA,USA_SIL_OAK_2PR,kg h-1
NA,No azimuthal correction,6,USA_SIL_OAK_2PR_Qco_Jt_14,13.2,NA,NA,QUCO_242,Sensor-integrated,NA,cm3 cm-2 h-1,31.012110968329566,1.0982399999999999,FALSE,No correction,Long time-window zero flow,1.3,20,Ems Brno,TSHB,30,codominant,Quercus coccinea,NA,USA_SIL_OAK_2PR,kg h-1
NA,No azimuthal correction,6,USA_SIL_OAK_2PR_Qco_Jt_15,16,NA,NA,QUCO_245,Sensor-integrated,NA,cm3 cm-2 h-1,49.191962036312006,1.3312,FALSE,No correction,Long time-window zero flow,1.3,20,Ems Brno,TSHB,30,codominant,Quercus coccinea,NA,USA_SIL_OAK_2PR,kg h-1
NA,No azimuthal correction,6,USA_SIL_OAK_2PR_Qco_Jt_16,15.8,NA,NA,QUCO_279,Sensor-integrated,NA,cm3 cm-2 h-1,47.69092077510497,1.31456,FALSE,No correction,Long time-window zero flow,1.3,20,Ems Brno,TSHB,30,codominant,Quercus coccinea,NA,USA_SIL_OAK_2PR,kg h-1
NA,No azimuthal correction,6,USA_SIL_OAK_2PR_Qco_Jt_17,27.7,NA,NA,QUCO_314,Sensor-integrated,NA,cm3 cm-2 h-1,150.95109691895055,2.30464,FALSE,No correction,Long time-window zero flow,1.3,20,Ems Brno,TSHB,30,codominant,Quercus coccinea,NA,USA_SIL_OAK_2PR,kg h-1
NA,No azimuthal correction,6,USA_SIL_OAK_2PR_Qco_Jt_18,21.1,NA,NA,QUCO_337,Sensor-integrated,NA,cm3 cm-2 h-1,95.27522962759856,1.75552,FALSE,No correction,Long time-window zero flow,1.3,20,Ems Brno,TSHB,30,codominant,Quercus coccinea,NA,USA_SIL_OAK_2PR,kg h-1
