st_age,st_aspect,st_basal_area,st_clay_perc,st_density,st_growth_condition,st_height,st_lai,st_name,st_remarks,st_sand_perc,st_silt_perc,st_soil_depth,st_soil_texture,st_terrain,st_treatment,si_code,st_USDA_soil_texture
NA,N,75.4,NA,461,"Naturally regenerated, unmanaged",25,2.1,UBD,"Stand age can not be determined. These forests have not been harvested, and recover vegetatively after fire. The last wildfire was in 1937 or earlier.",NA,NA,1000,LOAM,Strong Slope (>10%),NA,AUS_MAR_UBD,loam
