TIMESTAMP,TIMESTAMP_solar,ta,rh,vpd,sw_in,ppfd_in,ws,precip,swc_shallow,ext_rad
1998-08-27T12:00:00Z,1998-08-27T06:40:58Z,,,,,,,,,CALCULATED
1998-08-27T13:00:00Z,1998-08-27T07:40:58Z,,,,,,,,,CALCULATED
1998-08-27T14:00:00Z,1998-08-27T08:40:58Z,,,,,,,,,CALCULATED
1998-08-27T15:00:00Z,1998-08-27T09:40:58Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-27T16:00:00Z,1998-08-27T10:40:58Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-27T17:00:00Z,1998-08-27T11:40:58Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-27T18:00:00Z,1998-08-27T12:40:58Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-27T19:00:00Z,1998-08-27T13:40:58Z,,,,,,,,,CALCULATED
1998-08-27T20:00:00Z,1998-08-27T14:40:58Z,,,,,,,,,CALCULATED
1998-08-27T21:00:00Z,1998-08-27T15:40:58Z,,,,,,,,,CALCULATED
1998-08-27T22:00:00Z,1998-08-27T16:40:58Z,,,,,,,,,CALCULATED
1998-08-27T23:00:00Z,1998-08-27T17:40:58Z,,,,,,,,,CALCULATED
1998-08-28T00:00:00Z,1998-08-27T18:40:58Z,,,,,,,,,CALCULATED
1998-08-28T01:00:00Z,1998-08-27T19:40:58Z,,,,,,,,,CALCULATED
1998-08-28T02:00:00Z,1998-08-27T20:40:58Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-08-28T03:00:00Z,1998-08-27T21:40:58Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-08-28T04:00:00Z,1998-08-27T22:40:58Z,,,,,,,,,CALCULATED
1998-08-28T05:00:00Z,1998-08-27T23:40:58Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-08-28T06:00:00Z,1998-08-28T00:41:17Z,,,,,,,,,CALCULATED
1998-08-28T07:00:00Z,1998-08-28T01:41:17Z,,,,,,,,,CALCULATED
1998-08-28T08:00:00Z,1998-08-28T02:41:17Z,,,,,,,,,CALCULATED
1998-08-28T09:00:00Z,1998-08-28T03:41:17Z,,,,,,,,,CALCULATED
1998-08-28T10:00:00Z,1998-08-28T04:41:17Z,,,,,,,,,CALCULATED
1998-08-28T11:00:00Z,1998-08-28T05:41:17Z,,,,,,,,,CALCULATED
1998-08-28T12:00:00Z,1998-08-28T06:41:17Z,,,,,,,,,CALCULATED
1998-08-28T13:00:00Z,1998-08-28T07:41:17Z,,,,,,,,,CALCULATED
1998-08-28T14:00:00Z,1998-08-28T08:41:17Z,,,,,,,,,CALCULATED
1998-08-28T15:00:00Z,1998-08-28T09:41:17Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-28T16:00:00Z,1998-08-28T10:41:17Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-28T17:00:00Z,1998-08-28T11:41:17Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-28T18:00:00Z,1998-08-28T12:41:17Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-28T19:00:00Z,1998-08-28T13:41:17Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-28T20:00:00Z,1998-08-28T14:41:17Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-28T21:00:00Z,1998-08-28T15:41:17Z,,,,,,,,,CALCULATED
1998-08-28T22:00:00Z,1998-08-28T16:41:17Z,,,,,,,,,CALCULATED
1998-08-28T23:00:00Z,1998-08-28T17:41:17Z,,,,,,,,,CALCULATED
1998-08-29T00:00:00Z,1998-08-28T18:41:17Z,,,,,,,,,CALCULATED
1998-08-29T01:00:00Z,1998-08-28T19:41:17Z,,,,,,,,,CALCULATED
1998-08-29T02:00:00Z,1998-08-28T20:41:17Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-08-29T03:00:00Z,1998-08-28T21:41:17Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-08-29T04:00:00Z,1998-08-28T22:41:17Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-08-29T05:00:00Z,1998-08-28T23:41:17Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-08-29T06:00:00Z,1998-08-29T00:41:37Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-08-29T07:00:00Z,1998-08-29T01:41:37Z,,,,,,,,,CALCULATED
1998-08-29T08:00:00Z,1998-08-29T02:41:37Z,,,,,,,,,CALCULATED
1998-08-29T09:00:00Z,1998-08-29T03:41:37Z,,,,,,,,,CALCULATED
1998-08-29T10:00:00Z,1998-08-29T04:41:37Z,,,,RANGE_WARN ; RANGE_REMOVED,,,,,CALCULATED
1998-08-29T11:00:00Z,1998-08-29T05:41:37Z,,,,,,,,,CALCULATED
1998-08-29T12:00:00Z,1998-08-29T06:41:37Z,,,,,,,,,CALCULATED
1998-08-29T13:00:00Z,1998-08-29T07:41:37Z,,,,,,,,,CALCULATED
1998-08-29T14:00:00Z,1998-08-29T08:41:37Z,,,,,,,OUT_WARN,,CALCULATED
1998-08-29T15:00:00Z,1998-08-29T09:41:37Z,,,,,,,,,CALCULATED
1998-08-29T16:00:00Z,1998-08-29T10:41:37Z,,,,OUT_WARN,,,,,CALCULATED
1998-08-29T17:00:00Z,1998-08-29T11:41:37Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-29T18:00:00Z,1998-08-29T12:41:37Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-29T19:00:00Z,1998-08-29T13:41:37Z,,,,,,,,,CALCULATED
1998-08-29T20:00:00Z,1998-08-29T14:41:37Z,,,,,,,,,CALCULATED
1998-08-29T21:00:00Z,1998-08-29T15:41:37Z,,,,,,,,,CALCULATED
1998-08-29T22:00:00Z,1998-08-29T16:41:37Z,,,,,,,,,CALCULATED
1998-08-29T23:00:00Z,1998-08-29T17:41:37Z,,,,,,,,,CALCULATED
1998-08-30T00:00:00Z,1998-08-29T18:41:37Z,,,,,,,,,CALCULATED
1998-08-30T01:00:00Z,1998-08-29T19:41:37Z,,,,,,,,,CALCULATED
1998-08-30T02:00:00Z,1998-08-29T20:41:37Z,,,,,,,,,CALCULATED
1998-08-30T03:00:00Z,1998-08-29T21:41:37Z,,,,,,,,,CALCULATED
1998-08-30T04:00:00Z,1998-08-29T22:41:37Z,,,,,,,,,CALCULATED
1998-08-30T05:00:00Z,1998-08-29T23:41:37Z,,,,,,,,,CALCULATED
1998-08-30T06:00:00Z,1998-08-30T00:41:56Z,,,,,,,,,CALCULATED
1998-08-30T07:00:00Z,1998-08-30T01:41:56Z,,,,,,,,,CALCULATED
1998-08-30T08:00:00Z,1998-08-30T02:41:56Z,,,,,,,,,CALCULATED
1998-08-30T09:00:00Z,1998-08-30T03:41:56Z,,,,,,,,,CALCULATED
1998-08-30T10:00:00Z,1998-08-30T04:41:56Z,,,,,,,,,CALCULATED
1998-08-30T11:00:00Z,1998-08-30T05:41:56Z,,,,,,,,,CALCULATED
1998-08-30T12:00:00Z,1998-08-30T06:41:56Z,,,,,,,,,CALCULATED
1998-08-30T13:00:00Z,1998-08-30T07:41:56Z,,,,,,,,,CALCULATED
1998-08-30T14:00:00Z,1998-08-30T08:41:56Z,,,,,,,,,CALCULATED
1998-08-30T15:00:00Z,1998-08-30T09:41:56Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-30T16:00:00Z,1998-08-30T10:41:56Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
1998-08-30T17:00:00Z,1998-08-30T11:41:56Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
