TIMESTAMP,solar_TIMESTAMP,NLD_SPE_DOU_Pme_Js_1,NLD_SPE_DOU_Pme_Js_2,NLD_SPE_DOU_Pme_Js_3
2015-06-18T23:00:00Z,2015-06-18T23:21:11Z,,,
2015-06-18T23:10:00Z,2015-06-18T23:31:11Z,,,
2015-06-18T23:20:00Z,2015-06-18T23:41:11Z,,,
2015-06-18T23:30:00Z,2015-06-18T23:51:11Z,,,
2015-06-18T23:40:00Z,2015-06-19T00:00:59Z,,,
2015-06-18T23:50:00Z,2015-06-19T00:10:59Z,,,
2015-06-19T00:00:00Z,2015-06-19T00:20:59Z,,,
2015-06-19T00:10:00Z,2015-06-19T00:30:59Z,,,
2015-06-19T00:20:00Z,2015-06-19T00:40:59Z,,,
2015-06-19T00:30:00Z,2015-06-19T00:50:59Z,,,
2015-06-19T00:40:00Z,2015-06-19T01:00:59Z,,,
2015-06-19T00:50:00Z,2015-06-19T01:10:59Z,,,
2015-06-19T01:00:00Z,2015-06-19T01:20:59Z,,,
2015-06-19T01:10:00Z,2015-06-19T01:30:59Z,,,
2015-06-19T01:20:00Z,2015-06-19T01:40:59Z,,,
2015-06-19T01:30:00Z,2015-06-19T01:50:59Z,,,
2015-06-19T01:40:00Z,2015-06-19T02:00:59Z,,,
2015-06-19T01:50:00Z,2015-06-19T02:10:59Z,,,
2015-06-19T02:00:00Z,2015-06-19T02:20:59Z,,,
2015-06-19T02:10:00Z,2015-06-19T02:30:59Z,,,
2015-06-19T02:20:00Z,2015-06-19T02:40:59Z,,,
2015-06-19T02:30:00Z,2015-06-19T02:50:59Z,,,
2015-06-19T02:40:00Z,2015-06-19T03:00:59Z,,,
2015-06-19T02:50:00Z,2015-06-19T03:10:59Z,,,
2015-06-19T03:00:00Z,2015-06-19T03:20:59Z,,,
2015-06-19T03:10:00Z,2015-06-19T03:30:59Z,,,
2015-06-19T03:20:00Z,2015-06-19T03:40:59Z,,,
2015-06-19T03:30:00Z,2015-06-19T03:50:59Z,,,
2015-06-19T03:40:00Z,2015-06-19T04:00:59Z,,,
2015-06-19T03:50:00Z,2015-06-19T04:10:59Z,,,
2015-06-19T04:00:00Z,2015-06-19T04:20:59Z,,,
2015-06-19T04:10:00Z,2015-06-19T04:30:59Z,,,
2015-06-19T04:20:00Z,2015-06-19T04:40:59Z,,,
2015-06-19T04:30:00Z,2015-06-19T04:50:59Z,,,
2015-06-19T04:40:00Z,2015-06-19T05:00:59Z,,,
2015-06-19T04:50:00Z,2015-06-19T05:10:59Z,,,
2015-06-19T05:00:00Z,2015-06-19T05:20:59Z,,,
2015-06-19T05:10:00Z,2015-06-19T05:30:59Z,,,
2015-06-19T05:20:00Z,2015-06-19T05:40:59Z,,,
2015-06-19T05:30:00Z,2015-06-19T05:50:59Z,,,
2015-06-19T05:40:00Z,2015-06-19T06:00:59Z,,,
2015-06-19T05:50:00Z,2015-06-19T06:10:59Z,,,
2015-06-19T06:00:00Z,2015-06-19T06:20:59Z,,,
2015-06-19T06:10:00Z,2015-06-19T06:30:59Z,,,
2015-06-19T06:20:00Z,2015-06-19T06:40:59Z,,,
2015-06-19T06:30:00Z,2015-06-19T06:50:59Z,,,
2015-06-19T06:40:00Z,2015-06-19T07:00:59Z,,,
2015-06-19T06:50:00Z,2015-06-19T07:10:59Z,,,
2015-06-19T07:00:00Z,2015-06-19T07:20:59Z,,,
2015-06-19T07:10:00Z,2015-06-19T07:30:59Z,,,
2015-06-19T07:20:00Z,2015-06-19T07:40:59Z,,,
2015-06-19T07:30:00Z,2015-06-19T07:50:59Z,,,
2015-06-19T07:40:00Z,2015-06-19T08:00:59Z,,,
2015-06-19T07:50:00Z,2015-06-19T08:10:59Z,,,
2015-06-19T08:00:00Z,2015-06-19T08:20:59Z,,,
2015-06-19T08:10:00Z,2015-06-19T08:30:59Z,,,
2015-06-19T08:20:00Z,2015-06-19T08:40:59Z,,,
2015-06-19T08:30:00Z,2015-06-19T08:50:59Z,,,
2015-06-19T08:40:00Z,2015-06-19T09:00:59Z,,,
2015-06-19T08:50:00Z,2015-06-19T09:10:59Z,,,
2015-06-19T09:00:00Z,2015-06-19T09:20:59Z,,,
2015-06-19T09:10:00Z,2015-06-19T09:30:59Z,,,
2015-06-19T09:20:00Z,2015-06-19T09:40:59Z,,,
2015-06-19T09:30:00Z,2015-06-19T09:50:59Z,,,
2015-06-19T09:40:00Z,2015-06-19T10:00:59Z,,,
2015-06-19T09:50:00Z,2015-06-19T10:10:59Z,,,
2015-06-19T10:00:00Z,2015-06-19T10:20:59Z,,,
2015-06-19T10:10:00Z,2015-06-19T10:30:59Z,,,
2015-06-19T10:20:00Z,2015-06-19T10:40:59Z,,,
2015-06-19T10:30:00Z,2015-06-19T10:50:59Z,,,
2015-06-19T10:40:00Z,2015-06-19T11:00:59Z,,,
2015-06-19T10:50:00Z,2015-06-19T11:10:59Z,,,
2015-06-19T11:00:00Z,2015-06-19T11:20:59Z,,,
2015-06-19T11:10:00Z,2015-06-19T11:30:59Z,,,
2015-06-19T11:20:00Z,2015-06-19T11:40:59Z,,,
2015-06-19T11:30:00Z,2015-06-19T11:50:59Z,,,
2015-06-19T11:40:00Z,2015-06-19T12:00:59Z,,,
2015-06-19T11:50:00Z,2015-06-19T12:10:59Z,,,
2015-06-19T12:00:00Z,2015-06-19T12:20:59Z,,,
2015-06-19T12:10:00Z,2015-06-19T12:30:59Z,,,
2015-06-19T12:20:00Z,2015-06-19T12:40:59Z,,,
2015-06-19T12:30:00Z,2015-06-19T12:50:59Z,,,
2015-06-19T12:40:00Z,2015-06-19T13:00:59Z,,,
2015-06-19T12:50:00Z,2015-06-19T13:10:59Z,,,
2015-06-19T13:00:00Z,2015-06-19T13:20:59Z,,,
2015-06-19T13:10:00Z,2015-06-19T13:30:59Z,,,
2015-06-19T13:20:00Z,2015-06-19T13:40:59Z,,,
2015-06-19T13:30:00Z,2015-06-19T13:50:59Z,,,
2015-06-19T13:40:00Z,2015-06-19T14:00:59Z,,,
2015-06-19T13:50:00Z,2015-06-19T14:10:59Z,,,
2015-06-19T14:00:00Z,2015-06-19T14:20:59Z,,,
2015-06-19T14:10:00Z,2015-06-19T14:30:59Z,,,
2015-06-19T14:20:00Z,2015-06-19T14:40:59Z,,,
2015-06-19T14:30:00Z,2015-06-19T14:50:59Z,,,
2015-06-19T14:40:00Z,2015-06-19T15:00:59Z,,,
2015-06-19T14:50:00Z,2015-06-19T15:10:59Z,,,
2015-06-19T15:00:00Z,2015-06-19T15:20:59Z,,,
2015-06-19T15:10:00Z,2015-06-19T15:30:59Z,,,
2015-06-19T15:20:00Z,2015-06-19T15:40:59Z,,,
2015-06-19T15:30:00Z,2015-06-19T15:50:59Z,,,
2015-06-19T15:40:00Z,2015-06-19T16:00:59Z,,,
2015-06-19T15:50:00Z,2015-06-19T16:10:59Z,,,
2015-06-19T16:00:00Z,2015-06-19T16:20:59Z,,,
2015-06-19T16:10:00Z,2015-06-19T16:30:59Z,,,
2015-06-19T16:20:00Z,2015-06-19T16:40:59Z,,,
2015-06-19T16:30:00Z,2015-06-19T16:50:59Z,,,
2015-06-19T16:40:00Z,2015-06-19T17:00:59Z,,,
2015-06-19T16:50:00Z,2015-06-19T17:10:59Z,,,
2015-06-19T17:00:00Z,2015-06-19T17:20:59Z,,,
2015-06-19T17:10:00Z,2015-06-19T17:30:59Z,,,
2015-06-19T17:20:00Z,2015-06-19T17:40:59Z,,,
2015-06-19T17:30:00Z,2015-06-19T17:50:59Z,,,
2015-06-19T17:40:00Z,2015-06-19T18:00:59Z,,,
2015-06-19T17:50:00Z,2015-06-19T18:10:59Z,,,
2015-06-19T18:00:00Z,2015-06-19T18:20:59Z,,,
2015-06-19T18:10:00Z,2015-06-19T18:30:59Z,,,
2015-06-19T18:20:00Z,2015-06-19T18:40:59Z,,,
2015-06-19T18:30:00Z,2015-06-19T18:50:59Z,,,
2015-06-19T18:40:00Z,2015-06-19T19:00:59Z,,,
2015-06-19T18:50:00Z,2015-06-19T19:10:59Z,,,
2015-06-19T19:00:00Z,2015-06-19T19:20:59Z,,,
2015-06-19T19:10:00Z,2015-06-19T19:30:59Z,,,
2015-06-19T19:20:00Z,2015-06-19T19:40:59Z,,,
2015-06-19T19:30:00Z,2015-06-19T19:50:59Z,,,
2015-06-19T19:40:00Z,2015-06-19T20:00:59Z,,,
2015-06-19T19:50:00Z,2015-06-19T20:10:59Z,,,
2015-06-19T20:00:00Z,2015-06-19T20:20:59Z,,,
2015-06-19T20:10:00Z,2015-06-19T20:30:59Z,,,
