TIMESTAMP,solar_TIMESTAMP,CHN_YIN_ST2_DRO_Peu_Js_1,CHN_YIN_ST2_DRO_Peu_Js_2
2012-05-25T16:00:00Z,2012-05-25T21:42:58Z,1.567409922962591,1.074413490644224
2012-05-25T16:10:00Z,2012-05-25T21:52:58Z,1.5052997345958565,1.0076036497721184
2012-05-25T16:20:00Z,2012-05-25T22:02:58Z,1.4550247769948448,0.8015690301035723
2012-05-25T16:30:00Z,2012-05-25T22:12:58Z,0.9798697581879777,0.820369744546084
2012-05-25T16:40:00Z,2012-05-25T22:22:58Z,1.070788774768498,0.5331968488945482
2012-05-25T16:49:59Z,2012-05-25T22:32:57Z,0.99989072796031,0.5963487437124327
2012-05-25T16:59:59Z,2012-05-25T22:42:57Z,0.9057375279613855,0.4717390570106649
2012-05-25T17:09:59Z,2012-05-25T22:52:57Z,0.828338794641445,0.4498266357915937
2012-05-25T17:20:00Z,2012-05-25T23:02:58Z,0.665290693953633,0.3908174752898059
2012-05-25T17:30:00Z,2012-05-25T23:12:58Z,0.5761709840754761,0.32356949380541283
2012-05-25T17:40:00Z,2012-05-25T23:22:58Z,0.4733831487284753,0.25442687369165384
2012-05-25T17:50:00Z,2012-05-25T23:32:58Z,0.3557314557795455,0.20733629646030832
2012-05-25T18:00:00Z,2012-05-25T23:42:58Z,0.2497730607846269,0.11576944560283169
2012-05-25T18:10:00Z,2012-05-25T23:52:58Z,0.18965480423853392,0.001689792262109143
2012-05-25T18:19:59Z,2012-05-26T00:02:50Z,0.11440871527132236,0.14480560200422574
2012-05-25T18:29:59Z,2012-05-26T00:12:50Z,0.0931630190257421,0.14480560200422574
2012-05-25T18:39:59Z,2012-05-26T00:22:50Z,0.07284355916884812,0.14480560200422574
2012-05-25T18:50:00Z,2012-05-26T00:32:51Z,0.0589717862319531,0.001689792262109143
2012-05-25T19:00:00Z,2012-05-26T00:42:51Z,0.0331665399766164,0.0356108934227562
2012-05-25T19:10:00Z,2012-05-26T00:52:51Z,0.03075472435469593,0.0441904285673958
2012-05-25T19:20:00Z,2012-05-26T01:02:51Z,0.0331665399766164,0.05809974586385848
2012-05-25T19:30:00Z,2012-05-26T01:12:51Z,0.03901489763497046,0.005873532427462789
2012-05-25T19:40:00Z,2012-05-26T01:22:51Z,0.03901489763497046,0.034279866832307715
2012-05-25T19:49:59Z,2012-05-26T01:32:50Z,0.03901489763497046,0.1890860880295791
2012-05-25T19:59:59Z,2012-05-26T01:42:50Z,0.03901489763497046,0.3439620830657118
2012-05-25T20:09:59Z,2012-05-26T01:52:50Z,0.0331665399766164,0.4227734751374764
2012-05-25T20:20:00Z,2012-05-26T02:02:51Z,0.06722628911515993,0.36982987124782807
2012-05-25T20:30:00Z,2012-05-26T02:12:51Z,0.11440871527132236,0.45528247289325435
2012-05-25T20:40:00Z,2012-05-26T02:22:51Z,0.1396964596962689,0.30845587839111643
2012-05-25T20:50:00Z,2012-05-26T02:32:51Z,0.1396964596962689,0.2448481668109527
2012-05-25T21:00:00Z,2012-05-26T02:42:51Z,0.24252359390754993,0.2787087128540259
2012-05-25T21:10:00Z,2012-05-26T02:52:51Z,0.31697039361797225,0.2836211988806499
2012-05-25T21:19:59Z,2012-05-26T03:02:50Z,0.3401099205945477,0.13234966249743257
2012-05-25T21:29:59Z,2012-05-26T03:12:50Z,0.38343440580472743,0.2592452896428296
2012-05-25T21:39:59Z,2012-05-26T03:22:50Z,0.4319694870643241,0.3908174752898059
