TIMESTAMP,solar_TIMESTAMP,AUT_PAT_FOR_Pce_Js_1,AUT_PAT_FOR_Pce_Js_2,AUT_PAT_FOR_Pce_Js_3
2007-04-20T23:00:00Z,2007-04-20T23:47:02Z,0.2393246336600282,0.16768044816251032,0.22107814411481824
2007-04-20T23:30:00Z,2007-04-21T00:17:14Z,0.20258721198000162,0.11038489809362594,0.15448856509815342
2007-04-21T00:00:00Z,2007-04-21T00:47:14Z,0.16719183376555644,0.11038489809362594,0.1231690743016504
2007-04-21T00:30:00Z,2007-04-21T01:17:14Z,0.13327825317311234,0.08370874978302349,0.09338658463082641
2007-04-21T01:00:00Z,2007-04-21T01:47:14Z,0.10103718019760674,0.058631366649821395,0.09338658463082641
2007-04-21T01:30:00Z,2007-04-21T02:17:14Z,0.07074595012037721,0.03552399053020496,0.09338658463082641
2007-04-21T02:00:00Z,2007-04-21T02:47:14Z,0.07074595012037721,0.03552399053020496,0.06539816047373967
2007-04-21T02:30:00Z,2007-04-21T03:17:14Z,0.07074595012037721,0.03552399053020496,0.03961680026599665
2007-04-21T03:00:00Z,2007-04-21T03:47:14Z,0.042850410633761694,0.03552399053020496,0.03961680026599665
2007-04-21T03:30:00Z,2007-04-21T04:17:14Z,0.042850410633761694,0.03552399053020496,0.03961680026599665
2007-04-21T04:00:00Z,2007-04-21T04:47:14Z,0.018214220703710215,0.01510480790981224,0.016842061441282613
2007-04-21T04:30:00Z,2007-04-21T05:17:14Z,0.018214220703710215,0.01510480790981224,0
2007-04-21T05:00:00Z,2007-04-21T05:47:14Z,0,0.01510480790981224,0
2007-04-21T05:30:00Z,2007-04-21T06:17:14Z,0,0,0
2007-04-21T06:00:00Z,2007-04-21T06:47:14Z,0,0.01510480790981224,0
2007-04-21T06:30:00Z,2007-04-21T07:17:14Z,0.018214220703710215,0,0.016842061441282613
2007-04-21T07:00:00Z,2007-04-21T07:47:14Z,0.042850410633761694,0.01510480790981224,0.016842061441282613
2007-04-21T07:30:00Z,2007-04-21T08:17:14Z,0.10103718019760674,0.058631366649821395,0.016842061441282613
2007-04-21T08:00:00Z,2007-04-21T08:47:14Z,0.31641982952164155,0.16768044816251032,0.06539816047373967
2007-04-21T08:30:00Z,2007-04-21T09:17:14Z,0.858663327177003,0.32876473998120914,0.25611906882501195
2007-04-21T09:00:00Z,2007-04-21T09:47:14Z,1.9331616007167918,0.5868957642905562,0.6565655901896763
2007-04-21T09:30:00Z,2007-04-21T10:17:14Z,3.312422211684912,0.919109500304447,1.1294690353451682
2007-04-21T10:00:00Z,2007-04-21T10:47:14Z,4.343740535918499,1.238109747725426,1.607313790417198
2007-04-21T10:30:00Z,2007-04-21T11:17:14Z,5.211979253232443,1.4314249888371446,1.9515238963308867
2007-04-21T11:00:00Z,2007-04-21T11:47:14Z,5.765415022590454,1.5814928481817916,2.1920935271407327
2007-04-21T11:30:00Z,2007-04-21T12:17:14Z,6.245848782985237,1.6839181781467658,2.4414530882136676
2007-04-21T12:00:00Z,2007-04-21T12:47:14Z,6.846140978393193,1.8410857875184439,2.7654706321744693
2007-04-21T12:30:00Z,2007-04-21T13:17:14Z,7.797044864433648,2.0571672872167572,3.1723806289309846
2007-04-21T13:00:00Z,2007-04-21T13:47:14Z,8.3525415861013,2.280643005033422,3.4546782840276884
2007-04-21T13:30:00Z,2007-04-21T14:17:14Z,8.928256309639638,2.511472940414787,3.820069715882971
2007-04-21T14:00:00Z,2007-04-21T14:47:14Z,9.283664513618575,2.8714806451546653,4.199536062642037
2007-04-21T14:30:00Z,2007-04-21T15:17:14Z,9.164350683394591,2.8714806451546653,4.3553105302750446
2007-04-21T15:00:00Z,2007-04-21T15:47:14Z,9.045883148075415,2.933089158561168,4.3553105302750446
2007-04-21T15:30:00Z,2007-04-21T16:17:14Z,8.695502686156088,2.9951577932481745,4.27713659488643
2007-04-21T16:00:00Z,2007-04-21T16:47:14Z,8.016858147818208,2.9951577932481745,4.046047626708759
