TIMESTAMP,solar_TIMESTAMP,SEN_SOU_PRE_Ato_Js_1,SEN_SOU_PRE_Ato_Js_2,SEN_SOU_PRE_Ato_Js_3
1996-02-29T00:00:00Z,1996-02-28T22:45:52Z,0.6856738951976773,0.5012361109402139,1.9520386460185215
1996-02-29T01:00:00Z,1996-02-28T23:45:52Z,0.35652260552350223,0.8899205868579714,0.9460192615542261
1996-02-29T01:59:59Z,1996-02-29T00:46:02Z,0.718801740382085,1.789498137031347,0.721999112715025
1996-02-29T02:59:59Z,1996-02-29T01:46:02Z,1.0568487279273797,2.143563365629552,1.1311765357280095
1996-02-29T03:59:59Z,1996-02-29T02:46:02Z,1.1963502087104936,2.3058945462395926,0.6048977256670044
1996-02-29T04:59:59Z,1996-02-29T03:46:02Z,1.6302341066824646,1.8000775991190507,0.6157602906918925
1996-02-29T05:59:59Z,1996-02-29T04:46:02Z,2.7733404407392865,2.5251061226537157,1.4711843374894473
1996-02-29T06:59:59Z,1996-02-29T05:46:02Z,4.159767185205752,2.8236334763407185,2.0655906018712358
1996-02-29T07:59:59Z,1996-02-29T06:46:02Z,11.346960566479456,5.032476551535451,6.902698775646018
1996-02-29T08:59:59Z,1996-02-29T07:46:02Z,20.06609118044086,23.577230600446416,19.086290224014537
1996-02-29T09:59:59Z,1996-02-29T08:46:02Z,22.386286146665505,28.079925470474084,23.41000314654918
1996-02-29T10:59:59Z,1996-02-29T09:46:02Z,22.596643148451022,25.70698093465341,24.15762962276539
1996-02-29T11:59:59Z,1996-02-29T10:46:02Z,22.132342035704134,26.76895239055572,25.28656979271537
1996-02-29T12:59:59Z,1996-02-29T11:46:02Z,21.734488035412202,27.743053898778967,25.453144094056054
1996-02-29T13:59:59Z,1996-02-29T12:46:02Z,21.058070715142367,23.189226973695693,25.198463358173218
1996-02-29T14:59:59Z,1996-02-29T13:46:02Z,21.176292303398515,22.589784274792876,24.353847115288016
1996-02-29T15:59:59Z,1996-02-29T14:46:02Z,20.508410707800046,23.039980749506384,24.90499220440343
1996-02-29T16:59:59Z,1996-02-29T15:46:02Z,17.97328005049513,20.47463048242108,22.647549180181624
1996-02-29T17:59:59Z,1996-02-29T16:46:02Z,12.845621826341402,16.597737694222758,24.10999599385144
1996-02-29T18:59:59Z,1996-02-29T17:46:02Z,6.675165506496921,6.278714852971276,12.611932238200769
1996-02-29T19:59:59Z,1996-02-29T18:46:02Z,3.7119893263311794,2.9652574558597395,7.285091183764108
1996-02-29T20:59:59Z,1996-02-29T19:46:02Z,2.8823932181922585,2.1216858965861727,4.863341556108572
1996-02-29T21:59:59Z,1996-02-29T20:46:02Z,2.6639104966042764,0.4674918354999249,3.004674793921207
1996-02-29T22:59:59Z,1996-02-29T21:46:02Z,2.1743403935983565,1.9039798385727678,2.555046997256673
1996-02-29T23:59:59Z,1996-02-29T22:46:02Z,1.465047649604632,2.0772808524380753,2.0342377490188985
1996-03-01T00:59:59Z,1996-02-29T23:46:02Z,0.8522763059613974,1.6012434925075878,1.654204454287075
1996-03-01T01:59:59Z,1996-03-01T00:46:15Z,1.1422850737080474,1.236819454376295,1.0184690214994907
1996-03-01T02:59:59Z,1996-03-01T01:46:15Z,1.4846545059015606,2.438470071798785,1.2925883528208466
1996-03-01T03:59:59Z,1996-03-01T02:46:15Z,1.5358885230628458,2.278571075326838,1.1346989453182459
1996-03-01T04:59:59Z,1996-03-01T03:46:15Z,2.007899379224837,2.230158235399445,1.0638916380884438
1996-03-01T05:59:59Z,1996-03-01T04:46:15Z,3.16342888185083,2.3797476123915997,1.08712186993711
1996-03-01T06:59:59Z,1996-03-01T05:46:15Z,4.402529716034249,2.7065895482306983,1.5288991880699856
1996-03-01T07:59:59Z,1996-03-01T06:46:15Z,11.299548727989357,6.138207743679547,7.390006652191667
1996-03-01T08:59:59Z,1996-03-01T07:46:15Z,19.744175063632696,22.42535466119445,19.733939566011262
1996-03-01T09:59:59Z,1996-03-01T08:46:15Z,22.19574802611683,26.24512881782565,23.00618221390991
1996-03-01T10:59:59Z,1996-03-01T09:46:15Z,22.384560436925476,26.39829068112563,24.600950551654872
1996-03-01T11:59:59Z,1996-03-01T10:46:15Z,22.046472395204063,27.220494805660444,25.363421613735703
1996-03-01T12:59:59Z,1996-03-01T11:46:15Z,21.215219448696505,27.509200310721855,25.44244838211066
1996-03-01T13:59:59Z,1996-03-01T12:46:15Z,19.93810481065279,24.286228646539247,24.770532259759833
1996-03-01T14:59:59Z,1996-03-01T13:46:15Z,19.135242875967126,22.112280474534213,22.844154567089635
1996-03-01T15:59:59Z,1996-03-01T14:46:15Z,17.885890761414412,21.231469586366227,22.993834951484434
1996-03-01T16:59:59Z,1996-03-01T15:46:15Z,15.345553919752541,17.626611796803314,19.63394532935985
1996-03-01T17:59:59Z,1996-03-01T16:46:15Z,10.856457660214334,14.07746360418238,16.93520336441825
1996-03-01T18:59:59Z,1996-03-01T17:46:15Z,5.927820985172417,5.756784718767153,9.851923504276344
1996-03-01T19:59:59Z,1996-03-01T18:46:15Z,3.2016797890044386,2.2063144692591887,6.422537381987851
1996-03-01T20:59:59Z,1996-03-01T19:46:15Z,1.934216246438091,1.3450334929992285,3.901266387647255
1996-03-01T21:59:59Z,1996-03-01T20:46:15Z,1.2398099261293747,0.9198910860210352,2.5318090403689197
1996-03-01T22:59:59Z,1996-03-01T21:46:15Z,1.1350005468435072,0.6604336392950861,1.2452613510692472
1996-03-01T23:59:59Z,1996-03-01T22:46:15Z,0.8354288253637243,1.868210084564723,2.4116121003566544
1996-03-02T00:59:59Z,1996-03-01T23:46:15Z,0.8943216343660199,0.19486644104128414,1.5012446597117604
1996-03-02T01:59:59Z,1996-03-02T00:46:27Z,0.7530730003768927,0.6304330022061881,1.415794313606373
1996-03-02T02:59:59Z,1996-03-02T01:46:27Z,0.3485043197519686,2.135819737995732,1.4998460539972265
1996-03-02T03:59:59Z,1996-03-02T02:46:27Z,1.200305082301781,0.4439965354392062,0.12817218124866944
1996-03-02T04:59:59Z,1996-03-02T03:46:27Z,2.087805353693869,1.3015308784420943,1.0586654546832346
1996-03-02T05:59:59Z,1996-03-02T04:46:27Z,2.610927241871375,2.3152137891379754,1.8756358696664075
1996-03-02T06:59:59Z,1996-03-02T05:46:27Z,4.074264526804258,2.792850906493694,2.076259057956667
1996-03-02T07:59:59Z,1996-03-02T06:46:27Z,10.791761784782363,5.996451554407446,8.66318848338618
1996-03-02T08:59:59Z,1996-03-02T07:46:27Z,18.168672740821574,17.807993945186514,18.322711305246806
1996-03-02T09:59:59Z,1996-03-02T08:46:27Z,21.321460196483535,21.148100457751454,21.792692704905768
1996-03-02T10:59:59Z,1996-03-02T09:46:27Z,21.37614151429599,26.137645415928162,24.688047263353706
1996-03-02T11:59:59Z,1996-03-02T10:46:27Z,19.926570259002197,23.29097664268,23.88566609784587
