sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
14,cold deciduous,Fraxinus pennsylvanica,2,USA_WIL_WC1
40,cold deciduous,Acer saccharum,10,USA_WIL_WC1
36,cold deciduous,Tilia americana,1,USA_WIL_WC1
1,cold deciduous,Ostrya virginiana,1,USA_WIL_WC1
7,cold deciduous,Quercus rubra,2,USA_WIL_WC1
