TIMESTAMP,solar_TIMESTAMP,ta,vpd,sw_in,ppfd_in,precip,swc_shallow,rh,ext_rad
2001-04-21T18:00:00Z,2001-04-21T17:46:13Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2001-04-21T18:30:00Z,2001-04-21T18:16:13Z,,,,,OUT_WARN,OUT_WARN,CALCULATED,CALCULATED
2001-04-21T19:00:00Z,2001-04-21T18:46:13Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2001-04-21T19:30:00Z,2001-04-21T19:16:13Z,,,,,,OUT_WARN,CALCULATED,CALCULATED
2001-04-21T20:00:00Z,2001-04-21T19:46:13Z,,,,RANGE_WARN,,OUT_WARN,CALCULATED,CALCULATED
2001-04-21T20:30:00Z,2001-04-21T20:16:13Z,,,,,OUT_WARN,OUT_WARN,CALCULATED,CALCULATED
2001-04-21T21:00:00Z,2001-04-21T20:46:13Z,,,,RANGE_WARN,,OUT_WARN,CALCULATED,CALCULATED
2001-04-21T21:30:00Z,2001-04-21T21:16:13Z,,,,,OUT_WARN,,CALCULATED,CALCULATED
2001-04-21T22:00:00Z,2001-04-21T21:46:13Z,,,,,OUT_WARN,,CALCULATED,CALCULATED
2001-04-21T22:30:00Z,2001-04-21T22:16:13Z,,,,,OUT_WARN,,CALCULATED,CALCULATED
2001-04-21T23:00:00Z,2001-04-21T22:46:13Z,,,,,OUT_WARN,,CALCULATED,CALCULATED
2001-04-21T23:30:00Z,2001-04-21T23:16:13Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T00:00:00Z,2001-04-21T23:46:13Z,,,,,OUT_WARN,,CALCULATED,CALCULATED
2001-04-22T00:30:00Z,2001-04-22T00:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T01:00:00Z,2001-04-22T00:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T01:30:00Z,2001-04-22T01:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T02:00:00Z,2001-04-22T01:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T02:30:00Z,2001-04-22T02:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T03:00:00Z,2001-04-22T02:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T03:30:00Z,2001-04-22T03:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T04:00:00Z,2001-04-22T03:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T04:30:00Z,2001-04-22T04:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T05:00:00Z,2001-04-22T04:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T05:30:00Z,2001-04-22T05:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T06:00:00Z,2001-04-22T05:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T06:30:00Z,2001-04-22T06:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T07:00:00Z,2001-04-22T06:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T07:30:00Z,2001-04-22T07:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T08:00:00Z,2001-04-22T07:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T08:30:00Z,2001-04-22T08:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T09:00:00Z,2001-04-22T08:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T09:30:00Z,2001-04-22T09:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T10:00:00Z,2001-04-22T09:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T10:30:00Z,2001-04-22T10:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T11:00:00Z,2001-04-22T10:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T11:30:00Z,2001-04-22T11:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T12:00:00Z,2001-04-22T11:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T12:30:00Z,2001-04-22T12:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T13:00:00Z,2001-04-22T12:46:24Z,,,,,OUT_WARN,,CALCULATED,CALCULATED
2001-04-22T13:30:00Z,2001-04-22T13:16:24Z,,,,,OUT_WARN,,CALCULATED,CALCULATED
2001-04-22T14:00:00Z,2001-04-22T13:46:24Z,,,,,OUT_WARN,,CALCULATED,CALCULATED
2001-04-22T14:30:00Z,2001-04-22T14:16:24Z,,,,,OUT_WARN,,CALCULATED,CALCULATED
2001-04-22T15:00:00Z,2001-04-22T14:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T15:30:00Z,2001-04-22T15:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T16:00:00Z,2001-04-22T15:46:24Z,,,,,OUT_WARN,,CALCULATED,CALCULATED
2001-04-22T16:30:00Z,2001-04-22T16:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T17:00:00Z,2001-04-22T16:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T17:30:00Z,2001-04-22T17:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T18:00:00Z,2001-04-22T17:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T18:30:00Z,2001-04-22T18:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T19:00:00Z,2001-04-22T18:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T19:30:00Z,2001-04-22T19:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T20:00:00Z,2001-04-22T19:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T20:30:00Z,2001-04-22T20:16:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T21:00:00Z,2001-04-22T20:46:24Z,,,,,,,CALCULATED,CALCULATED
2001-04-22T21:30:00Z,2001-04-22T21:16:24Z,,,,RANGE_WARN,,,CALCULATED,CALCULATED
2001-04-22T22:00:00Z,2001-04-22T21:46:24Z,,,RANGE_WARN,RANGE_WARN,OUT_WARN,,CALCULATED,CALCULATED
2001-04-22T22:30:00Z,2001-04-22T22:16:24Z,,,RANGE_WARN,RANGE_WARN,,,CALCULATED,CALCULATED
2001-04-22T23:00:00Z,2001-04-22T22:46:24Z,,,RANGE_WARN,RANGE_WARN,,,CALCULATED,CALCULATED
2001-04-22T23:30:00Z,2001-04-22T23:16:24Z,,,RANGE_WARN,RANGE_WARN,,,CALCULATED,CALCULATED
2001-04-23T00:00:00Z,2001-04-22T23:46:24Z,,,RANGE_WARN,RANGE_WARN,,,CALCULATED,CALCULATED
