TIMESTAMP,solar_TIMESTAMP,ta,rh,netrad,ws,precip,vpd,ext_rad
2007-04-20T23:00:00Z,2007-04-20T23:47:02Z,5.487,66.83,0,0.958,0,0.29954785092485153,0
2007-04-20T23:30:00Z,2007-04-21T00:17:14Z,5.405,67.19,0,0.856,0,0.2946090806559885,0
2007-04-21T00:00:00Z,2007-04-21T00:47:14Z,5.13,68.33,0,0.674,0,0.2789688203887319,0
2007-04-21T00:30:00Z,2007-04-21T01:17:14Z,4.885,69.8,0,0.724,0,0.26150203955062873,0
2007-04-21T01:00:00Z,2007-04-21T01:47:14Z,4.547,72.5,0,0.937,0,0.2325478565333382,0
2007-04-21T01:30:00Z,2007-04-21T02:17:14Z,4.67,72.9,0,0.91,0,0.2311513023127673,0
2007-04-21T02:00:00Z,2007-04-21T02:47:14Z,4.213,76.6,0,1.101,0,0.19328587241201625,0
2007-04-21T02:30:00Z,2007-04-21T03:17:14Z,3.687,80.4,0,1.057,0,0.15600052391799385,0
2007-04-21T03:00:00Z,2007-04-21T03:47:14Z,3.306,81.3,0,0.81,0,0.14487548096188338,0
2007-04-21T03:30:00Z,2007-04-21T04:17:14Z,3.243,81.8,0,0.948,0,0.14037301943338185,0
2007-04-21T04:00:00Z,2007-04-21T04:47:14Z,2.984,83.5,0,0.715,0,0.12494117083998105,0
2007-04-21T04:30:00Z,2007-04-21T05:17:14Z,2.878,83.5,2.214,0.75,0,0.12400244290446527,41.0562541600832
2007-04-21T05:00:00Z,2007-04-21T05:47:14Z,3.053,81.1,10.2,0.917,0,0.14381822133464553,157.9651404803096
2007-04-21T05:30:00Z,2007-04-21T06:17:14Z,2.933,81.7,17.61,0.685,0,0.13806932955907938,275.65311476815833
2007-04-21T06:00:00Z,2007-04-21T06:47:14Z,2.97,80,23.25,0.583,0,0.1512931272582849,392.1059284040059
2007-04-21T06:30:00Z,2007-04-21T07:17:14Z,3.409,73.7,28.88,0.364,0,0.20524862020558213,505.33047378136416
2007-04-21T07:00:00Z,2007-04-21T07:47:14Z,4.103,70.4,213.9,0.553,0,0.242611813840284,613.3888966315671
2007-04-21T07:30:00Z,2007-04-21T08:17:14Z,6.169,62.48,456.5,0.44,0,0.35526407257294934,714.4317626475447
2007-04-21T08:00:00Z,2007-04-21T08:47:14Z,7.77,53.3,542.1,0.459,0,0.4936653260529649,806.7297107559193
2007-04-21T08:30:00Z,2007-04-21T09:17:14Z,8.05,50.65,620.4,0.702,0,0.5317438708257862,888.703051289032
