,TIMESTAMP,Average Sap Flux
0,2001-04-18T00:00:00Z,
1,2001-04-18T00:30:00Z,
2,2001-04-18T01:00:00Z,
3,2001-04-18T01:30:00Z,
4,2001-04-18T02:00:00Z,
5,2001-04-18T02:30:00Z,
6,2001-04-18T03:00:00Z,
7,2001-04-18T03:30:00Z,
8,2001-04-18T04:00:00Z,
9,2001-04-18T04:30:00Z,
10,2001-04-18T05:00:00Z,
11,2001-04-18T05:30:00Z,
12,2001-04-18T06:00:00Z,
13,2001-04-18T06:30:00Z,
14,2001-04-18T07:00:00Z,
15,2001-04-18T07:30:00Z,
16,2001-04-18T08:00:00Z,
17,2001-04-18T08:30:00Z,
18,2001-04-18T09:00:00Z,
19,2001-04-18T09:30:00Z,
20,2001-04-18T10:00:00Z,
21,2001-04-18T10:30:00Z,
22,2001-04-18T11:00:00Z,
23,2001-04-18T11:30:00Z,
24,2001-04-18T12:00:00Z,
25,2001-04-18T12:30:00Z,
26,2001-04-18T13:00:00Z,3.8145220652778495
27,2001-04-18T13:30:00Z,4.1656585982636996
28,2001-04-18T14:00:00Z,4.218038352094054
29,2001-04-18T14:30:00Z,3.9854149970087733
30,2001-04-18T15:00:00Z,3.8586585893139675
31,2001-04-18T15:30:00Z,3.680661820871729
32,2001-04-18T16:00:00Z,3.505683453590562
33,2001-04-18T16:30:00Z,3.2477085344633494
34,2001-04-18T17:00:00Z,2.741884578099767
35,2001-04-18T17:30:00Z,2.3728866423261255
36,2001-04-18T18:00:00Z,1.9711204888567073
37,2001-04-18T18:30:00Z,1.504217704716753
38,2001-04-18T19:00:00Z,1.0171677118747857
39,2001-04-18T19:30:00Z,0.6931707283761176
40,2001-04-18T20:00:00Z,0.49589566405479113
41,2001-04-18T20:30:00Z,0.30062834550035933
42,2001-04-18T21:00:00Z,0.18804452272203867
43,2001-04-18T21:30:00Z,0.13363736224009687
44,2001-04-18T22:00:00Z,0.0748683716852015
45,2001-04-18T22:30:00Z,0.048891021768405464
46,2001-04-18T23:00:00Z,0.0467524573134396
47,2001-04-18T23:30:00Z,0.006643529405610653
48,2001-04-19T00:00:00Z,0.32048626344060577
49,2001-04-19T00:30:00Z,0.30619680705880653
50,2001-04-19T01:00:00Z,0.34809041591494283
51,2001-04-19T01:30:00Z,0.3360260852470199
52,2001-04-19T02:00:00Z,0.34745141905421745
53,2001-04-19T02:30:00Z,0.4289126872637049
54,2001-04-19T03:00:00Z,0.5527280007518973
55,2001-04-19T03:30:00Z,0.5838194812797245
56,2001-04-19T04:00:00Z,0.5820937113830137
57,2001-04-19T04:30:00Z,0.5787496009645294
58,2001-04-19T05:00:00Z,0.6063956506369437
59,2001-04-19T05:30:00Z,0.6458726317200416
60,2001-04-19T06:00:00Z,0.6599488372453906
61,2001-04-19T06:30:00Z,0.6998858307100333
62,2001-04-19T07:00:00Z,0.6879930674226252
63,2001-04-19T07:30:00Z,0.743780889344296
64,2001-04-19T08:00:00Z,0.8338061791092584
65,2001-04-19T08:30:00Z,0.9951855137868116
66,2001-04-19T09:00:00Z,1.1141201351779382
67,2001-04-19T09:30:00Z,1.3188984392004182
68,2001-04-19T10:00:00Z,1.680930890438917
69,2001-04-19T10:30:00Z,2.3117436956644464
70,2001-04-19T11:00:00Z,2.976660894670027
71,2001-04-19T11:30:00Z,3.986222435760518
72,2001-04-19T12:00:00Z,4.9099679097342745
73,2001-04-19T12:30:00Z,5.7067648308510766
74,2001-04-19T13:00:00Z,6.099289869781254
75,2001-04-19T13:30:00Z,6.163111934861435
76,2001-04-19T14:00:00Z,6.385864711974784
77,2001-04-19T14:30:00Z,5.956659044878742
78,2001-04-19T15:00:00Z,5.6079474909241505
79,2001-04-19T15:30:00Z,5.651931206369583
80,2001-04-19T16:00:00Z,5.456897010410499
81,2001-04-19T16:30:00Z,5.240380433511182
82,2001-04-19T17:00:00Z,5.144042062789761
83,2001-04-19T17:30:00Z,4.819387137398705
84,2001-04-19T18:00:00Z,4.313136198597168
85,2001-04-19T18:30:00Z,3.5729839910528733
